sbspcsn,Order,familis,long,lat,SITECODE,SITENAME,RELEASE_DA,MS,SITETYPE,INSPIRE_ID,PER.x,Code_18,Remark,Area_Ha,ID,GRID_CODE,LABEL1,LABEL2,LABEL3,RGB,hex,PER.y,elevation,hilda_transition,hilda_2018,hilda_1998
Euscorpius candiota,Scorpiones,Euscorpiidae,25.1864,35.2831,,,,,,,,"112",,25.6480369200514,EU_630089,2,Artificial surfaces,Urban fabric,Discontinuous urban fabric,255-000-000,#FF0000,ะ. สัวิวำ,238.447204589844,21,11,22
Euscorpius candiota,Scorpiones,Euscorpiidae,25.1864,35.2831,,,,,,,,"112",,25.6480369200514,EU_630089,2,Artificial surfaces,Urban fabric,Discontinuous urban fabric,255-000-000,#FF0000,ะ. สัวิวำ,238.447204589844,21,11,22
Euscorpius candiota,Scorpiones,Euscorpiidae,25.1864,35.2831,,,,,,,,"112",,25.6480369200514,EU_630089,2,Artificial surfaces,Urban fabric,Discontinuous urban fabric,255-000-000,#FF0000,ะ. สัวิวำ,238.447204589844,21,11,22
Euscorpius candiota,Scorpiones,Euscorpiidae,25.499,35.252,GR4320002,"DIKTI: OROPEDIO LASITHIOU, KATHARO, SELENA, SELAKANO, CHALASMENI KORYFI",2021/12/14,GR,B,,ะ. สัวิวำ,"324",,1344.46476049502,EU_671669,29,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,166-242-000,#A6F200,ะ. สัวิวำ,745.195556640625,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,25.1864,35.2831,,,,,,,,"112",,25.6480369200514,EU_630089,2,Artificial surfaces,Urban fabric,Discontinuous urban fabric,255-000-000,#FF0000,ะ. สัวิวำ,238.447204589844,21,11,22
Euscorpius candiota,Scorpiones,Euscorpiidae,25.5833,35.0345,,,,,,,,"223",,2275.59011182482,EU_637354,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,66.0303802490234,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,25.8746,35.1256,GR4320005,OROS THRYPTIS KAI GYRO PERIOCHI,2021/12/14,GR,B,,ะ. สัวิวำ,"321",,3943.62956453995,EU_658622,26,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Natural grasslands,204-242-077,#CCF24D,ะ. สัวิวำ,783.730041503906,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.4725,35.1518,,,,,,,,,,,,,,,,,,,20.3826751708984,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.3018,35.1838,GR4340012,ASFENDOU - KALLIKRATIS KAI PARAKTIA ZONI,2021/12/14,GR,B,,ะ. สัวิวำ,"223",,375.313095664974,EU_637266,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,23.691951751709,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.8875,35.2477,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"323",,36760.9252602249,EU_662533,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,1185.18041992188,22,22,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.792,35.1973,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"323",,335.854010519937,EU_662233,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,1906.44067382812,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.6513,35.1272,,,,,,,,"112",,25.504358604968,EU_630011,2,Artificial surfaces,Urban fabric,Discontinuous urban fabric,255-000-000,#FF0000,ะ. สัวิวำ,565.53271484375,23,33,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.8266,35.4152,,,,,,,,"323",,36760.9252602249,EU_662533,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,1.3596727848053,77,77,77
Euscorpius candiota,Scorpiones,Euscorpiidae,24.5046,35.3362,GR4330004,"PRASSANO FARANGI - PATSOS - SFAKORYAKO REMA - PARALIA RETHYMNOU KAI EKVOLI GEROPOTAMOU, AKR. LIANOS KAVOS - PERIVOLIA",2021/12/14,GR,B,,ะ. สัวิวำ,"313",,36.4456750200392,EU_658166,25,Forest and semi natural areas,Forests,Mixed forest,077-255-000,#4DFF00,ะ. สัวิวำ,275.006530761719,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.5046,35.3362,GR4330004,"PRASSANO FARANGI - PATSOS - SFAKORYAKO REMA - PARALIA RETHYMNOU KAI EKVOLI GEROPOTAMOU, AKR. LIANOS KAVOS - PERIVOLIA",2021/12/14,GR,B,,ะ. สัวิวำ,"313",,36.4456750200392,EU_658166,25,Forest and semi natural areas,Forests,Mixed forest,077-255-000,#4DFF00,ะ. สัวิวำ,275.006530761719,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.4725,35.1518,,,,,,,,,,,,,,,,,,,20.3826751708984,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.4725,35.1518,,,,,,,,,,,,,,,,,,,20.3826751708984,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.4661,35.157,,,,,,,,"321",,310.030108064995,EU_658331,26,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Natural grasslands,204-242-077,#CCF24D,ะ. สัวิวำ,178.471481323242,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.8383,35.1964,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"323",,36760.9252602249,EU_662533,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,1356.75476074219,22,22,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.5367,35.2125,,,,,,,,"112",,25.5843545700297,EU_630022,2,Artificial surfaces,Urban fabric,Discontinuous urban fabric,255-000-000,#FF0000,ะ. สัวิวำ,449.083984375,23,33,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.8743,35.2157,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"323",,36760.9252602249,EU_662533,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,1497.72009277344,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.5077,35.328,GR4330004,"PRASSANO FARANGI - PATSOS - SFAKORYAKO REMA - PARALIA RETHYMNOU KAI EKVOLI GEROPOTAMOU, AKR. LIANOS KAVOS - PERIVOLIA",2021/12/14,GR,B,,ะ. สัวิวำ,"243",,186.21586642496,EU_645566,21,Agricultural areas,Heterogeneous agricultural areas,"Land principally occupied by agriculture, with significant areas of natural vegetation",230-204-077,#E6CC4D,ะ. สัวิวำ,320.365325927734,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.335,35.2879,,,,,,,,"112",,32.4178193049993,EU_630027,2,Artificial surfaces,Urban fabric,Discontinuous urban fabric,255-000-000,#FF0000,ะ. สัวิวำ,259.000640869141,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.332,35.286,,,,,,,,"243",,67.7401769400586,EU_645454,21,Agricultural areas,Heterogeneous agricultural areas,"Land principally occupied by agriculture, with significant areas of natural vegetation",230-204-077,#E6CC4D,ะ. สัวิวำ,188.408233642578,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.5367,35.2125,,,,,,,,"112",,25.5843545700297,EU_630022,2,Artificial surfaces,Urban fabric,Discontinuous urban fabric,255-000-000,#FF0000,ะ. สัวิวำ,449.083984375,23,33,22
Euscorpius candiota,Scorpiones,Euscorpiidae,25.457,35.1611,GR4320002,"DIKTI: OROPEDIO LASITHIOU, KATHARO, SELENA, SELAKANO, CHALASMENI KORYFI",2021/12/14,GR,B,,ะ. สัวิวำ,"243",,32.0304713399816,EU_651464,21,Agricultural areas,Heterogeneous agricultural areas,"Land principally occupied by agriculture, with significant areas of natural vegetation",230-204-077,#E6CC4D,ะ. สัวิวำ,865.741577148438,22,22,22
Euscorpius candiota,Scorpiones,Euscorpiidae,25.8755,35.08,GR4320005,OROS THRYPTIS KAI GYRO PERIOCHI,2021/12/14,GR,B,,ะ. สัวิวำ,"323",,1379.96816323013,EU_662381,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,1441.056640625,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,25.6962,35.0491,,,,,,,,"223",,2202.06761029491,EU_637400,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,68.8627319335938,77,77,77
Euscorpius candiota,Scorpiones,Euscorpiidae,25.5693,35.3122,,,,,,,,"223",,3169.52995471505,EU_637610,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,12.7358856201172,22,22,22
Euscorpius candiota,Scorpiones,Euscorpiidae,25.5693,35.3122,,,,,,,,"223",,3169.52995471505,EU_637610,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,12.7358856201172,22,22,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.332,35.286,,,,,,,,"243",,67.7401769400586,EU_645454,21,Agricultural areas,Heterogeneous agricultural areas,"Land principally occupied by agriculture, with significant areas of natural vegetation",230-204-077,#E6CC4D,ะ. สัวิวำ,188.408233642578,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.7568,35.2106,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"321",,153.43271772001,EU_658443,26,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Natural grasslands,204-242-077,#CCF24D,ะ. สัวิวำ,1564.09436035156,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.624,35.2076,,,,,,,,"223",,409.230989564974,EU_637328,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,567.450561523438,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,23.5809,35.6137,GR4340001,"IMERI KAI AGRIA GRAMVOUSSA - TIGANI KAI FALASARNA - PONTIKONISI, ORMOS LIVADI - VIGLIA",2021/12/14,GR,B,,ะ. สัวิวำ,"321",,69.5416225150254,EU_658672,26,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Natural grasslands,204-242-077,#CCF24D,ะ. สัวิวำ,28.0416946411133,0,0,0
Euscorpius candiota,Scorpiones,Euscorpiidae,23.5317,35.311,GR4340015,PARALIA APO CHRYSOSKALITISSA MECHRI AKROTIRIO KRIOS,2021/12/14,GR,B,,ะ. สัวิวำ,"323",,938.361376169973,EU_662101,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,5.66596841812134,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.624,35.2076,,,,,,,,"223",,409.230989564974,EU_637328,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,567.450561523438,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.8875,35.2477,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"323",,36760.9252602249,EU_662533,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,1185.18041992188,22,22,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.7938,35.1987,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"323",,335.854010519937,EU_662233,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,1917.23352050781,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.7938,35.1987,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"323",,335.854010519937,EU_662233,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,1917.23352050781,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.4661,35.157,,,,,,,,"321",,310.030108064995,EU_658331,26,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Natural grasslands,204-242-077,#CCF24D,ะ. สัวิวำ,178.471481323242,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.4661,35.157,,,,,,,,"321",,310.030108064995,EU_658331,26,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Natural grasslands,204-242-077,#CCF24D,ะ. สัวิวำ,178.471481323242,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.624,35.2076,,,,,,,,"223",,409.230989564974,EU_637328,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,567.450561523438,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.8875,35.2477,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"323",,36760.9252602249,EU_662533,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,1185.18041992188,22,22,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.7595,35.1882,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"324",,415.494055325059,EU_667224,29,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Transitional woodland-shrub,166-242-000,#A6F200,ะ. สัวิวำ,986.906066894531,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.8939,35.2757,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"242",,37.0993687550417,EU_641422,20,Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,255-230-077,#FFE64D,ะ. สัวิวำ,870.614501953125,22,22,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.8714,35.2117,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"323",,36760.9252602249,EU_662533,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,1474.12976074219,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.6628,35.1761,GR4330002,OROS KEDROS,2021/12/14,GR,B,,ะ. สัวิวำ,"321",,836.880218770028,EU_658398,26,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Natural grasslands,204-242-077,#CCF24D,ะ. สัวิวำ,766.442993164062,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.6628,35.1761,GR4330002,OROS KEDROS,2021/12/14,GR,B,,ะ. สัวิวำ,"321",,836.880218770028,EU_658398,26,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Natural grasslands,204-242-077,#CCF24D,ะ. สัวิวำ,766.442993164062,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.7615,35.3093,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"223",,87.7462236200016,EU_637452,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,658.408996582031,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.7615,35.3093,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"223",,87.7462236200016,EU_637452,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,658.408996582031,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.6262,35.1307,,,,,,,,"323",,529.370420030103,EU_662119,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,415.070861816406,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.624,35.2076,,,,,,,,"223",,409.230989564974,EU_637328,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,567.450561523438,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.8674,35.3432,,,,,,,,"223",,986.709317525093,EU_637553,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,288.508361816406,44,44,44
Euscorpius candiota,Scorpiones,Euscorpiidae,24.4615,35.3157,,,,,,,,"223",,442.931764369968,EU_637424,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,363.274749755859,23,33,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.7821,35.2401,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"321",,118.037504989876,EU_658485,26,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Natural grasslands,204-242-077,#CCF24D,ะ. สัวิวำ,1580.97961425781,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.7821,35.2401,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"321",,118.037504989876,EU_658485,26,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Natural grasslands,204-242-077,#CCF24D,ะ. สัวิวำ,1580.97961425781,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.624,35.2076,,,,,,,,"223",,409.230989564974,EU_637328,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,567.450561523438,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.4766,35.2011,GR4330003,KOURTALIOTIKO FARANGI - MONI PREVELI - EVRYTERI PERIOCHI,2021/12/14,GR,B,,ะ. สัวิวำ,"223",,183.117565274958,EU_637288,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,310.242919921875,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.3097,35.3093,GR4340010,DRAPANO (VOREIOANATOLIKES AKTES) โ€“ PARALIA GEORGIOUPOLIS โ€“ LIMNI KOURNA - SPILAIO PSIMAKI,2021/12/14,GR,B,,ะ. สัวิวำ,"311",,131.816263984986,EU_652001,23,Forest and semi natural areas,Forests,Broad-leaved forest,128-255-000,#80FF00,ะ. สัวิวำ,234.984313964844,44,44,44
Euscorpius candiota,Scorpiones,Euscorpiidae,24.5815,35.2757,GR4330004,"PRASSANO FARANGI - PATSOS - SFAKORYAKO REMA - PARALIA RETHYMNOU KAI EKVOLI GEROPOTAMOU, AKR. LIANOS KAVOS - PERIVOLIA",2021/12/14,GR,B,,ะ. สัวิวำ,"223",,443.089673595055,EU_637390,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,212.654815673828,24,44,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.6262,35.1307,,,,,,,,"323",,529.370420030103,EU_662119,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,415.070861816406,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.5433,35.2199,,,,,,,,"223",,198.489811314991,EU_637315,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,545.955322265625,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.5703,35.2542,GR4330004,"PRASSANO FARANGI - PATSOS - SFAKORYAKO REMA - PARALIA RETHYMNOU KAI EKVOLI GEROPOTAMOU, AKR. LIANOS KAVOS - PERIVOLIA",2021/12/14,GR,B,,ะ. สัวิวำ,"223",,323.074075760048,EU_637351,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,333.791351318359,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.5804,35.2478,GR4330004,"PRASSANO FARANGI - PATSOS - SFAKORYAKO REMA - PARALIA RETHYMNOU KAI EKVOLI GEROPOTAMOU, AKR. LIANOS KAVOS - PERIVOLIA",2021/12/14,GR,B,,ะ. สัวิวำ,"223",,323.074075760048,EU_637351,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,418.381439208984,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.6267,35.3101,,,,,,,,"313",,134.047193880056,EU_658167,25,Forest and semi natural areas,Forests,Mixed forest,077-255-000,#4DFF00,ะ. สัวิวำ,464.578369140625,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.4003,35.2387,,,,,,,,"312",,27.7969552749925,EU_654075,24,Forest and semi natural areas,Forests,Coniferous forest,000-166-000,#00A600,ะ. สัวิวำ,541.815795898438,23,33,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.4003,35.2387,,,,,,,,"312",,27.7969552749925,EU_654075,24,Forest and semi natural areas,Forests,Coniferous forest,000-166-000,#00A600,ะ. สัวิวำ,541.815795898438,23,33,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.4481,35.3483,,,,,,,,"323",,158.123723994992,EU_662382,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,184.552658081055,23,33,22
Euscorpius candiota,Scorpiones,Euscorpiidae,25.2208,35.4477,,,,,,,,"321",,649.448175919941,EU_658698,26,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Natural grasslands,204-242-077,#CCF24D,ะ. สัวิวำ,209.620346069336,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.0873,35.2687,GR4340008,LEFKA ORI KAI PARAKTIA ZONI,2021/12/14,GR,B,,ะ. สัวิวำ,"332",,3186.0592884301,EU_672274,31,Forest and semi natural areas,Open spaces with little or no vegetation,Bare rocks,204-204-204,#CCCCCC,ะ. สัวิวำ,1629.86059570312,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,25.2981,35.3044,,,,,,,,"321",,351.725275950039,EU_658661,26,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Natural grasslands,204-242-077,#CCF24D,ะ. สัวิวำ,211.691223144531,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,25.2004,35.4469,,,,,,,,"323",,348.569534774956,EU_662547,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,60.5860443115234,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,25.2243,35.4402,,,,,,,,"333",,42.1406332500099,EU_672608,32,Forest and semi natural areas,Open spaces with little or no vegetation,Sparsely vegetated areas,204-255-204,#CCFFCC,ะ. สัวิวำ,22.8770904541016,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.733,35.3435,,,,,,,,"242",,27.5272538149864,EU_641476,20,Agricultural areas,Heterogeneous agricultural areas,Complex cultivation patterns,255-230-077,#FFE64D,ะ. สัวิวำ,235.332992553711,23,33,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.3097,35.3093,GR4340010,DRAPANO (VOREIOANATOLIKES AKTES) โ€“ PARALIA GEORGIOUPOLIS โ€“ LIMNI KOURNA - SPILAIO PSIMAKI,2021/12/14,GR,B,,ะ. สัวิวำ,"311",,131.816263984986,EU_652001,23,Forest and semi natural areas,Forests,Broad-leaved forest,128-255-000,#80FF00,ะ. สัวิวำ,234.984313964844,44,44,44
Euscorpius candiota,Scorpiones,Euscorpiidae,24.619,35.3225,,,,,,,,"311",,159.471982170163,EU_652034,23,Forest and semi natural areas,Forests,Broad-leaved forest,128-255-000,#80FF00,ะ. สัวิวำ,408.041107177734,24,44,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.4655,35.194,GR4330003,KOURTALIOTIKO FARANGI - MONI PREVELI - EVRYTERI PERIOCHI,2021/12/14,GR,B,,ะ. สัวิวำ,"333",,99.7653372549764,EU_672514,32,Forest and semi natural areas,Open spaces with little or no vegetation,Sparsely vegetated areas,204-255-204,#CCFFCC,ะ. สัวิวำ,131.46174621582,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.3097,35.3093,GR4340010,DRAPANO (VOREIOANATOLIKES AKTES) โ€“ PARALIA GEORGIOUPOLIS โ€“ LIMNI KOURNA - SPILAIO PSIMAKI,2021/12/14,GR,B,,ะ. สัวิวำ,"311",,131.816263984986,EU_652001,23,Forest and semi natural areas,Forests,Broad-leaved forest,128-255-000,#80FF00,ะ. สัวิวำ,234.984313964844,44,44,44
Euscorpius candiota,Scorpiones,Euscorpiidae,24.3512,35.2862,,,,,,,,"223",,323.377218305084,EU_637360,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,222.588745117188,44,44,44
Euscorpius candiota,Scorpiones,Euscorpiidae,24.4003,35.2387,,,,,,,,"312",,27.7969552749925,EU_654075,24,Forest and semi natural areas,Forests,Coniferous forest,000-166-000,#00A600,ะ. สัวิวำ,541.815795898438,23,33,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.624,35.2076,,,,,,,,"223",,409.230989564974,EU_637328,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,567.450561523438,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.7615,35.3093,GR4330005,"OROS IDI (VORIZIA, GERANOI, KALI MADARA)",2021/12/14,GR,B,,ะ. สัวิวำ,"223",,87.7462236200016,EU_637452,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,658.408996582031,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.5815,35.2757,GR4330004,"PRASSANO FARANGI - PATSOS - SFAKORYAKO REMA - PARALIA RETHYMNOU KAI EKVOLI GEROPOTAMOU, AKR. LIANOS KAVOS - PERIVOLIA",2021/12/14,GR,B,,ะ. สัวิวำ,"223",,443.089673595055,EU_637390,17,Agricultural areas,Permanent crops,Olive groves,230-166-000,#E6A600,ะ. สัวิวำ,212.654815673828,24,44,22
Euscorpius candiota,Scorpiones,Euscorpiidae,24.8418,35.3857,,,,,,,,"323",,36760.9252602249,EU_662533,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,351.283874511719,33,33,33
Euscorpius candiota,Scorpiones,Euscorpiidae,24.8418,35.3857,,,,,,,,"323",,36760.9252602249,EU_662533,28,Forest and semi natural areas,Scrub and/or herbaceous vegetation associations,Sclerophyllous vegetation,166-230-077,#A6E64D,ะ. สัวิวำ,351.283874511719,33,33,33
