assessmentId,internalTaxonId,scientificName,code,name,note
5312834,159101,Andaeschna timotocuica,2.1,Site/area management,
5312834,159101,Andaeschna timotocuica,1.2,Resource & habitat protection,
5312952,159037,Palaemnema orientalis,2.1,Site/area management,
5312952,159037,Palaemnema orientalis,1.1,Site/area protection,
5313254,159038,Perilestes gracillimus,2.1,Site/area management,
5313254,159038,Perilestes gracillimus,1.1,Site/area protection,
5313641,159104,Heteragrion makiritare,2.1,Site/area management,
5313641,159104,Heteragrion makiritare,1.1,Site/area protection,
5314075,159106,Perithemis electra,2.1,Site/area management,
5314075,159106,Perithemis electra,1.1,Site/area protection,
5314499,159042,Rhionaeschna galapagoensis,4.3,Awareness & communications,
5314499,159042,Rhionaeschna galapagoensis,4.2,Training,
5314499,159042,Rhionaeschna galapagoensis,2.1,Site/area management,
5314499,159042,Rhionaeschna galapagoensis,1.1,Site/area protection,
5314908,159109,Rhionaeschna planaltica,2.1,Site/area management,
5314908,159109,Rhionaeschna planaltica,1.1,Site/area protection,
5314908,159109,Rhionaeschna planaltica,1.2,Resource & habitat protection,
5315378,159110,Perissolestes cornutus,2.1,Site/area management,
5315378,159110,Perissolestes cornutus,1.1,Site/area protection,
5316004,159048,Neoneura lucas,1.1,Site/area protection,
5316241,159049,Erythrodiplax acantha,1.1,Site/area protection,
5317974,159061,Erythrodiplax nivea,2.1,Site/area management,
5317974,159061,Erythrodiplax nivea,1.1,Site/area protection,
5318360,159121,Epipleoneura capilliformis,2.1,Site/area management,
5318360,159121,Epipleoneura capilliformis,1.1,Site/area protection,
5318685,159064,Elga newtonsantosi,2.1,Site/area management,
5318685,159064,Elga newtonsantosi,1.1,Site/area protection,
5319501,159068,Zenithoptera fasciata,2.1,Site/area management,
5319501,159068,Zenithoptera fasciata,1.1,Site/area protection,
5373226,160595,Pseudochazara cingovskii,4.2,Training,
5373226,160595,Pseudochazara cingovskii,4.3,Awareness & communications,
5373226,160595,Pseudochazara cingovskii,5.4.2,National level,
5373226,160595,Pseudochazara cingovskii,5.4.3,Sub-national level,
5373226,160595,Pseudochazara cingovskii,3.2,Species recovery,
5373226,160595,Pseudochazara cingovskii,5.1.1,International level,
5373226,160595,Pseudochazara cingovskii,5.1.2,National level,
5373226,160595,Pseudochazara cingovskii,5.1.3,Sub-national level,
5373226,160595,Pseudochazara cingovskii,1.2,Resource & habitat protection,
5373226,160595,Pseudochazara cingovskii,1.1,Site/area protection,
5373226,160595,Pseudochazara cingovskii,2.3,Habitat & natural process restoration,
5373226,160595,Pseudochazara cingovskii,2.1,Site/area management,
5373226,160595,Pseudochazara cingovskii,5.4.1,International level,
5622415,163604,Calocypha laidlawi,1.2,Resource & habitat protection,
5627142,163632,Vestalis amethystina,1.2,Resource & habitat protection,
5628185,163639,Euphaea impar,1.2,Resource & habitat protection,
5629837,163649,Orientogomphus indicus,1.2,Resource & habitat protection,
5631715,163660,Libellago balus,1.2,Resource & habitat protection,
5632305,163664,Onychothemis testacea,1.2,Resource & habitat protection,
5633832,163673,Merogomphus martini,1.2,Resource & habitat protection,
5637553,163697,Vestalaria smaragdina,1.2,Resource & habitat protection,
5637863,163699,Hylaeothemis apicalis,2.1,Site/area management,
5637863,163699,Hylaeothemis apicalis,1.1,Site/area protection,
5639753,163710,Bayadera indica,1.2,Resource & habitat protection,
5643485,163735,Calicnemia miles,1.2,Resource & habitat protection,
5643642,163736,Macromia erato,2.1,Site/area management,
5643642,163736,Macromia erato,1.1,Site/area protection,
5644374,163741,Vestalis apicalis,1.2,Resource & habitat protection,
5646091,163752,Cratilla metallica,1.2,Resource & habitat protection,
5647448,163759,Asiagomphus personatus,1.1,Site/area protection,
5647448,163759,Asiagomphus personatus,1.2,Resource & habitat protection,
5647616,163760,Polycanthagyna erythromelas,1.2,Resource & habitat protection,
5654261,163805,Lyriothemis salva,1.2,Resource & habitat protection,
5655597,163815,Chlorogomphus auratus,2.1,Site/area management,
5655597,163815,Chlorogomphus auratus,1.1,Site/area protection,
5656120,163819,Planaeschna intersedens,2.1,Site/area management,
5656120,163819,Planaeschna intersedens,1.1,Site/area protection,
5664672,163892,Protosticta rozendalorum,2.1,Site/area management,
5664672,163892,Protosticta rozendalorum,2.3,Habitat & natural process restoration,
5926156,164785,Sympetrum eroticum,4.3,Awareness & communications,
5938262,164917,Osmoderma italica,2.1,Site/area management,
5938262,164917,Osmoderma italica,1.1,Site/area protection,
5940316,164928,Palaemnema spinulata,2.1,Site/area management,
5940316,164928,Palaemnema spinulata,1.1,Site/area protection,
5941716,164937,Rhionaeschna vazquezae,2.1,Site/area management,
5941716,164937,Rhionaeschna vazquezae,1.1,Site/area protection,
5941716,164937,Rhionaeschna vazquezae,1.2,Resource & habitat protection,
5949091,164971,Macrothemis celeno,2.1,Site/area management,
5949091,164971,Macrothemis celeno,2.3,Habitat & natural process restoration,
5949091,164971,Macrothemis celeno,1.1,Site/area protection,
5953266,164987,Paraphlebia quinta,5.2,Policies and regulations,
5953266,164987,Paraphlebia quinta,2.1,Site/area management,
6033598,165481,Calopteryx xanthostoma,4.3,Awareness & communications,
6033598,165481,Calopteryx xanthostoma,2.1,Site/area management,
6033598,165481,Calopteryx xanthostoma,2.3,Habitat & natural process restoration,
6163077,165914,Orconectes quinebaugensis,2.1,Site/area management,
6163077,165914,Orconectes quinebaugensis,2.3,Habitat & natural process restoration,
6301540,167097,Orthetrum pruinosum,4.3,Awareness & communications,
6301540,167097,Orthetrum pruinosum,2.1,Site/area management,
6301540,167097,Orthetrum pruinosum,1.1,Site/area protection,
6301540,167097,Orthetrum pruinosum,4.1,Formal education,
6301540,167097,Orthetrum pruinosum,1.2,Resource & habitat protection,
6303509,167113,Aciagrion migratum,1.2,Resource & habitat protection,
6315828,167210,Mnais mneme,1.1,Site/area protection,
6317179,167219,Macromia katae,1.1,Site/area protection,
6318657,167256,Protosticta himalaica,2.1,Site/area management,
6318657,167256,Protosticta himalaica,1.1,Site/area protection,
6318657,167256,Protosticta himalaica,1.2,Resource & habitat protection,
6347568,167433,Dysphaea basitincta,1.1,Site/area protection,
6347896,167435,Coeliccia hoanglienensis,2.1,Site/area management,
6349046,167443,Orolestes selysi,4.3,Awareness & communications,
6349046,167443,Orolestes selysi,2.1,Site/area management,
6349046,167443,Orolestes selysi,2.3,Habitat & natural process restoration,
6349046,167443,Orolestes selysi,1.1,Site/area protection,
6349046,167443,Orolestes selysi,1.2,Resource & habitat protection,
6438998,168080,Indocnemis ambigua,4.3,Awareness & communications,
6438998,168080,Indocnemis ambigua,1.1,Site/area protection,
6438998,168080,Indocnemis ambigua,4.1,Formal education,
6438998,168080,Indocnemis ambigua,1.2,Resource & habitat protection,
6448241,168025,Chlorogomphus gracilis,1.2,Resource & habitat protection,
6483085,168362,Sympetrum gracile,2.1,Site/area management,
6483085,168362,Sympetrum gracile,2.3,Habitat & natural process restoration,
6483085,168362,Sympetrum gracile,1.1,Site/area protection,
6483085,168362,Sympetrum gracile,4.1,Formal education,
6483418,168364,Stylurus nagoyanus,2.3,Habitat & natural process restoration,
6483418,168364,Stylurus nagoyanus,1.1,Site/area protection,
6483615,168365,Nihonogomphus viridis,2.3,Habitat & natural process restoration,
6483615,168365,Nihonogomphus viridis,1.1,Site/area protection,
6484739,168373,Stylurus oculatus,2.3,Habitat & natural process restoration,
6484739,168373,Stylurus oculatus,1.1,Site/area protection,
6563627,169092,Lyriothemis cleis,2.1,Site/area management,
6563627,169092,Lyriothemis cleis,2.3,Habitat & natural process restoration,
6563627,169092,Lyriothemis cleis,1.1,Site/area protection,
6563627,169092,Lyriothemis cleis,1.2,Resource & habitat protection,
6569011,169116,Hylaeothemis gardeneri,2.1,Site/area management,
6569011,169116,Hylaeothemis gardeneri,2.3,Habitat & natural process restoration,
6569011,169116,Hylaeothemis gardeneri,1.1,Site/area protection,
6569011,169116,Hylaeothemis gardeneri,1.2,Resource & habitat protection,
6580037,169196,Sapho infumosa,1.1,Site/area protection,
6589072,169223,Diastatomma selysi,2.1,Site/area management,
6589072,169223,Diastatomma selysi,2.3,Habitat & natural process restoration,
6604655,169269,Tetracanthagyna bakeri,5.4.3,Sub-national level,
6604655,169269,Tetracanthagyna bakeri,5.4.2,National level,
6604655,169269,Tetracanthagyna bakeri,4.3,Awareness & communications,
6604655,169269,Tetracanthagyna bakeri,1.1,Site/area protection,
6604655,169269,Tetracanthagyna bakeri,4.1,Formal education,
6604956,169271,Neurobasis anumariae,2.1,Site/area management,
6604956,169271,Neurobasis anumariae,2.3,Habitat & natural process restoration,
6604956,169271,Neurobasis anumariae,1.1,Site/area protection,
6606504,169283,Macromidia samal,5.4.3,Sub-national level,
6606504,169283,Macromidia samal,5.4.2,National level,
6606504,169283,Macromidia samal,4.3,Awareness & communications,
6606504,169283,Macromidia samal,2.1,Site/area management,
6606504,169283,Macromidia samal,1.1,Site/area protection,
6606504,169283,Macromidia samal,4.1,Formal education,
6608127,169294,Igneocnemis antoniae,5.4.3,Sub-national level,
6608127,169294,Igneocnemis antoniae,5.4.2,National level,
6608127,169294,Igneocnemis antoniae,4.3,Awareness & communications,
6608127,169294,Igneocnemis antoniae,1.1,Site/area protection,
6608127,169294,Igneocnemis antoniae,4.1,Formal education,
6608275,169295,Risiocnemis asahinai,2.1,Site/area management,
6608275,169295,Risiocnemis asahinai,2.3,Habitat & natural process restoration,
6608275,169295,Risiocnemis asahinai,1.1,Site/area protection,
6608425,169296,Igneocnemis atripes,2.1,Site/area management,
6608425,169296,Igneocnemis atripes,2.3,Habitat & natural process restoration,
6608425,169296,Igneocnemis atripes,1.1,Site/area protection,
6609620,169304,Protosticta plicata,5.4.3,Sub-national level,
6609620,169304,Protosticta plicata,5.4.2,National level,
6609620,169304,Protosticta plicata,4.3,Awareness & communications,
6609620,169304,Protosticta plicata,5.1.4,Scale unspecified,
6609620,169304,Protosticta plicata,1.1,Site/area protection,
6609800,169306,Sulcosticta striata,5.4.3,Sub-national level,
6609800,169306,Sulcosticta striata,5.4.2,National level,
6609800,169306,Sulcosticta striata,4.3,Awareness & communications,
6609800,169306,Sulcosticta striata,4.1,Formal education,
6694185,169964,Panulirus echinatus,3.1.1,Harvest management,
6694390,169965,Metanephrops australiensis,3.1.1,Harvest management,
6698918,169983,Scyllarides latus,3.1.1,Harvest management,
6700058,169987,Panulirus ornatus,3.1.1,Harvest management,
6700828,169990,Panulirus polyphagus,3.1.1,Harvest management,
6702592,170061,Panulirus gracilis,3.1.1,Harvest management,
6703608,170064,Metanephrops velutinus,3.1.1,Harvest management,
6707180,170014,Panulirus laevicauda,3.1.1,Harvest management,
6709551,170020,Scyllarides astori,3.1.1,Harvest management,
6715683,170035,Palinurus mauritanicus,3.1.1,Harvest management,
6716154,170036,Metanephrops japonicus,3.1.1,Harvest management,
6721425,170050,Metanephrops boschmai,3.1.1,Harvest management,
6724132,170066,Panulirus longipes,3.1.1,Harvest management,
6724412,170067,Panulirus marginatus,3.2,Species recovery,
6724412,170067,Panulirus marginatus,3.1.1,Harvest management,
6725821,170073,Panulirus cygnus,3.1.1,Harvest management,
6973170,173201,Hipparchia tilosi,5.1.3,Sub-national level,
6973170,173201,Hipparchia tilosi,5.1.2,National level,
6973170,173201,Hipparchia tilosi,5.1.1,International level,
6973170,173201,Hipparchia tilosi,5.4.3,Sub-national level,
6973170,173201,Hipparchia tilosi,5.4.2,National level,
6973170,173201,Hipparchia tilosi,4.3,Awareness & communications,
6973170,173201,Hipparchia tilosi,5.4.1,International level,
6973170,173201,Hipparchia tilosi,2.1,Site/area management,
6973170,173201,Hipparchia tilosi,1.1,Site/area protection,
6974162,173209,Hipparchia fagi,4.3,Awareness & communications,
6974162,173209,Hipparchia fagi,2.1,Site/area management,
6974162,173209,Hipparchia fagi,1.1,Site/area protection,
6975247,173215,Pararge xiphia,2.1,Site/area management,
6975247,173215,Pararge xiphia,1.1,Site/area protection,
6975382,173216,Pyrgus andromedae,1.2,Resource & habitat protection,
6976222,173223,Gonepteryx cleobule,5.1.3,Sub-national level,
6976222,173223,Gonepteryx cleobule,5.1.2,National level,
6976222,173223,Gonepteryx cleobule,5.1.1,International level,
6976222,173223,Gonepteryx cleobule,5.4.3,Sub-national level,
6976222,173223,Gonepteryx cleobule,5.4.2,National level,
6976222,173223,Gonepteryx cleobule,4.3,Awareness & communications,
6976222,173223,Gonepteryx cleobule,2.1,Site/area management,
6976222,173223,Gonepteryx cleobule,5.4.1,International level,
6976222,173223,Gonepteryx cleobule,2.3,Habitat & natural process restoration,
6976222,173223,Gonepteryx cleobule,1.1,Site/area protection,
6976625,173226,Pyrgus cacaliae,1.2,Resource & habitat protection,
6979119,173243,Pyrgus warrenensis,2.3,Habitat & natural process restoration,
6979119,173243,Pyrgus warrenensis,1.2,Resource & habitat protection,
6979667,173247,Pseudophilotes panoptes,2.1,Site/area management,
6980937,173256,Agriades glandon,2.3,Habitat & natural process restoration,
6980937,173256,Agriades glandon,1.2,Resource & habitat protection,
6981234,173258,Erebia claudina,2.1,Site/area management,
6981381,173259,Erebia flavofasciata,5.1.1,International level,
6981381,173259,Erebia flavofasciata,2.1,Site/area management,
6982030,173263,Colias phicomone,3.2,Species recovery,
6982030,173263,Colias phicomone,4.3,Awareness & communications,
6982030,173263,Colias phicomone,2.1,Site/area management,
6982030,173263,Colias phicomone,1.1,Site/area protection,
6983131,173271,Polyommatus orphicus,5.1.3,Sub-national level,
6983131,173271,Polyommatus orphicus,5.1.2,National level,
6983131,173271,Polyommatus orphicus,5.1.1,International level,
6983131,173271,Polyommatus orphicus,5.4.3,Sub-national level,
6983131,173271,Polyommatus orphicus,5.4.2,National level,
6983131,173271,Polyommatus orphicus,4.2,Training,
6983131,173271,Polyommatus orphicus,5.4.1,International level,
6983131,173271,Polyommatus orphicus,5.1.4,Scale unspecified,
6983131,173271,Polyommatus orphicus,5.4.4,Scale unspecified,
6983131,173271,Polyommatus orphicus,1.1,Site/area protection,
6983441,173273,Polyommatus eleniae,4.3,Awareness & communications,
6983441,173273,Polyommatus eleniae,2.1,Site/area management,
6983441,173273,Polyommatus eleniae,1.1,Site/area protection,
6984697,173281,Coenonympha orientalis,5.1.3,Sub-national level,
6984697,173281,Coenonympha orientalis,5.1.2,National level,
6984697,173281,Coenonympha orientalis,5.1.1,International level,
6984697,173281,Coenonympha orientalis,5.4.3,Sub-national level,
6984697,173281,Coenonympha orientalis,5.4.2,National level,
6984697,173281,Coenonympha orientalis,4.3,Awareness & communications,
6984697,173281,Coenonympha orientalis,4.2,Training,
6984697,173281,Coenonympha orientalis,2.1,Site/area management,
6984697,173281,Coenonympha orientalis,1.1,Site/area protection,
6986657,173295,Polyommatus nephohiptamenos,5.1.3,Sub-national level,
6986657,173295,Polyommatus nephohiptamenos,5.1.2,National level,
6986657,173295,Polyommatus nephohiptamenos,5.1.1,International level,
6986657,173295,Polyommatus nephohiptamenos,5.4.3,Sub-national level,
6986657,173295,Polyommatus nephohiptamenos,5.4.2,National level,
6986657,173295,Polyommatus nephohiptamenos,4.2,Training,
6986657,173295,Polyommatus nephohiptamenos,5.4.1,International level,
6986657,173295,Polyommatus nephohiptamenos,2.1,Site/area management,
6986657,173295,Polyommatus nephohiptamenos,5.1.4,Scale unspecified,
6986657,173295,Polyommatus nephohiptamenos,5.4.4,Scale unspecified,
6986657,173295,Polyommatus nephohiptamenos,1.1,Site/area protection,
6987179,173299,Hipparchia bacchus,5.1.3,Sub-national level,
6987179,173299,Hipparchia bacchus,5.1.2,National level,
6987179,173299,Hipparchia bacchus,5.1.1,International level,
6987179,173299,Hipparchia bacchus,5.4.3,Sub-national level,
6987179,173299,Hipparchia bacchus,5.4.2,National level,
6987179,173299,Hipparchia bacchus,4.3,Awareness & communications,
6987179,173299,Hipparchia bacchus,2.1,Site/area management,
6987179,173299,Hipparchia bacchus,5.4.1,International level,
6987179,173299,Hipparchia bacchus,1.1,Site/area protection,
6987579,173302,Pseudochazara orestes,5.1.3,Sub-national level,
6987579,173302,Pseudochazara orestes,5.1.2,National level,
6987579,173302,Pseudochazara orestes,5.1.1,International level,
6987579,173302,Pseudochazara orestes,5.4.3,Sub-national level,
6987579,173302,Pseudochazara orestes,5.4.2,National level,
6987579,173302,Pseudochazara orestes,4.2,Training,
6987579,173302,Pseudochazara orestes,5.4.1,International level,
6987579,173302,Pseudochazara orestes,2.1,Site/area management,
6987579,173302,Pseudochazara orestes,5.1.4,Scale unspecified,
6987579,173302,Pseudochazara orestes,5.4.4,Scale unspecified,
6987579,173302,Pseudochazara orestes,1.1,Site/area protection,
7114038,175151,Melanoneura bilineata,1.1,Site/area protection,
7114441,175154,Agriocnemis keralensis,1.1,Site/area protection,
7114441,175154,Agriocnemis keralensis,1.2,Resource & habitat protection,
7114592,175155,Euphaea dispar,1.2,Resource & habitat protection,
7114727,175156,Chlorogomphus xanthoptera,2.1,Site/area management,
7116396,175168,Idionyx nilgiriensis,1.1,Site/area protection,
7119987,175192,Protosticta sanguinostigma,1.1,Site/area protection,
7121240,175200,Indosticta deccanensis,1.1,Site/area protection,
7121390,175201,Phylloneura westermanni,1.1,Site/area protection,
7121674,175203,Disparoneura apicalis,1.1,Site/area protection,
7207415,176265,Anapistula ataecina,5.1.3,Sub-national level,
7207415,176265,Anapistula ataecina,3.2,Species recovery,
7207415,176265,Anapistula ataecina,5.4.3,Sub-national level,
7207415,176265,Anapistula ataecina,3.3.1,Reintroduction,
7207415,176265,Anapistula ataecina,3.4.1,Captive breeding/artificial propagation,
7207415,176265,Anapistula ataecina,4.3,Awareness & communications,
7207415,176265,Anapistula ataecina,4.2,Training,
7207415,176265,Anapistula ataecina,1.1,Site/area protection,
7207415,176265,Anapistula ataecina,4.1,Formal education,
7639699,17941,Polyommatus humedasae,5.1.2,National level,
7639699,17941,Polyommatus humedasae,5.1.1,International level,
7639699,17941,Polyommatus humedasae,5.4.3,Sub-national level,
7639699,17941,Polyommatus humedasae,5.4.2,National level,
7639699,17941,Polyommatus humedasae,4.3,Awareness & communications,
7639699,17941,Polyommatus humedasae,5.4.1,International level,
7639699,17941,Polyommatus humedasae,2.1,Site/area management,
7639699,17941,Polyommatus humedasae,2.3,Habitat & natural process restoration,
7639699,17941,Polyommatus humedasae,1.1,Site/area protection,
7639699,17941,Polyommatus humedasae,4.1,Formal education,
7648402,180563,Allocnemis maccleeryi,2.1,Site/area management,
7648402,180563,Allocnemis maccleeryi,2.3,Habitat & natural process restoration,
7755461,18188,Procambarus acherontis,1.1,Site/area protection,
7775979,18197,Procambarus econfinae,1.1,Site/area protection,
7778345,18198,Procambarus erythrops,1.1,Site/area protection,
7782124,18200,Procambarus franzi,1.1,Site/area protection,
7804935,18205,Procambarus morrisi,1.1,Site/area protection,
8234341,184192,Neurogomphus uelensis,2.1,Site/area management,
8234341,184192,Neurogomphus uelensis,2.3,Habitat & natural process restoration,
8258722,184263,Mesocnemis robusta,5.1.3,Sub-national level,
8258722,184263,Mesocnemis robusta,5.1.2,National level,
8258722,184263,Mesocnemis robusta,5.1.1,International level,
8258722,184263,Mesocnemis robusta,5.4.2,National level,
8258722,184263,Mesocnemis robusta,4.3,Awareness & communications,
8258722,184263,Mesocnemis robusta,2.1,Site/area management,
8258722,184263,Mesocnemis robusta,5.4.1,International level,
8258722,184263,Mesocnemis robusta,1.1,Site/area protection,
8835793,190842,Lamelligomphus tutulus,2.1,Site/area management,
9313826,21721,Thaumatoneura inopinata,2.1,Site/area management,
9313826,21721,Thaumatoneura inopinata,1.1,Site/area protection,
9337732,2190,Astacopsis gouldi,4.3,Awareness & communications,
9337732,2190,Astacopsis gouldi,3.1.1,Harvest management,
9338388,2191,Astacus astacus,3.1.1,Harvest management,
9529988,2995,Brachythemis fuscopalliata,2.1,Site/area management,None
9987808,3628,Calopteryx syriaca,5.1.2,National level,
9987808,3628,Calopteryx syriaca,5.1.1,International level,
9987808,3628,Calopteryx syriaca,4.3,Awareness & communications,
9987808,3628,Calopteryx syriaca,2.1,Site/area management,
9987808,3628,Calopteryx syriaca,2.3,Habitat & natural process restoration,
9987808,3628,Calopteryx syriaca,1.1,Site/area protection,
10024504,3692,Cambarus cymatilis,1.1,Site/area protection,
10227844,39484,Pieris cheiranthi,3.2,Species recovery,
10227844,39484,Pieris cheiranthi,3.3.1,Reintroduction,
10227844,39484,Pieris cheiranthi,2.1,Site/area management,
10227844,39484,Pieris cheiranthi,1.1,Site/area protection,
10228166,39485,Gonepteryx maderensis,2.1,Site/area management,
10230047,39488,Kretania trappi,4.2,Training,
10230047,39488,Kretania trappi,4.3,Awareness & communications,
10230047,39488,Kretania trappi,5.4.2,National level,
10230047,39488,Kretania trappi,5.4.3,Sub-national level,
10230047,39488,Kretania trappi,5.1.1,International level,
10230047,39488,Kretania trappi,5.1.2,National level,
10230047,39488,Kretania trappi,5.1.3,Sub-national level,
10230047,39488,Kretania trappi,1.2,Resource & habitat protection,
10230047,39488,Kretania trappi,4.1,Formal education,
10230047,39488,Kretania trappi,1.1,Site/area protection,
10230047,39488,Kretania trappi,2.3,Habitat & natural process restoration,
10230047,39488,Kretania trappi,2.1,Site/area management,
10230047,39488,Kretania trappi,5.4.1,International level,
10232607,39491,Erebia christi,5.1.3,Sub-national level,
10232607,39491,Erebia christi,3.2,Species recovery,
10232607,39491,Erebia christi,4.3,Awareness & communications,
10232607,39491,Erebia christi,2.1,Site/area management,
10232607,39491,Erebia christi,1.1,Site/area protection,
10232607,39491,Erebia christi,4.1,Formal education,
10233214,39492,Erebia sudetica,2.1,Site/area management,
10233214,39492,Erebia sudetica,1.2,Resource & habitat protection,
10235659,39497,Pseudochazara euxina,2.1,Site/area management,
10235659,39497,Pseudochazara euxina,1.1,Site/area protection,
10240539,39481,Pyrgus cirsii,4.3,Awareness & communications,
10240539,39481,Pyrgus cirsii,2.1,Site/area management,
10240539,39481,Pyrgus cirsii,1.1,Site/area protection,
10758888,42843,Pseudagrion newtoni,3.3.2,Benign introduction,
10758888,42843,Pseudagrion newtoni,2.1,Site/area management,
10758888,42843,Pseudagrion newtoni,2.3,Habitat & natural process restoration,
10911588,44520,Potamonautes berardi,2.1,Site/area management,
11033949,4618,Cherax tenuimanus,3.2,Species recovery,
11033949,4618,Cherax tenuimanus,4.3,Awareness & communications,
11033949,4618,Cherax tenuimanus,2.2,Invasive/problematic species control,
11122092,5330,Cordulegaster mzymtae,2.1,Site/area management,None
11921415,5935,Cucujus cinnaberinus,2.1,Site/area management,
11921415,5935,Cucujus cinnaberinus,1.2,Resource & habitat protection,
11972996,59697,Atoconeura aethiopica,2.1,Site/area management,
11972996,59697,Atoconeura aethiopica,2.3,Habitat & natural process restoration,
11979824,59765,Protoneura sanguinipes,2.1,Site/area management,
11979824,59765,Protoneura sanguinipes,1.1,Site/area protection,
11984778,59709,Cordulegaster vanbrinkae,2.1,Site/area management,None
11985947,59710,Crenigomphus abyssinicus,2.1,Site/area management,
11987071,59711,Crenigomphus denticulatus,2.1,Site/area management,
11993042,59715,Elattoneura pasquinii,2.1,Site/area management,
11995514,59790,Aethiothemis bequaerti,2.1,Site/area management,
12010217,59737,Lestes numidicus,6.1,Linked enterprises & livelihood alternatives,
12010217,59737,Lestes numidicus,4.3,Awareness & communications,
12010217,59737,Lestes numidicus,4.2,Training,
12010217,59737,Lestes numidicus,4.1,Formal education,
12011180,59743,Hypolestes clara,2.1,Site/area management,
12011180,59743,Hypolestes clara,1.1,Site/area protection,
12011864,59747,Neopetalia punctata,2.1,Site/area management,None
12012673,59753,Paragomphus cataractae,2.1,Site/area management,
12014715,59758,Phyllopetalia pudu,1.1,Site/area protection,
12014989,59759,Phyllopetalia stictica,1.1,Site/area protection,
12015834,59768,Pseudagrion guichardi,2.1,Site/area management,
12016276,59770,Risiocnemis seidenschwarzi,3.2,Species recovery,
12016276,59770,Risiocnemis seidenschwarzi,5.4.3,Sub-national level,
12016276,59770,Risiocnemis seidenschwarzi,5.4.2,National level,
12016276,59770,Risiocnemis seidenschwarzi,4.3,Awareness & communications,
12016276,59770,Risiocnemis seidenschwarzi,2.3,Habitat & natural process restoration,
12016276,59770,Risiocnemis seidenschwarzi,1.1,Site/area protection,
12016276,59770,Risiocnemis seidenschwarzi,4.1,Formal education,
12017582,59775,Stenocora percornuta,2.1,Site/area management,
12017582,59775,Stenocora percornuta,1.1,Site/area protection,
12021299,59867,Elattoneura nigra,2.1,Site/area management,
12036187,59886,Hadrothemis scabrifrons,2.1,Site/area management,
12036187,59886,Hadrothemis scabrifrons,2.3,Habitat & natural process restoration,
12053104,59815,Atoconeura biordinata,2.1,Site/area management,
12053104,59815,Atoconeura biordinata,2.3,Habitat & natural process restoration,
12057790,59895,Ictinogomphus regisalberti,2.1,Site/area management,
12057790,59895,Ictinogomphus regisalberti,2.3,Habitat & natural process restoration,
12069785,59823,Brachythemis wilsoni,2.1,Site/area management,
12084445,59836,Allocnemis abbotti,2.1,Site/area management,
12084445,59836,Allocnemis abbotti,2.3,Habitat & natural process restoration,
12085889,59839,Allocnemis marshalli,2.1,Site/area management,
12085889,59839,Allocnemis marshalli,2.3,Habitat & natural process restoration,
12086386,59840,Allocnemis montana,2.1,Site/area management,
12086386,59840,Allocnemis montana,2.3,Habitat & natural process restoration,
12118021,59963,Orthetrum saegeri,2.1,Site/area management,
12142538,59985,Phyllogomphus annulus,2.1,Site/area management,
12142538,59985,Phyllogomphus annulus,2.3,Habitat & natural process restoration,
12147478,59913,Microgomphus nyassicus,2.1,Site/area management,
12147478,59913,Microgomphus nyassicus,2.3,Habitat & natural process restoration,
12149693,59989,Phyllomacromia bispina,2.1,Site/area management,
12149693,59989,Phyllomacromia bispina,2.3,Habitat & natural process restoration,
12151540,59916,Micromacromia miraculosa,2.1,Site/area management,
12151540,59916,Micromacromia miraculosa,2.3,Habitat & natural process restoration,
12151540,59916,Micromacromia miraculosa,1.1,Site/area protection,
12151744,59991,Phyllomacromia flavimitella,2.1,Site/area management,
12151744,59991,Phyllomacromia flavimitella,2.3,Habitat & natural process restoration,
12153014,59917,Neodythemis afra,2.1,Site/area management,
12153014,59917,Neodythemis afra,2.3,Habitat & natural process restoration,
12157135,59995,Phyllomacromia monoceros,2.1,Site/area management,
12157809,59920,Nepogomphoides stuhlmanni,2.1,Site/area management,
12157809,59920,Nepogomphoides stuhlmanni,2.3,Habitat & natural process restoration,
12158010,59996,Phyllomacromia pallidinervis,2.1,Site/area management,
12164703,59925,Neurogomphus zambeziensis,2.1,Site/area management,
12167640,59928,Notogomphus dendrohyrax,2.1,Site/area management,
12167640,59928,Notogomphus dendrohyrax,2.3,Habitat & natural process restoration,
12204787,59973,Paragomphus bredoi,2.1,Site/area management,
12215582,60002,Proplatycnemis pembipes,2.1,Site/area management,None
12215582,60002,Proplatycnemis pembipes,2.3,Habitat & natural process restoration,None
12231960,60013,Pseudagrion coelestis,1.1,Site/area protection,
12268156,60043,Tetrathemis denticauda,2.1,Site/area management,
12268156,60043,Tetrathemis denticauda,2.3,Habitat & natural process restoration,
12270054,60045,Tetrathemis ruwensoriensis,2.1,Site/area management,
12270054,60045,Tetrathemis ruwensoriensis,2.3,Habitat & natural process restoration,
12283880,60054,Trithemis bifida,2.1,Site/area management,
12283880,60054,Trithemis bifida,2.3,Habitat & natural process restoration,
12319608,60275,Trithemis ellenbeckii,2.1,Site/area management,
12324645,60288,Coenagrion ponticum,2.1,Site/area management,
12325630,60290,Gomphus lucasii,5.1.3,Sub-national level,
12325630,60290,Gomphus lucasii,5.1.2,National level,
12325630,60290,Gomphus lucasii,5.1.1,International level,
12325630,60290,Gomphus lucasii,5.4.3,Sub-national level,
12325630,60290,Gomphus lucasii,5.4.2,National level,
12325630,60290,Gomphus lucasii,4.3,Awareness & communications,
12325630,60290,Gomphus lucasii,2.1,Site/area management,
