assessmentId,internalTaxonId,scientificName,code,name,majorImportance,season,suitability
4520500,153614,Paranephrops zealandicus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4521001,153617,Samastacus spinifrons,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4521001,153617,Samastacus spinifrons,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4521170,153618,Engaeus sericatus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4521170,153618,Engaeus sericatus,1.4,Forest - Temperate,,,Suitable
4521306,153619,Cherax dispar,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4521306,153619,Cherax dispar,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4521607,153621,Cambarellus chihuahuae,5.9,Wetlands (inland) - Freshwater Springs and Oases,,,Suitable
4521728,153622,Ombrastacoides pulcher,5.3,Wetlands (inland) - Shrub Dominated Wetlands,,,Suitable
4521728,153622,Ombrastacoides pulcher,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4521902,153624,Cherax rhynchotus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4521902,153624,Cherax rhynchotus,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4522034,153625,Engaeus affinis,5.3,Wetlands (inland) - Shrub Dominated Wetlands,,,Suitable
4522034,153625,Engaeus affinis,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4522199,153626,Procambarus niveus,15.10,Artificial/Aquatic - Karst and Other Subterranean Hydrological Systems (human-made),Yes,,Suitable
4522305,153628,Cambarellus texanus,15.9,"Artificial/Aquatic - Canals and Drainage Channels, Ditches",,,Suitable
4522305,153628,Cambarellus texanus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4522407,153629,Virilastacus araucanius,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4522407,153629,Virilastacus araucanius,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4522997,153630,Euastacus woiwuru,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4523177,153631,Euastacus yanga,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4523337,153632,Euastacus kershawi,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4523486,153633,Ombrastacoides brevirostris,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4523486,153633,Ombrastacoides brevirostris,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4523486,153633,Ombrastacoides brevirostris,5.3,Wetlands (inland) - Shrub Dominated Wetlands,,,Suitable
4523486,153633,Ombrastacoides brevirostris,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4523609,153634,Cherax cainii,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Yes,,Suitable
4523609,153634,Cherax cainii,15.1,Artificial/Aquatic - Water Storage Areas (over 8ha),Yes,,Suitable
4523609,153634,Cherax cainii,15.3,Artificial/Aquatic - Aquaculture Ponds,,,Marginal
4523846,153635,Cambarellus ninae,15.7,Artificial/Aquatic - Irrigated Land (includes irrigation channels),,,Suitable
4523846,153635,Cambarellus ninae,15.9,"Artificial/Aquatic - Canals and Drainage Channels, Ditches",,,Suitable
4523963,153636,Engaeus fossor,5.3,Wetlands (inland) - Shrub Dominated Wetlands,,,Suitable
4523963,153636,Engaeus fossor,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4523963,153636,Engaeus fossor,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4524122,153637,Parastacus saffordi,18,Unknown,,,Suitable
4524232,153638,Euastacus sulcatus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4524409,153639,Euastacus yarraensis,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4525358,153640,Astacopsis tricornis,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4525358,153640,Astacopsis tricornis,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4525510,153641,Parastacus varicosus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4525510,153641,Parastacus varicosus,15.3,Artificial/Aquatic - Aquaculture Ponds,,,Suitable
4525510,153641,Parastacus varicosus,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4525660,153642,Cherax cuspidatus,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4525660,153642,Cherax cuspidatus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4525660,153642,Cherax cuspidatus,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4525660,153642,Cherax cuspidatus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4525660,153642,Cherax cuspidatus,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4525804,153643,Cambaroides dauricus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4525953,153645,Euastacus guwinus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4526116,153646,Euastacus girurmulayn,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4526116,153646,Euastacus girurmulayn,1.9,Forest - Subtropical/Tropical Moist Montane,,,Suitable
4526314,153648,Pacifastacus leniusculus,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4526314,153648,Pacifastacus leniusculus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4526314,153648,Pacifastacus leniusculus,5.13,Wetlands (inland) - Permanent Inland Deltas,,,Suitable
4526314,153648,Pacifastacus leniusculus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4526585,153649,Engaeus quadrimanus,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4526585,153649,Engaeus quadrimanus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4526585,153649,Engaeus quadrimanus,1.4,Forest - Temperate,,,Suitable
4527117,153651,Cherax holthuisi,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4527243,153652,Engaeus fultoni,1.4,Forest - Temperate,,,Suitable
4527243,153652,Engaeus fultoni,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4527386,153653,Euastacus neohirsutus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4527791,153657,Engaeus cisternarius,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4527925,153658,Euastacus valentulus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4528294,153660,Cherax papuanus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),Yes,,Suitable
4528501,153661,Spinastacoides inermis,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4528501,153661,Spinastacoides inermis,5.11,Wetlands (inland) - Alpine Wetlands (includes temporary waters from snowmelt),,,Suitable
4528501,153661,Spinastacoides inermis,5.3,Wetlands (inland) - Shrub Dominated Wetlands,,,Suitable
4528501,153661,Spinastacoides inermis,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4528501,153661,Spinastacoides inermis,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4528501,153661,Spinastacoides inermis,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4528622,153662,Engaeus karnanga,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4528622,153662,Engaeus karnanga,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4528622,153662,Engaeus karnanga,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4528790,153663,Ombrastacoides huonensis,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4528790,153663,Ombrastacoides huonensis,5.3,Wetlands (inland) - Shrub Dominated Wetlands,,,Suitable
4528790,153663,Ombrastacoides huonensis,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4528790,153663,Ombrastacoides huonensis,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4528790,153663,Ombrastacoides huonensis,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4528912,153664,Engaewa subcoerulea,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),,,Suitable
4529014,153665,Cherax bicarinatus,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4529014,153665,Cherax bicarinatus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4529325,153667,Cambarellus occidentalis,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4529325,153667,Cambarellus occidentalis,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4529325,153667,Cambarellus occidentalis,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4529429,153668,Virilastacus retamali,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4529429,153668,Virilastacus retamali,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4529563,153669,Parastacus defossus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4529563,153669,Parastacus defossus,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4530067,153670,Engaewa reducta,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),Yes,,Suitable
4530067,153670,Engaewa reducta,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4530201,153671,Engaewa walpolea,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4530201,153671,Engaewa walpolea,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4530397,153672,Euastacus balanensis,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4530397,153672,Euastacus balanensis,1.9,Forest - Subtropical/Tropical Moist Montane,,,Suitable
4530582,153673,Euastacus spinichelatus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4530750,153675,Parastacus brasiliensis,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4530890,153676,Euastacus guruhgi,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4531064,153677,Engaeus cunicularius,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4531064,153677,Engaeus cunicularius,13.5,Marine Coastal/Supratidal - Coastal Freshwater Lakes,,,Suitable
4531064,153677,Engaeus cunicularius,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4531212,153678,Engaeus cymus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4531497,153680,Tenuibranchiurus glypticus,5.3,Wetlands (inland) - Shrub Dominated Wetlands,,,Suitable
4531497,153680,Tenuibranchiurus glypticus,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4531676,153683,Cherax lorentzi,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4531778,153685,Cambaroides similis,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4531778,153685,Cambaroides similis,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4531912,153686,Euastacus simplex,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4532072,153687,Astacopsis franklinii,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4532072,153687,Astacopsis franklinii,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4532234,153688,Ombrastacoides professorum,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4532362,153690,Cherax preissii,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),,,Suitable
4532362,153690,Cherax preissii,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4532362,153690,Cherax preissii,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4532362,153690,Cherax preissii,5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,,,Suitable
4532362,153690,Cherax preissii,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4532526,153691,Parastacus pilimanus,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",Yes,,Suitable
4532526,153691,Parastacus pilimanus,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4532679,153692,Euastacus jagabar,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4532851,153693,Engaeus lyelli,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4532851,153693,Engaeus lyelli,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4532851,153693,Engaeus lyelli,1.4,Forest - Temperate,,,Suitable
4532990,153695,Cambarus robustus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4532990,153695,Cambarus robustus,15.9,"Artificial/Aquatic - Canals and Drainage Channels, Ditches",,,Suitable
4532990,153695,Cambarus robustus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4533217,153696,Cherax urospinosus,18,Unknown,,,Suitable
4533324,153697,Parastacus nicoleti,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4533461,153698,Spinastacoides insignis,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4533461,153698,Spinastacoides insignis,5.11,Wetlands (inland) - Alpine Wetlands (includes temporary waters from snowmelt),,,Suitable
4533461,153698,Spinastacoides insignis,5.3,Wetlands (inland) - Shrub Dominated Wetlands,,,Suitable
4533461,153698,Spinastacoides insignis,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4533461,153698,Spinastacoides insignis,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4533579,153699,Ombrastacoides decemdentatus,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4533579,153699,Ombrastacoides decemdentatus,5.3,Wetlands (inland) - Shrub Dominated Wetlands,,,Suitable
4533579,153699,Ombrastacoides decemdentatus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4533579,153699,Ombrastacoides decemdentatus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4533698,153700,Parastacus laevigatus,18,Unknown,,,Suitable
4533801,153701,Pacifastacus connectens,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4534130,153703,Euastacus australasiensis,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4534130,153703,Euastacus australasiensis,1.4,Forest - Temperate,,,Suitable
4534483,153705,Cambarellus chapalanus,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4534483,153705,Cambarellus chapalanus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4534483,153705,Cambarellus chapalanus,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4534483,153705,Cambarellus chapalanus,17,Other,,,Marginal
4534633,153706,Euastacus rieki,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4534633,153706,Euastacus rieki,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4534826,153707,Euastacus spinifer,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Yes,,Suitable
4534826,153707,Euastacus spinifer,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4534826,153707,Euastacus spinifer,1.4,Forest - Temperate,,,Suitable
4534949,153708,Procambarus atkinsoni,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4535070,153709,Parastacus pugnax,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4535220,153710,Engaewa pseudoreducta,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4535220,153710,Engaewa pseudoreducta,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4535367,153711,Engaeus lengana,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4535367,153711,Engaeus lengana,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4535485,153712,Cambarellus areolatus,5.9,Wetlands (inland) - Freshwater Springs and Oases,,,Suitable
4535628,153713,Engaeus tuberculatus,1.4,Forest - Temperate,,,Suitable
4535628,153713,Engaeus tuberculatus,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4535728,153714,Cambarellus prolixus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4535898,153716,Ombrastacoides denisoni,5.3,Wetlands (inland) - Shrub Dominated Wetlands,,,Suitable
4535898,153716,Ombrastacoides denisoni,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4535898,153716,Ombrastacoides denisoni,15.9,"Artificial/Aquatic - Canals and Drainage Channels, Ditches",,,Suitable
4536039,153718,Euastacus claytoni,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4536039,153718,Euastacus claytoni,1.5,Forest - Subtropical/Tropical Dry,,,Suitable
4536039,153718,Euastacus claytoni,1.9,Forest - Subtropical/Tropical Moist Montane,,,Suitable
4536211,153719,Engaeus laevis,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4536211,153719,Engaeus laevis,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4536211,153719,Engaeus laevis,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4536402,153720,Euastacus bidawalus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4536402,153720,Euastacus bidawalus,1.5,Forest - Subtropical/Tropical Dry,,,Suitable
4536597,153722,Ombrastacoides asperrimanus,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),Yes,,Suitable
4536764,153724,Engaeus strictifrons,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4536764,153724,Engaeus strictifrons,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4536930,153725,Euastacus polysetosus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4537087,153726,Engaeus hemicirratulus,1.4,Forest - Temperate,,,Suitable
4537087,153726,Engaeus hemicirratulus,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4537203,153727,Euastacus suttoni,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4537203,153727,Euastacus suttoni,5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,,,Suitable
4537203,153727,Euastacus suttoni,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4537203,153727,Euastacus suttoni,17,Other,,,Suitable
4537203,153727,Euastacus suttoni,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4537386,153728,Procambarus achilli,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4537386,153728,Procambarus achilli,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4537504,153730,Cambarus monongalensis,5.9,Wetlands (inland) - Freshwater Springs and Oases,,,Suitable
4537504,153730,Cambarus monongalensis,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4537622,153731,Cherax quinquecarinatus,5.8,Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha),,,Suitable
4537622,153731,Cherax quinquecarinatus,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4537622,153731,Cherax quinquecarinatus,5.6,Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha),,,Suitable
4537622,153731,Cherax quinquecarinatus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4537622,153731,Cherax quinquecarinatus,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4537622,153731,Cherax quinquecarinatus,5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,,,Suitable
4537622,153731,Cherax quinquecarinatus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4537622,153731,Cherax quinquecarinatus,15.1,Artificial/Aquatic - Water Storage Areas (over 8ha),,,Suitable
4537818,153733,Euastacus hirsutus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4537973,153734,Cambarus dubius,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4537973,153734,Cambarus dubius,15.9,"Artificial/Aquatic - Canals and Drainage Channels, Ditches",,,Suitable
4537973,153734,Cambarus dubius,5.2,Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks,,,Suitable
4537973,153734,Cambarus dubius,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4537973,153734,Cambarus dubius,5.9,Wetlands (inland) - Freshwater Springs and Oases,,,Suitable
4537973,153734,Cambarus dubius,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4538132,153735,Pacifastacus gambelii,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4538132,153735,Pacifastacus gambelii,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4538132,153735,Pacifastacus gambelii,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4538303,153736,Euastacus pilosus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4538303,153736,Euastacus pilosus,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4538463,153737,Euastacus dangadi,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4538463,153737,Euastacus dangadi,1.5,Forest - Subtropical/Tropical Dry,,,Suitable
4538463,153737,Euastacus dangadi,1.9,Forest - Subtropical/Tropical Moist Montane,,,Suitable
4538589,153739,Ombrastacoides dissitus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4538589,153739,Ombrastacoides dissitus,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4538717,153740,Ombrastacoides leptomerus,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4538717,153740,Ombrastacoides leptomerus,5.11,Wetlands (inland) - Alpine Wetlands (includes temporary waters from snowmelt),,,Suitable
4538717,153740,Ombrastacoides leptomerus,5.5,Wetlands (inland) - Permanent Freshwater Lakes (over 8ha),,,Suitable
4538717,153740,Ombrastacoides leptomerus,5.3,Wetlands (inland) - Shrub Dominated Wetlands,,,Suitable
4538717,153740,Ombrastacoides leptomerus,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4538717,153740,Ombrastacoides leptomerus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4538835,153741,Engaeus tayatea,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4538835,153741,Engaeus tayatea,1.4,Forest - Temperate,,,Suitable
4538835,153741,Engaeus tayatea,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4538981,153742,Gramastacus insolitus,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4538981,153742,Gramastacus insolitus,5.3,Wetlands (inland) - Shrub Dominated Wetlands,,,Suitable
4538981,153742,Gramastacus insolitus,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4538981,153742,Gramastacus insolitus,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4539162,153743,Euastacus mirangudjin,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Yes,,Suitable
4539751,153746,Virilastacus rucapihuelensis,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
4539751,153746,Virilastacus rucapihuelensis,5.18,Wetlands (inland) - Karst and Other Subterranean Hydrological Systems (inland),,,Suitable
4539897,153747,Fallicambarus fodiens,5.4,"Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands",,,Suitable
4539897,153747,Fallicambarus fodiens,15.9,"Artificial/Aquatic - Canals and Drainage Channels, Ditches",,,Suitable
4539897,153747,Fallicambarus fodiens,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),,,Suitable
4540162,153748,Cambarus bartonii,5.7,Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha),,,Suitable
