assessmentId,internalTaxonId,scientificName,code,name,majorImportance,season,suitability
520498,137137,Thyregis relictus,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,,Suitable
520526,137139,Dicranocara deschodti,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
520644,137149,Sulcophanaeus actaeon,18,Unknown,,,
520658,137150,Anomiopus smaragdinus,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
520672,137151,Bdelyrus grandis,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
520708,137154,Scarabaeus galenus,4.5,Grassland - Subtropical/Tropical Dry,,resident,Suitable
520708,137154,Scarabaeus galenus,3.5,Shrubland - Subtropical/Tropical Dry,,resident,Suitable
520708,137154,Scarabaeus galenus,2.1,Savanna - Dry,,resident,Suitable
520722,137155,Frankenbergerius opacus,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Yes,resident,Suitable
520778,137159,Onthophagus villanuevai,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
520792,137160,Canthon podagricus,1.4,Forest - Temperate,,resident,Suitable
520792,137160,Canthon podagricus,4.4,Grassland - Temperate,,resident,Suitable
520806,137161,Eodrepanus fastiditus,2.1,Savanna - Dry,Yes,resident,Suitable
520806,137161,Eodrepanus fastiditus,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
520806,137161,Eodrepanus fastiditus,1.5,Forest - Subtropical/Tropical Dry,,resident,Unknown
520806,137161,Eodrepanus fastiditus,4.5,Grassland - Subtropical/Tropical Dry,Yes,resident,Suitable
520834,137163,Dichotomius nimuendaju,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
520848,137164,Canthon indigaceus,14.2,Artificial/Terrestrial - Pastureland,Yes,resident,Suitable
520862,137165,Cryptocanthon genieri,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
520876,137166,Frankenbergerius armatus,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
520965,137169,Coprophanaeus terrali,18,Unknown,,,
521007,137172,Dichotomius worontzowi,1.5,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable
521007,137172,Dichotomius worontzowi,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
521021,137173,Onthophagus lacustris,1.5,Forest - Subtropical/Tropical Dry,,resident,Suitable
521057,137177,Onitis aeruginosus,2.1,Savanna - Dry,Yes,resident,Suitable
521071,137178,Phanaeus daphnis,1.5,Forest - Subtropical/Tropical Dry,,,Suitable
521071,137178,Phanaeus daphnis,4.7,Grassland - Subtropical/Tropical High Altitude,,,Suitable
521135,137183,Cryptocanthon rayonensis,1.9,Forest - Subtropical/Tropical Moist Montane,,resident,Suitable
521163,137185,Demarziella storeyi,1.5,Forest - Subtropical/Tropical Dry,Yes,,Suitable
521163,137185,Demarziella storeyi,1.4,Forest - Temperate,Yes,,Suitable
521163,137185,Demarziella storeyi,3.5,Shrubland - Subtropical/Tropical Dry,,,Unknown
521163,137185,Demarziella storeyi,2.1,Savanna - Dry,,,Unknown
521177,137186,Onthophagus pugionatus,4.5,Grassland - Subtropical/Tropical Dry,,resident,Suitable
521177,137186,Onthophagus pugionatus,1.5,Forest - Subtropical/Tropical Dry,,resident,Suitable
521191,137187,Canthidium viride,2.2,Savanna - Moist,,resident,Suitable
521191,137187,Canthidium viride,2.1,Savanna - Dry,,resident,Suitable
521191,137187,Canthidium viride,14.2,Artificial/Terrestrial - Pastureland,,resident,Suitable
521233,137191,Copris inhalatus,4.5,Grassland - Subtropical/Tropical Dry,Yes,resident,Suitable
521233,137191,Copris inhalatus,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
521233,137191,Copris inhalatus,2.2,Savanna - Moist,,resident,Unknown
521275,137194,Onthophagus fuscivestis,4.5,Grassland - Subtropical/Tropical Dry,,resident,Suitable
521275,137194,Onthophagus fuscivestis,3.5,Shrubland - Subtropical/Tropical Dry,,resident,Suitable
521289,137195,Canthon simulans,18,Unknown,,,Suitable
521331,137198,Heliocopris japetus,2.1,Savanna - Dry,,resident,Unknown
521331,137198,Heliocopris japetus,4.5,Grassland - Subtropical/Tropical Dry,Yes,resident,Suitable
521373,137201,Onthophagus cavia,1.6,Forest - Subtropical/Tropical Moist Lowland,,,Unknown
521387,137202,Onitis mniszechi,2.1,Savanna - Dry,Yes,resident,Suitable
521415,137205,Canthon coloratus,18,Unknown,,,
521465,137209,Sauvagesinella palustris,1.4,Forest - Temperate,Yes,resident,Suitable
521465,137209,Sauvagesinella palustris,17,Other,Yes,resident,Suitable
521569,137213,Demarziella eungella,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,,Suitable
521583,137214,Bdelyrus paraensis,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
521625,137217,Mimonthophagus limbibasis,2.1,Savanna - Dry,Yes,resident,Suitable
521689,137222,Canthidium erythropterum,18,Unknown,,,Suitable
521753,137227,Ontherus grandis,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
521956,137236,Dichotomius dahli,18,Unknown,,,Suitable
522020,137241,Canthidium angulicolle,18,Unknown,,,
522034,137242,Temnoplectron cooki,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,,Suitable
522104,137247,Kheper laevistriatus,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
522104,137247,Kheper laevistriatus,2.1,Savanna - Dry,Yes,resident,Suitable
522118,137248,Scarabaeolus damarensis,4.5,Grassland - Subtropical/Tropical Dry,,resident,Suitable
522118,137248,Scarabaeolus damarensis,3.5,Shrubland - Subtropical/Tropical Dry,,resident,Suitable
522132,137249,Phalops bubalus,4.5,Grassland - Subtropical/Tropical Dry,Yes,resident,Suitable
522132,137249,Phalops bubalus,14.2,Artificial/Terrestrial - Pastureland,,resident,Unknown
522132,137249,Phalops bubalus,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
522146,137250,Sisyphus fasciculatus,2.2,Savanna - Moist,,resident,Unknown
522146,137250,Sisyphus fasciculatus,1.5,Forest - Subtropical/Tropical Dry,,resident,Suitable
522174,137252,Anomiopus howdeni,18,Unknown,,,
522188,137253,Onthophagus surdus,1.6,Forest - Subtropical/Tropical Moist Lowland,,,Unknown
522243,137255,Gyronotus mulanjensis,1.5,Forest - Subtropical/Tropical Dry,,resident,Unknown
522397,137266,Onthophagus subocelliger,1.4,Forest - Temperate,Yes,,Suitable
522411,137267,Temnoplectron rotundum,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,,Suitable
522411,137267,Temnoplectron rotundum,1.5,Forest - Subtropical/Tropical Dry,Yes,,Suitable
522411,137267,Temnoplectron rotundum,1.4,Forest - Temperate,Yes,,Suitable
522411,137267,Temnoplectron rotundum,3.5,Shrubland - Subtropical/Tropical Dry,Yes,,Suitable
522411,137267,Temnoplectron rotundum,3.4,Shrubland - Temperate,Yes,,Suitable
522475,137272,Onthophagus alquirta,18,Unknown,,,
522489,137273,Kheper nigroaeneus,2.1,Savanna - Dry,Yes,resident,Suitable
522503,137274,Canthon luctuosus,1.4,Forest - Temperate,,resident,Suitable
522503,137274,Canthon luctuosus,1.9,Forest - Subtropical/Tropical Moist Montane,,resident,Suitable
522581,137280,Onthophagus cyaneoniger,4.5,Grassland - Subtropical/Tropical Dry,Yes,resident,Suitable
522595,137281,Pedaria ovata,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
522738,137286,Caccobius ferrugineus,2.2,Savanna - Moist,,resident,Unknown
522738,137286,Caccobius ferrugineus,2.1,Savanna - Dry,Yes,resident,Suitable
522738,137286,Caccobius ferrugineus,3.6,Shrubland - Subtropical/Tropical Moist,Yes,resident,Suitable
522738,137286,Caccobius ferrugineus,4.5,Grassland - Subtropical/Tropical Dry,Yes,resident,Suitable
522816,137293,Deltorrhinum batesi,18,Unknown,,,Suitable
522830,137294,Canthidium bokermanni,18,Unknown,,,
522844,137295,Onthophagus vilis,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,,Suitable
522844,137295,Onthophagus vilis,1.5,Forest - Subtropical/Tropical Dry,Yes,,Suitable
522858,137296,Epirinus sulcipennis,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,,resident,Unknown
522872,137297,Onthophagus parallelicornis,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,,Suitable
522928,137301,Onthophagus azusae,1.6,Forest - Subtropical/Tropical Moist Lowland,,,Unknown
522942,137302,Dichotomius glaucus,2.2,Savanna - Moist,Yes,resident,Suitable
522942,137302,Dichotomius glaucus,14.2,Artificial/Terrestrial - Pastureland,Yes,resident,Suitable
522956,137303,Phanaeus bispinus,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
522956,137303,Phanaeus bispinus,1.5,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable
522956,137303,Phanaeus bispinus,3.6,Shrubland - Subtropical/Tropical Moist,Yes,resident,Suitable
522956,137303,Phanaeus bispinus,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
523026,137309,Onthophagus muticus,2.1,Savanna - Dry,,,Unknown
523026,137309,Onthophagus muticus,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,,Suitable
523096,137314,Parascatonomus diversiformis,18,Unknown,,,Suitable
523110,137315,Onthophagus eschscholtzi,1.6,Forest - Subtropical/Tropical Moist Lowland,,,Unknown
523144,137318,Gymnopleurus andreaei,4.5,Grassland - Subtropical/Tropical Dry,Yes,resident,Suitable
523144,137318,Gymnopleurus andreaei,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
523186,137321,Pachysoma aesculapius,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
523200,137322,Onthophagus granulatus,14.2,Artificial/Terrestrial - Pastureland,Yes,,Suitable
523214,137323,Copris amabilis,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
523228,137324,Allogymnopleurus chloris,2.1,Savanna - Dry,,resident,Unknown
523228,137324,Allogymnopleurus chloris,2.2,Savanna - Moist,Yes,resident,Suitable
523283,137326,Canthidium atomarium,18,Unknown,,,
523297,137327,Pedaria morettoi,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
523297,137327,Pedaria morettoi,1.5,Forest - Subtropical/Tropical Dry,,resident,Suitable
523339,137330,Onthophagus kavirondus,3.5,Shrubland - Subtropical/Tropical Dry,,resident,Suitable
523339,137330,Onthophagus kavirondus,4.5,Grassland - Subtropical/Tropical Dry,,resident,Suitable
523339,137330,Onthophagus kavirondus,4.6,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,,resident,Unknown
523381,137333,Canthidium latum,4.5,Grassland - Subtropical/Tropical Dry,,resident,Suitable
523381,137333,Canthidium latum,14.2,Artificial/Terrestrial - Pastureland,,resident,Suitable
523381,137333,Canthidium latum,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,,resident,Suitable
523423,137336,Dichotomius crinicollis,14.2,Artificial/Terrestrial - Pastureland,No,resident,Suitable
523423,137336,Dichotomius crinicollis,2.2,Savanna - Moist,,resident,Unknown
523423,137336,Dichotomius crinicollis,3.6,Shrubland - Subtropical/Tropical Moist,,resident,Unknown
523492,137339,Uroxys variabilis,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
523506,137340,Oxysternon macleayi,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
523626,137343,Gymnopleurus thelwalli,2.2,Savanna - Moist,,resident,Unknown
523626,137343,Gymnopleurus thelwalli,2.1,Savanna - Dry,,resident,Unknown
523648,137345,Onthophagus gulmarri,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,,Suitable
523662,137346,Cryptocanthon brevisetosus,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
523662,137346,Cryptocanthon brevisetosus,1.5,Forest - Subtropical/Tropical Dry,,resident,Suitable
523662,137346,Cryptocanthon brevisetosus,1.9,Forest - Subtropical/Tropical Moist Montane,,resident,Suitable
523732,137351,Bdelyrus metaensis,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
523746,137352,Canthidium flabellatum,18,Unknown,,,Suitable
523760,137353,Gymnopleurus aeruginosus,18,Unknown,,,
523774,137354,Onthophagus mundill,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,,Suitable
523774,137354,Onthophagus mundill,1.5,Forest - Subtropical/Tropical Dry,Yes,,Suitable
523894,137363,Dichotomius planicollis,14.3,Artificial/Terrestrial - Plantations,Yes,resident,Suitable
523894,137363,Dichotomius planicollis,14.2,Artificial/Terrestrial - Pastureland,Yes,resident,Suitable
523894,137363,Dichotomius planicollis,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
523970,137365,Oniticellus pseudoplanatus,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
523998,137367,Scybalocanthon trimaculatus,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
524012,137368,Anomiopus nigrocoeruleus,2.2,Savanna - Moist,,resident,Suitable
524012,137368,Anomiopus nigrocoeruleus,1.5,Forest - Subtropical/Tropical Dry,,resident,Suitable
524040,137370,Copris maesi,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
524054,137371,Pedaria spinithorax,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
524110,137375,Coptodactyla nitida,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,,Suitable
524237,137380,Canthidium subdopuncticolle,18,Unknown,,,Suitable
524251,137381,Lepanus pisoniae,1.5,Forest - Subtropical/Tropical Dry,Yes,,Suitable
524295,137385,Coptodactyla storeyi,1.6,Forest - Subtropical/Tropical Moist Lowland,,,Suitable
524295,137385,Coptodactyla storeyi,1.4,Forest - Temperate,,,Suitable
524365,137390,Pedaria biseria,4.5,Grassland - Subtropical/Tropical Dry,,resident,Suitable
524365,137390,Pedaria biseria,3.5,Shrubland - Subtropical/Tropical Dry,,resident,Suitable
524365,137390,Pedaria biseria,2.1,Savanna - Dry,,resident,Suitable
524520,137398,Catharsius pandion,1.5,Forest - Subtropical/Tropical Dry,,resident,Unknown
524520,137398,Catharsius pandion,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Unknown
524520,137398,Catharsius pandion,2.1,Savanna - Dry,Yes,resident,Suitable
524520,137398,Catharsius pandion,4.5,Grassland - Subtropical/Tropical Dry,Yes,resident,Suitable
524692,137406,Canthon lituratus,4.5,Grassland - Subtropical/Tropical Dry,,resident,Suitable
524692,137406,Canthon lituratus,14.5,Artificial/Terrestrial - Urban Areas,,resident,Suitable
524692,137406,Canthon lituratus,14.4,Artificial/Terrestrial - Rural Gardens,,resident,Suitable
524692,137406,Canthon lituratus,14.2,Artificial/Terrestrial - Pastureland,,resident,Suitable
524728,137409,Demarziella imitatrix,3.5,Shrubland - Subtropical/Tropical Dry,,,Suitable
524728,137409,Demarziella imitatrix,2.1,Savanna - Dry,,,Suitable
524728,137409,Demarziella imitatrix,4.5,Grassland - Subtropical/Tropical Dry,,,Suitable
524756,137411,Onitis mendax,2.1,Savanna - Dry,Yes,resident,Suitable
524756,137411,Onitis mendax,4.5,Grassland - Subtropical/Tropical Dry,Yes,resident,Suitable
524882,137420,Onthophagus giraffa,14.2,Artificial/Terrestrial - Pastureland,,resident,Suitable
524882,137420,Onthophagus giraffa,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,,resident,Suitable
524910,137422,Pachysoma endroedyi,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
524924,137423,Canthon plagiatus,18,Unknown,,,Suitable
524938,137424,Onthophagus humpatensis,4.5,Grassland - Subtropical/Tropical Dry,,resident,Suitable
524938,137424,Onthophagus humpatensis,3.5,Shrubland - Subtropical/Tropical Dry,,resident,Suitable
524980,137427,Coprophanaeus gamezi,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
524980,137427,Coprophanaeus gamezi,14.2,Artificial/Terrestrial - Pastureland,,resident,Suitable
524994,137428,Onthophagus australis,1.4,Forest - Temperate,Yes,,Suitable
524994,137428,Onthophagus australis,14.2,Artificial/Terrestrial - Pastureland,,,Suitable
525008,137429,Onthophagus victoriensis,1.5,Forest - Subtropical/Tropical Dry,,,Suitable
525008,137429,Onthophagus victoriensis,1.4,Forest - Temperate,,,Suitable
525008,137429,Onthophagus victoriensis,4.5,Grassland - Subtropical/Tropical Dry,,,Suitable
525008,137429,Onthophagus victoriensis,4.4,Grassland - Temperate,,,Suitable
525008,137429,Onthophagus victoriensis,2.2,Savanna - Moist,,,Unknown
525022,137430,Gymnopleurus reichei,4.5,Grassland - Subtropical/Tropical Dry,,resident,Unknown
525022,137430,Gymnopleurus reichei,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
525036,137431,Ontherus dentatus,2.1,Savanna - Dry,Yes,resident,Suitable
525064,137433,Temnoplectron finnigani,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,,Suitable
525128,137438,Pachysoma hippocrates,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
525164,137441,Onthophagus semimetallicus,1.5,Forest - Subtropical/Tropical Dry,Yes,,Suitable
525164,137441,Onthophagus semimetallicus,4.5,Grassland - Subtropical/Tropical Dry,Yes,,Suitable
525178,137442,Phanaeus tridens,1.4,Forest - Temperate,,resident,Suitable
525178,137442,Phanaeus tridens,4.4,Grassland - Temperate,,resident,Suitable
525178,137442,Phanaeus tridens,3.4,Shrubland - Temperate,,resident,Suitable
525295,137449,Copris morphaeus,1.9,Forest - Subtropical/Tropical Moist Montane,,resident,Unknown
525295,137449,Copris morphaeus,4.7,Grassland - Subtropical/Tropical High Altitude,,resident,Unknown
525323,137451,Cryptocanthon andersoni,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
525323,137451,Cryptocanthon andersoni,1.9,Forest - Subtropical/Tropical Moist Montane,,resident,Suitable
525429,137459,Onitis nemoralis,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,resident,Suitable
525457,137461,Onthophagus tamworthi,4.5,Grassland - Subtropical/Tropical Dry,,,Unknown
525457,137461,Onthophagus tamworthi,4.4,Grassland - Temperate,,,Unknown
525457,137461,Onthophagus tamworthi,3.6,Shrubland - Subtropical/Tropical Moist,,,Unknown
525457,137461,Onthophagus tamworthi,3.5,Shrubland - Subtropical/Tropical Dry,,,Unknown
525457,137461,Onthophagus tamworthi,3.4,Shrubland - Temperate,,,Unknown
525457,137461,Onthophagus tamworthi,2.2,Savanna - Moist,,,Unknown
525457,137461,Onthophagus tamworthi,2.1,Savanna - Dry,,,Unknown
525471,137462,Pedaria tibialis,1.5,Forest - Subtropical/Tropical Dry,,resident,Suitable
525471,137462,Pedaria tibialis,4.5,Grassland - Subtropical/Tropical Dry,,resident,Suitable
525471,137462,Pedaria tibialis,3.5,Shrubland - Subtropical/Tropical Dry,,resident,Suitable
525471,137462,Pedaria tibialis,2.1,Savanna - Dry,,resident,Suitable
525485,137463,Hamonthophagus depressus,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
525485,137463,Hamonthophagus depressus,2.1,Savanna - Dry,Yes,resident,Suitable
525485,137463,Hamonthophagus depressus,4.5,Grassland - Subtropical/Tropical Dry,Yes,resident,Suitable
525513,137465,Canthon quinquemaculatus,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
525513,137465,Canthon quinquemaculatus,1.5,Forest - Subtropical/Tropical Dry,,resident,Suitable
525513,137465,Canthon quinquemaculatus,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,,resident,Suitable
525513,137465,Canthon quinquemaculatus,5.3,Wetlands (inland) - Shrub Dominated Wetlands,,resident,Suitable
525541,137468,Uroxys pygmaeus,18,Unknown,,,
525555,137469,Onthophagus sikkimensis,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,,Suitable
525583,137471,Ateuchus guatemalensis,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
525583,137471,Ateuchus guatemalensis,14.3,Artificial/Terrestrial - Plantations,,resident,Suitable
525611,137473,Dichotomius horridus,18,Unknown,,,
525653,137476,Canthon smaragdulus,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
525653,137476,Canthon smaragdulus,1.4,Forest - Temperate,,resident,Suitable
525667,137477,Onthophagus aethiopicus,4.5,Grassland - Subtropical/Tropical Dry,Yes,resident,Suitable
525667,137477,Onthophagus aethiopicus,2.1,Savanna - Dry,Yes,resident,Suitable
525695,137479,Bdelyrus howdeni,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
525709,137480,Sisyphus rubrus,4.5,Grassland - Subtropical/Tropical Dry,Yes,resident,Suitable
525709,137480,Sisyphus rubrus,2.1,Savanna - Dry,Yes,resident,Suitable
525737,137482,Onthophagus planifrons,1.6,Forest - Subtropical/Tropical Moist Lowland,,,Unknown
525773,137485,Dichotomius apicalis,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
525907,137491,Canthochilum anacaona,1.9,Forest - Subtropical/Tropical Moist Montane,,resident,Suitable
525977,137496,Anomiopus pictus,1.5,Forest - Subtropical/Tropical Dry,,resident,Suitable
525977,137496,Anomiopus pictus,1.8,Forest - Subtropical/Tropical Swamp,,resident,Suitable
526005,137498,Canthidium flavipes,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Unknown
526019,137499,Copris capensis,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Yes,resident,Suitable
526019,137499,Copris capensis,14.2,Artificial/Terrestrial - Pastureland,,resident,Unknown
526047,137501,Canthon edentulus,1.5,Forest - Subtropical/Tropical Dry,,resident,Suitable
526089,137504,Onthophagus nefarius,1.5,Forest - Subtropical/Tropical Dry,,,
526103,137505,Coprophanaeus pertyi,1.5,Forest - Subtropical/Tropical Dry,Yes,resident,Suitable
526131,137507,Ateuchus murrayi,1.8,Forest - Subtropical/Tropical Swamp,,resident,Suitable
526131,137507,Ateuchus murrayi,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
526173,137510,Dendropaemon tenuitarsis,18,Unknown,,,
526270,137515,Onthophagus propinquus,1.6,Forest - Subtropical/Tropical Moist Lowland,Yes,,Suitable
526395,137519,Platyonitis bicuariensis,2.1,Savanna - Dry,,resident,Suitable
526409,137520,Dichotomius maya,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
526573,137526,Aulacopris matthewsi,1.9,Forest - Subtropical/Tropical Moist Montane,Yes,resident,Suitable
526623,137530,Onthophagus caesariatus,1.6,Forest - Subtropical/Tropical Moist Lowland,,,Unknown
526651,137532,Canthon laminatus,14.1,Artificial/Terrestrial - Arable Land,,resident,Marginal
526651,137532,Canthon laminatus,18,Unknown,,,Suitable
526665,137533,Pedaria durandi,2.1,Savanna - Dry,,resident,Suitable
526665,137533,Pedaria durandi,2.2,Savanna - Moist,,resident,Suitable
526665,137533,Pedaria durandi,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
526821,137540,Scarabaeus costatus,4.5,Grassland - Subtropical/Tropical Dry,Yes,resident,Suitable
526821,137540,Scarabaeus costatus,3.5,Shrubland - Subtropical/Tropical Dry,Yes,resident,Suitable
526821,137540,Scarabaeus costatus,2.1,Savanna - Dry,Yes,resident,Suitable
526849,137542,Ontherus azteca,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
526849,137542,Ontherus azteca,1.9,Forest - Subtropical/Tropical Moist Montane,,resident,Suitable
526849,137542,Ontherus azteca,3.5,Shrubland - Subtropical/Tropical Dry,,resident,Suitable
526905,137546,Cryptocanthon campbellorum,1.6,Forest - Subtropical/Tropical Moist Lowland,,resident,Suitable
526919,137547,Catharsius chinai,4.5,Grassland - Subtropical/Tropical Dry,Yes,resident,Suitable
526919,137547,Catharsius chinai,14.2,Artificial/Terrestrial - Pastureland,,resident,Unknown
