latD	logD	source
35.1464509530001	25.5656417770001	Bibliography
35.179411584	25.502717096	Bibliography
35.21801	24.53546	Bibliography
35.328	23.837	Bibliography
35.177778000000004	26.05	Bibliography
35.153056	25.588889000000002	Bibliography
35.111111	25.625278	Bibliography
35.058611	25.946944	Bibliography
35.4125	23.65	Bibliography
35.4061111111111	23.6258333333333	Bibliography
35.3908333333333	23.9019444444444	Bibliography
35.3619444444444	23.8233333333333	Bibliography
35.3583333333333	23.8277777777778	Bibliography
35.4611111111111	23.8386111111111	Bibliography
35.3313888888889	23.7594444444444	Bibliography
35.3236111111111	23.6530555555556	Bibliography
35.2494444444444	24.2772222222222	Bibliography
35.4072222222222	23.8875	Bibliography
35.3980555555556	23.9105555555556	Bibliography
35.3936111111111	23.9188888888889	Bibliography
35.4027777777778	23.8980555555556	Bibliography
35.4033333333333	23.8494444444444	Bibliography
35.3758333333333	23.8236111111111	Bibliography
35.3630555555556	23.6733333333333	Bibliography
35.4144444444444	23.9872222222222	Bibliography
35.248574	24.887164	Bibliography
35.1333333333333	25.4833333333333	Bibliography
35.2666666666667	24.883333	Bibliography
35.3333333333333	23.6666666666667	Bibliography
35.35	24.7833333333333	Bibliography
35.1466666666667	25.5591666666667	Bibliography
35.1369444444444	25.5711111111111	Bibliography
35.0976893	26.2627688	Bibliography
35.10577	25.35416	Bibliography
35.163249130000104	25.4504282570001	Bibliography
35.4364212240001	23.939816513	Bibliography
35.26179	25.27852	Bibliography
35.2079651660001	24.8290107500001	Bibliography
35.2097	25.33762	Bibliography
35.0411	25.47138	Bibliography
35.2046549	25.6134534170001	Bibliography
35.224667697	25.4575356080001	Bibliography
35.23569	25.46697	Bibliography
35.242515817	25.5174997180001	Bibliography
35.20131	25.48211	Bibliography
35.079879	25.875619	Bibliography
35.2372222222222	24.2363888888889	Bibliography
35.3675	23.6686111111111	Bibliography
35.026866	25.565556	Bibliography
35.216508	25.050644	Bibliography
35.05354	25.40785	Bibliography
35.2263956950001	24.994133892	Bibliography
35.01298	25.67277	Bibliography
35.251949946	26.264609364	Bibliography
35.093056	25.876667	Bibliography
35.22343	24.07557	Bibliography
35.3	24.1644	NHMC
35.3523	23.9049	NHMC
35.31862	23.920407	NHMC
35.3004	24.1639	NHMC
35.3579	23.9152	NHMC
35.2953	24.145	NHMC
35.378	23.9922	NHMC
35.3212	23.8593	NHMC
35.3406	23.9083	NHMC
35.2892511530001	24.182588074	Bibliography
35.321206379	23.931713024	Bibliography
35.385417821	23.962566661	Bibliography
35.477	23.93	Bibliography
35.295	24.453	Bibliography
35.416	24.032	Bibliography
35.371	23.896	Bibliography
35.34695	24.97219	Bibliography
35.369	23.67	Bibliography
35.4296393550001	23.6854760260001	Bibliography
35.28904	23.78309	Bibliography
35.3812	24.113	NHMC
35.21634	24.71186	Bibliography
35.3774291390001	24.1908332350001	Bibliography
35.28369	23.63266	Bibliography
35.109125417	25.792799894	Bibliography
35.02879	24.76041	Bibliography
35.2881326940001	24.487134708	Bibliography
35.4905445370001	23.645454317	Bibliography
35.18505	25.43182	Bibliography
35.4947399340001	23.7336154920001	Bibliography
35.1436465940001	24.8813046290001	Bibliography
35.3379	23.8524	NHMC
35.3569	23.8635	NHMC
35.45	24.13333	Bibliography
35.33333	23.88333	Bibliography
35.461002	24.135966	Bibliography
35.229712	24.069452	Bibliography
35.285895	24.331305	Bibliography
35.146699	26.252759	Bibliography
35.326467	24.50677	Bibliography
35.438622	24.090339	Bibliography
35.202667	25.65597	Bibliography
35.217312	24.721535	Bibliography
35.381296	24.161747	Bibliography
35.212932	24.16716	Bibliography
35.229698	24.164256	Bibliography
35.219232	24.2329627	Bibliography
35.200252	24.465873	Bibliography
35.150529	25.624003	Bibliography
35.098696	26.255948	Bibliography
35.334168	24.695337	Bibliography
35.258702	24.571262	Bibliography
35.154444	24.472778	Bibliography
35.036801	25.592738	Bibliography
35.159411	25.932188	Bibliography
35.222126	26.21714	Bibliography
35.33654	25.695266	Bibliography
35.116869	24.561524	Bibliography
35.201839057	24.9964399670001	Bibliography
35.342594	24.871288	Bibliography
35.1215965420001	25.859912826	Bibliography
35.151362899	24.9158979740001	Bibliography
35.43436	23.91889	Bibliography
35.3166666666667	23.6	Bibliography
35.3272222222222	23.9505555555556	Bibliography
35.3291666666667	23.9522222222222	Bibliography
35.30703	23.608743	Bibliography
35.1	25.8833333333333	Bibliography
35.135556	25.483333	Bibliography
35.31666667	23.93333333	Bibliography
35.38196	24.95831	Bibliography
35.1705200000001	24.46556	Bibliography
35.271159	24.607724	Bibliography
35.1129916800001	26.2179749760001	Bibliography
35.2358333333333	25.4436111111111	Bibliography
35.315254	23.915321	Bibliography
35.3738888888889	23.8316666666667	Bibliography
35.1777777777778	26.05	Bibliography
35.316667	23.9	Bibliography
35.2333333333333	24.7833333333333	Bibliography
35.3249	23.8918	NHMC
35.2757	24.5815	NHMC
35.351	24.358	NHMC
35.0305	24.9953	NHMC
35.4028	23.9114	NHMC
35.2793	25.1648	NHMC
35.3365	24.3602	NHMC
35.475	23.9346	NHMC
35.197762	24.280067	Bibliography
35.419997	23.916775	Bibliography
35.3771441850001	23.731481912	Bibliography
35.409679	23.751626	Bibliography
35.361535	23.611891	Bibliography
35.320198	23.819738	Bibliography
35.3516666666667	24.7836111111111	Bibliography
35.53542	24.07697	Bibliography
35.1609	25.457024	Bibliography
35.208427274	24.828552646	Bibliography
35.1882	24.7595	Bibliography
34.9933	24.9458	Bibliography
35.0867	25.8329	Bibliography
35.0172	24.7619	Bibliography
35.1142	25.6765	Bibliography
34.9871	24.8657	Bibliography
35.2716	23.5407	Bibliography
35.2501	24.098	Bibliography
35.1551	25.4524	NHMC
35.2477	24.8875	NHMC
35.1108	25.3968	NHMC
35.2501	24.098	NHMC
35.2757	24.8939	NHMC
35.311	23.5317	NHMC
35.2716	23.5407	NHMC
35.211	24.1686	NHMC
35.25	24.1833333333333	Bibliography
35.205	24.8344444444444	Bibliography
35.3230555555556	23.8663888888889	Bibliography
35.0833333333333	25.5333333333333	Bibliography
35.0816666666667	25.8802777777778	Bibliography
35.3183333333333	23.9208333333333	Bibliography
35.319434	23.912824	Bibliography
35.3244444444444	23.885	Bibliography
35.321359	23.931579	Bibliography
35.1911531	24.465282	Bibliography
35.3384532	24.5035697	Bibliography
35.201344	24.311991	Bibliography
35.3010850750001	24.391516193	Bibliography
35.3110121020001	24.353559454	Bibliography
35.3508333333333	24.3177777777778	Bibliography
35.4358333333333	23.94	Bibliography
35.315583	24.35925	Bibliography
35.319833	24.326667	Bibliography
35.314533	24.374867	Bibliography
35.337533	24.503917	Bibliography
35.272367	24.579133	Bibliography
35.228369	24.643148	Bibliography
35.216603	24.690128	Bibliography
35.09445	24.852217	Bibliography
35.181696	25.512941	Bibliography
35.396179	23.853488	Bibliography
35.4186111111111	23.8483333333333	Bibliography
35.3625	23.8163888888889	Bibliography
35.4291666666667	23.6766666666667	Bibliography
35.3677777777778	23.6733333333333	Bibliography
35.3822222222222	23.7333333333333	Bibliography
35.3655555555556	23.6211111111111	Bibliography
35.3983333333333	23.9594444444444	Bibliography
35.219167	24.833611	Bibliography
35.357	23.9156	NHMC
35.2695	25.7441	NHMC
35.2181	24.0874	NHMC
35.1759	24.8045	NHMC
35.2446	24.1023	NHMC
35.3572	24.0944	NHMC
35.3544	23.9072	NHMC
35.5584	23.6061	NHMC
35.5729	23.5941	NHMC
35.1804	24.7823	NHMC
35.1699	24.9222	NHMC
35.3236	23.9306	NHMC
35.2915	24.1464	NHMC
35.5052	23.5771	NHMC
35.3323	23.8969	NHMC
35.2329	24.62894	Bibliography
35.068	25.4719	NHMC
35.1535	25.5859	NHMC
35.3247	23.8906	NHMC
35.1764	24.7778	NHMC
35.1752	24.7761	NHMC
35.068	25.4487	NHMC
35.2423	25.1146	Bibliography
35.2366666666667	23.6888888888889	Bibliography
34.959	25.0904	NHMC
35.1738	24.4664	NHMC
35.051	26.2403	NHMC
35.0491	26.2366	NHMC
34.9585	25.0891	NHMC
35.0692	24.9005	NHMC
35.2377	24.0852	NHMC
35.4797	23.575	NHMC
35.2746	23.8485	NHMC
34.9543	25.1022	NHMC
35.0972	25.5553	NHMC
35.2366	26.2274	NHMC
35.0723	25.4487	NHMC
35.0488	25.6976	NHMC
34.9377	24.7548	NHMC
35.1389	25.7137	NHMC
35.1904	24.7806	NHMC
35.3042	25.1486	NHMC
34.8024	24.121	NHMC
35.509	23.577	NHMC
35.2672	25.744	NHMC
35.1302	26.0649	NHMC
35.2371	25.4218	NHMC
34.9666	25.0834	NHMC
35.0766	24.9922	NHMC
35.0867	25.8329	NHMC
34.9852	25.0862	NHMC
35.3076	25.1525	NHMC
35.0129	25.1744	NHMC
35.0724	25.4508	NHMC
34.9375	25.0912	NHMC
35.3335	25.0481	NHMC
35.335	25.3309	NHMC
34.951	25.0924	NHMC
34.9948	25.1759	NHMC
35.3227	23.9313	NHMC
35.3344	25.0479	NHMC
35.2519	24.857	NHMC
34.9529	25.0924	NHMC
35.1107	25.4779	NHMC
35.0725	25.4491	NHMC
35.1336	25.4846	NHMC
35.3509	24.3483	NHMC
35.2848	25.1203	NHMC
35.4832	23.577	NHMC
35.3339	23.9682	NHMC
35.0499	26.2398	NHMC
35.3352	25.328	NHMC
34.848	24.0571	NHMC
34.8457	24.1054	NHMC
35.3939	24.0393	NHMC
35.3779	23.9922	NHMC
34.8375	24.0602	NHMC
35.3806	24.0433	NHMC
35.0172	24.7619	NHMC
35.0372	26.2048	NHMC
35.1979	25.0053	NHMC
34.8488	24.0874	NHMC
35.0431	25.7067	NHMC
34.9351	26.1403	NHMC
35.3979	24.0446	NHMC
35.3162	24.2096	NHMC
35.3271	25.0032	NHMC
34.8173	24.1068	NHMC
34.8422	24.0824	NHMC
34.8577	24.1076	NHMC
35.3112	25.5993	NHMC
35.0247	26.0669	NHMC
35.344	24.8742	NHMC
35.1829	25.4623	NHMC
35.3157	24.4615	NHMC
35.2937	24.1695	NHMC
35.3449	24.9991	NHMC
35.362	24.0808	NHMC
35.2565	23.823	NHMC
35.0127	24.8127	NHMC
35.3667	23.9143	NHMC
35.3093	24.3097	NHMC
35.1884	24.774	NHMC
34.9453	26.1412	NHMC
35.3501	24.9658	NHMC
35.2423	25.1146	NHMC
35.3326	23.974	NHMC
35.1824	25.5084	NHMC
34.9894	25.0857	NHMC
35.3247	23.9508	NHMC
35.286	24.332	NHMC
34.878	25.698	NHMC
35.2214	26.2148	NHMC
35.0977	26.2579	NHMC
35.3396	25.1299	NHMC
35.2828	24.586	NHMC
35.3181	25.1046	NHMC
35.2713	23.5468	NHMC
35.3391	25.0612	NHMC
34.8096	24.1152	NHMC
34.8443	24.088	NHMC
35.0491	25.6962	NHMC
35.2595	25.4285	NHMC
35.1716	24.9378	NHMC
35.254	24.1086	NHMC
35.2737	25.5631	NHMC
35.2548	26.2646	NHMC
35.263	25.4227	NHMC
35.3389	23.9853	NHMC
35.3598	24.0741	NHMC
35.3188	24.1942	NHMC
34.9599	25.0886	NHMC
35.1791	25.9151	NHMC
35.3385	25.0614	NHMC
35.0963	25.5424	NHMC
35.2126	25.599	NHMC
35.2342	25.4208	NHMC
35.3374	25.1543	NHMC
35.0182	24.7615	NHMC
35.3782266850001	23.85055213	Bibliography
35.282364	25.16503	Bibliography
35.234364	24.39944	Bibliography
35.2377	24.0852	Bibliography
35.33333	25.33333	Bibliography
35.03333	25.08333	Bibliography
35.5025	24.0025	Bibliography
35.084254	25.572981	Bibliography
34.847778	24.056944	Bibliography
35.150163	25.448379	Bibliography
35.055934	25.478012	Bibliography
35.188691	24.568537	Bibliography
35.107226	24.789813	Bibliography
35.31667	23.85	Bibliography
34.95	25.1	Bibliography
35.278909	24.583038	Bibliography
35.0972	25.5553	Bibliography
35.3779	23.9922	Bibliography
35.2105555555556	25.445	Bibliography
35.412174	23.643319	Bibliography
35.1486111111111	25.9241666666667	Bibliography
35.1158333333333	26.2194444444444	Bibliography
35.3155555555556	24.8186111111111	Bibliography
35.2444444444444	25.5175	Bibliography
35.0586111111111	25.9469444444444	Bibliography
35.1625	26.0405555555556	Bibliography
35.2452777777778	25.4261111111111	Bibliography
35.1094	25.8183	NHMC
35.2237	24.0331	NHMC
35.2338	24.018	NHMC
35.1674190270001	25.437658744	Bibliography
35.330588	25.208415	Bibliography
35.30111	24.45997	Bibliography
35.1112658660001	25.994809038	Bibliography
35.32804	25.20087	Bibliography
35.2125	25.531389	Bibliography
35.46852	23.80161	Bibliography
35.055	24.8086111111111	Bibliography
35.216667	25.533333	Bibliography
35.310744	24.609091	Bibliography
35.16551	25.45134	Bibliography
35.18797	25.619922	Bibliography
35.321571227	23.7468103640001	Bibliography
35.0941153910001	25.4733178610001	Bibliography
35.043601	25.475251	Bibliography
35.0793651	24.9816074	Bibliography
35.058333	24.752222	Bibliography
35.1915000000001	26.1494700000001	Bibliography
35.1875	24.7812	NHMC
35.1527	24.4736	NHMC
35.0798	25.5843	NHMC
35.3077	25.1528	NHMC
35.153	24.4726	NHMC
35.0929	25.59	NHMC
35.2919360650001	24.033388915	Bibliography
35.329605	23.980297	Bibliography
35.28333	24.058	Bibliography
35.211326	24.898225	Bibliography
35.2917	23.919	NHMC
35.2952	23.9083	NHMC
35.2953	24.0514	NHMC
35.2112	24.8975	NHMC
35.381	24.0337	NHMC
35.2687	24.0873	NHMC
35.3305	23.9812	NHMC
35.279	24.0541	NHMC
35.1999	24.7869	NHMC
35.2791	24.054	NHMC
35.3299	23.9803	NHMC
35.2785	24.0828	NHMC
35.2767	24.0545	NHMC
35.2102	24.7567	NHMC
35.5864338440001	23.5954894270001	Bibliography
35.6137	23.5809	NHMC
35.6642	23.7671	NHMC
35.5835	23.5953	NHMC
34.9304	24.0026	NHMC
34.9268	24.0042	NHMC
34.8552	24.0628	NHMC
34.8073	24.1193	NHMC
35.5737	23.599	NHMC
35.344127	26.18094	Bibliography
35.3275971	26.1728686999999	Bibliography
35.3758	26.1747	NHMC
35.50072	23.61461	Bibliography
35.232688685	24.4003297	Bibliography
35.0183813800001	25.333576915	Bibliography
34.9595528	24.8815650999999	Bibliography
35.46725	24.12565	Bibliography
35.113019535	25.903550377	Bibliography
35.52007	24.04618	Bibliography
35.1757917	26.0190059	Bibliography
35.34263	24.7682300000001	Bibliography
34.869146	25.70131188	Bibliography
35.32499	25.06566	Bibliography
35.13236	24.94995	Bibliography
35.2184199	25.2259917	Bibliography
35.20815	24.1699400000001	Bibliography
35.35571	24.5853900000001	Bibliography
35.13269	25.01946	Bibliography
34.876232	25.743902	Bibliography
34.9777657	24.8864003999999	Bibliography
35.2426562	24.6630162	Bibliography
35.07072	25.60288	Bibliography
35.22168	26.2160000000001	Bibliography
35.37026	24.7035	Bibliography
35.2863800000001	24.1811000000001	Bibliography
35.3587	24.57195	Bibliography
35.1788452	26.0958438999999	Bibliography
35.3200685	24.5308081	Bibliography
35.13791	25.0292	Bibliography
35.3829400000001	24.61956	Bibliography
35.0170569420001	24.802416356	Bibliography
35.074255	26.138758	Bibliography
35.336708414	25.083347067	Bibliography
35.3689076410001	24.6905259700001	Bibliography
35.19991	26.24979	Bibliography
35.286322	25.055895	Bibliography
35.32794	25.25826	Bibliography
35.0473098960001	24.8735372370001	Bibliography
35.3099881480001	23.536521137	Bibliography
35.01441	24.86901	Bibliography
35.012671	25.174356	Bibliography
35.2753	23.5369	Bibliography
35.4832	23.577	Bibliography
35.0499	26.2398	Bibliography
34.962086	25.090449	Bibliography
34.9543	25.1022	Bibliography
34.959	25.0904	Bibliography
34.951	25.0924	Bibliography
34.98333	25.08333	Bibliography
34.9834	25.2285	Bibliography
35.2422	24.7004	Bibliography
35.3093	24.7615	Bibliography
35.0138	25.3387	Bibliography
35.1761	24.6628	Bibliography
35.0431	25.7067	Bibliography
35.1716	24.9378	Bibliography
35.1091	25.8243	Bibliography
35.3269	24.279	Bibliography
35.1446	24.8836	Bibliography
35.0345	25.5833	Bibliography
35.0723	25.4487	Bibliography
35.0766	24.9922	Bibliography
35.0997	25.7032	Bibliography
34.9425	24.8286	Bibliography
35.1271	24.7305	Bibliography
35.1307	24.6262	Bibliography
35.2869	24.7473	Bibliography
35.1416	24.9107	Bibliography
35.4748	23.934	Bibliography
35.5729	23.5941	Bibliography
35.5584	23.6061	Bibliography
35.157	24.4661	Bibliography
35.2329	26.221	Bibliography
35.050342	26.197531	Bibliography
35.1107	25.4779	Bibliography
35.1292	25.4779	Bibliography
35.2106	24.7568	Bibliography
35.189567	24.80155	Bibliography
35.2687	24.0873	Bibliography
35.0641	24.75	NHMC
35.3028	25.1465	NHMC
35.2243	25.1445	Bibliography
34.9473	26.1262	NHMC
35.1193	26.2025	NHMC
35.3213	25.1574	NHMC
34.9195	26.1311	NHMC
35.08	25.8755	NHMC
35.2643	26.2638	NHMC
34.9308	24.9243	NHMC
35.3769	24.9625	NHMC
35.2686	24.0862	NHMC
35.0136	26.1303	NHMC
35.2867	25.0513	NHMC
35.2302	25.1408	NHMC
35.3321	24.2804	NHMC
35.0093	24.8667	NHMC
35.3391	25.1528	NHMC
35.3317	25.2639	NHMC
35.2958	25.2039	NHMC
35.2192	25.1453	NHMC
34.9534	26.1281	NHMC
35.164	25.4507	NHMC
35.5009	23.5787	NHMC
35.3598	24.099	NHMC
34.9889	25.2231	NHMC
35.2545	26.2642	NHMC
35.4023	24.8382	NHMC
35.1898	25.7164	NHMC
34.8761	25.7439	NHMC
35.2897	26.2908	NHMC
35.2308	25.4319	NHMC
35.2659	25.7433	NHMC
35.3441	26.1797	NHMC
35.3769	26.1743	NHMC
35.3273	26.1797	NHMC
35.3584	26.1784	NHMC
35.5053	23.563	NHMC
35.144141	25.02092	Bibliography
35.19046	25.22583	Bibliography
35.23159	24.98449	Bibliography
35.05789	25.20914	Bibliography
35.1062600000001	24.91204	Bibliography
35.01723	24.78017	Bibliography
35.281211	25.163863	Bibliography
35.3298576540001	25.333579065	Bibliography
35.0333	25.29109	Bibliography
35.444369012	25.1940715160001	Bibliography
35.2509	24.6322	Bibliography
34.9377	24.7548	Bibliography
35.1629	24.9313	Bibliography
35.2262	25.1498	NHMC
35.2187	25.1453	Bibliography
35.2543	25.1445	NHMC
35.2285	25.1456	Bibliography
35.3114	25.1422	NHMC
35.2117	24.8714	NHMC
35.3122	25.1423	NHMC
35.2171	25.1456	Bibliography
35.2263	25.1443	NHMC
35.2418	25.1148	Bibliography
35.0443	24.841	NHMC
35.2982	25.3441	NHMC
35.0324	25.288	NHMC
35.1446	24.8836	NHMC
34.9834	25.2285	NHMC
35.2045	24.8904	NHMC
35.1271	24.7305	NHMC
35.1761	24.6628	NHMC
35.1091	25.8243	NHMC
35.2401	24.7821	NHMC
35.2157	24.8743	NHMC
35.1461	25.5662	NHMC
35.2629	24.871	NHMC
35.0997	25.7032	NHMC
35.1619	24.4746	NHMC
35.361845486	23.6344553340001	Bibliography
35.1232	25.4764	NHMC
35.1074	25.5547	NHMC
35.334	25.3337	NHMC
35.3105	23.8482	NHMC
35.3737	24.0365	NHMC
35.3614	23.6361	NHMC
35.3237	23.9372	NHMC
35.2057	24.8065	NHMC
35.1229	26.0718	NHMC
35.1256	25.8746	NHMC
35.217	24.0868	NHMC
35.646	23.5771	NHMC
35.6028	25.5769	NHMC
35.512	24.01229	Bibliography
35.239803	23.928558	Bibliography
35.5107	23.57	NHMC
35.4152	24.8266	NHMC
35.3546	23.9972	NHMC
35.2677	24.0857	NHMC
35.3428	23.8976	NHMC
35.2829	23.9592	NHMC
35.5778	23.5858	NHMC
35.2947	24.1551	NHMC
35.3092	23.918	NHMC
35.5802	23.5886	NHMC
35.2404	23.9286	NHMC
35.3216	24.3251	NHMC
35.2409	24.1057	NHMC
35.3611	24.0753	NHMC
35.249	24.1233	NHMC
35.2352	24.1019	NHMC
35.1461	25.5552	NHMC
35.1132	25.4758	NHMC
35.2019	24.8449	NHMC
35.1226	25.4784	NHMC
35.2114	24.8969	NHMC
35.1463	25.4811	NHMC
34.9383219370001	26.1362094520001	Bibliography
35.1092697	25.8051977	Bibliography
35.115767561	26.219342473	Bibliography
34.938592	25.085672	Bibliography
35.2741	26.3405	NHMC
35.4469	25.2004	NHMC
34.943600000000004	26.1392	NHMC
35.1981	25.7312	NHMC
35.0971	26.2574	NHMC
35.2213	26.2173	NHMC
35.0238	26.0678	NHMC
35.435	25.2751	NHMC
35.1896	25.861	NHMC
35.0845	25.8372	NHMC
35.4402	25.2243	NHMC
34.9581	26.1323	NHMC
35.2003	25.73	NHMC
34.8712	25.702	NHMC
35.4462	25.1949	NHMC
35.269854	24.08701	Bibliography
35.2885	24.0742	NHMC
35.2906	24.0731	NHMC
35.224145	25.176152	Bibliography
35.238723	25.144379	Bibliography
35.304711	25.297715	Bibliography
35.19815	25.4934	Bibliography
35.3082534700001	25.5780130790001	Bibliography
35.145852113	25.4799399770001	Bibliography
35.2753	25.7078	NHMC
35.1272	25.6463	NHMC
35.3047	25.2976	NHMC
35.1926	24.7406	Bibliography
35.3395	25.0562	NHMC
35.361535	24.196345	Bibliography
35.3833333333333	24.8333333333333	Bibliography
35.2383333333333	24.2622222222222	Bibliography
35.3491666666667	23.9080555555556	Bibliography
35.2333333333333	24.8833333333333	Bibliography
35.2333333333333	24.8166666666667	Bibliography
35.2718562260001	23.5415282010001	Bibliography
35.3764828990001	24.7389865580001	Bibliography
35.4	23.95	Bibliography
35.48635	23.76214	Bibliography
35.2984272680001	24.838920398	Bibliography
35.4107255690001	23.681900806	Bibliography
35.1978563170001	25.4940736250001	Bibliography
35.3450351	24.9991079999999	Bibliography
35.51718	23.90673	Bibliography
