internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
155501,Tudorella ferruginea,"Cyclostoma ferruginea Lamarck, 1822",Cyclostoma,ferruginea,"Lamarck, 1822",,
155539,Pomatias canariensis,"Cyclostoma canariense d'Orbigny, 1840",Cyclostoma,canariense,"d'Orbigny, 1840",,
155539,Pomatias canariensis,"Cyclostomus adjunctus Mousson, 1872",Cyclostomus,adjunctus,"Mousson, 1872",,
155663,Pomatias palmensis,"Cyclostoma canariense var. palmensis Wollaston, 1878",Cyclostoma,canariense,,variety,"Wollaston, 1878"
155672,Pomatias lanzarotensis,"Cyclostoma canariense  var. lanzarotensis Wollaston, 1878",Cyclostoma,canariense ,,variety,"Wollaston, 1878"
155943,Pomatias laevigatus,"Cyclostoma laevigatum Webb & Berthelot, 1833",Cyclostoma,laevigatum,"Webb & Berthelot, 1833",,
157118,Theba macandrewiana,"Helix mac-andrewiana L. Pfeiffer, 1853",Helix,mac-andrewiana,"L. Pfeiffer, 1853",,
157118,Theba macandrewiana,"Theba pisana ssp. ustulata Lowe, 1852",Theba,pisana,,subspecies,"Lowe, 1852"
157118,Theba macandrewiana,"Helix ustulata R.T Lowe, 1852",Helix,ustulata,"R.T Lowe, 1852",,
157118,Theba macandrewiana,"Helix macandrewiana L. Pfeiffer, 1853",Helix,macandrewiana,"L. Pfeiffer, 1853",,
162144,Anthyllis hystrix,Anthyllis hermanniae L. var. hystrix Barceló,Anthyllis,hermanniae,L.,variety,Barceló
162229,Ophrys melitensis,Ophrys sphegodes Mill. subsp. melitensis Salk.,Ophrys,sphegodes,Mill.,subspecies (plantae),Salk.
162910,Chtenopteryx sicula,"Chtenopteryx chuni Pfeffer, 1912",Chtenopteryx,chuni,"Pfeffer, 1912",,
162963,Muusoctopus pseudonymus,"Benthoctopus pseudonymus (Grimpe, 1922)",Benthoctopus,pseudonymus,"(Grimpe, 1922)",,
163079,Mastigoteuthis atlantica,"Mastigoteuthis iselini MacDonald & Clench,1934",Mastigoteuthis,iselini,"MacDonald & Clench,1934",,
165121,Lycopodium madeirense,Diphasiastrum madeirense (J.H.Wilce) Holub,Diphasiastrum,madeirense,(J.H.Wilce) Holub,,
165121,Lycopodium madeirense,Diphasium madeirense (J.H.Wilce) Rothm.,Diphasium,madeirense,(J.H.Wilce) Rothm.,,
165231,Asplenium azoricum,Asplenium trichomanes L. fma. azoricum Milde,Asplenium,trichomanes,L.,forma,Milde
170828,Bulgarica iniucunda,"Laciniaria iniucunda R.A. Brandt, 1962",Laciniaria,iniucunda,"R.A. Brandt, 1962",,
170829,Micridyla pinteri,"Idyla pinteri H. Nordsieck, 1973",Idyla,pinteri,"H. Nordsieck, 1973",,
170831,Delima blanda,"Clausilia blanda Rossmassler, 1836",Clausilia,blanda,"Rossmassler, 1836",,
170832,Delima piceata,"Clausilia adaucta (Porro in A. Villa & G. Villa, 1841)",Clausilia,adaucta,"(Porro in A. Villa & G. Villa, 1841)",,
170832,Delima piceata,"Clausilia piceata Rossmässler, 1836 ssp. gularis (Kuster, 1876)",Clausilia,piceata,"Rossmässler, 1836",subspecies,"(Kuster, 1876)"
170832,Delima piceata,"Clausilia piceata (Rossmässler, 1836)",Clausilia,piceata,"(Rossmässler, 1836)",,
170834,Albinaria confusa,"Clausilia confusa O. Boettger, 1878",Clausilia,confusa,"O. Boettger, 1878",,
170835,Oxychilus miguelinus,"Zonites miguelinus L. Pfeiffer, 1856",Zonites,miguelinus,"L. Pfeiffer, 1856",,
170838,Inchoatia inchoata,"Sericata inchoata (O. Boettger, 1889)",Sericata,inchoata,"(O. Boettger, 1889)",,
170838,Inchoatia inchoata,"Clausilia inchoata O. Boettger, 1889",Clausilia,inchoata,"O. Boettger, 1889",,
170839,Limax polipunctatus,"Limax raripunctatus Pollonera, 1888",Limax,raripunctatus,"Pollonera, 1888",,
170841,Charpentieria spezialensis,Delima (Priodelima) specialensis nomen nudum Ehrmann,Delima (Priodelima),specialensis nomen nudum,Ehrmann,,
170841,Charpentieria spezialensis,"Siciliaria spezialensis H. Nordsieck, 1984",Siciliaria,spezialensis,"H. Nordsieck, 1984",,
170842,Ferussacia valida,"Cionella  valida Mousson, 1972",Cionella ,valida,"Mousson, 1972",,
170850,Charpentieria calcarae,"Clausilia adelinae Kuester, 1860",Clausilia,adelinae,"Kuester, 1860",,
170850,Charpentieria calcarae,Clausilia brugnoneana Pini 1884,Clausilia,brugnoneana,Pini 1884,,
170850,Charpentieria calcarae,"Clausilia calcarae var. nodosa Westerlund, 1892",Clausilia,calcarae var. nodosa,"Westerlund, 1892",,
170850,Charpentieria calcarae,"Charpentieria subsolida Monterosato, 1892",Charpentieria,subsolida,"Monterosato, 1892",,
170851,Bulgarica fritillaria,"Bulgarica curta A.J. Wagner, 1911",Bulgarica,curta,"A.J. Wagner, 1911",,
170856,Atlantica textilis,"Discus textilis (Shuttleworth, 1852)",Discus,textilis,"(Shuttleworth, 1852)",,
170856,Atlantica textilis,"Helix textilis Shuttleworth, 1852",Helix,textilis,"Shuttleworth, 1852",,
170863,Zonites labiosus,"Zonites kumanensis Pfeiffer, 1930",Zonites,kumanensis,"Pfeiffer, 1930",,
170863,Zonites labiosus,"Zonites olympicus Pfeiffer, 1930",Zonites,olympicus,"Pfeiffer, 1930",,
170864,Dilataria marcki,"Clausila marcki L. Pfeiffer, 1869",Clausila,marcki,"L. Pfeiffer, 1869",,
170864,Dilataria marcki,"Dilataria marcki (Zelebor, 1868)",Dilataria,marcki,"(Zelebor, 1868)",,
170867,Albinaria menelaus,"Clausilia menelaus E. von Martens, 1873",Clausilia,menelaus,"E. von Martens, 1873",,
170871,Amphorella hypselia,"Achatina producta (Lowe, 1852)",Achatina,producta,"(Lowe, 1852)",,
170871,Amphorella hypselia,"Ferussacia hypselia (Pilsbry, 1909)",Ferussacia,hypselia,"(Pilsbry, 1909)",,
170871,Amphorella hypselia,"Ferrussacia producta (Lowe,1852)",Ferrussacia,producta,"(Lowe,1852)",,
170871,Amphorella hypselia,"Glandina  producta (Lowe,1852)",Glandina ,producta,"(Lowe,1852)",,
170871,Amphorella hypselia,"Lovea producta (Lowe,1852)",Lovea,producta,"(Lowe,1852)",,
170875,Spelaeodiscus hauffeni,"Helix hauffeni F. Schmidt, 1855",Helix,hauffeni,"F. Schmidt, 1855",,
170876,Retinella osoriensis,"Hyalina osoriensis Wollaston, 1878",Hyalina,osoriensis,"Wollaston, 1878",,
170877,Aegopis compressus,"Helix compressus Rossmassler, 1836",Helix,compressus,"Rossmassler, 1836",,
170877,Aegopis compressus,"Aegopis compressus subsp. deplanatus Kobelt, 1899",Aegopis,compressus subsp. deplanatus,"Kobelt, 1899",,
170877,Aegopis compressus,"Aegopis compressus subsp. lardeus Kobelt, 1898",Aegopis,compressus subsp. lardeus,"Kobelt, 1898",,
170881,Delima subcylindrica,"Clausilia subcylindrica Rossmassler, 1836",Clausilia,subcylindrica,"Rossmassler, 1836",,
170881,Delima subcylindrica,"Clausilia geophila L. Pfeiffer, 1848",Clausilia,geophila,"L. Pfeiffer, 1848",,
170881,Delima subcylindrica,"Clausilia pupaeformis A. Schmidt, 1868",Clausilia,pupaeformis,"A. Schmidt, 1868",,
170881,Delima subcylindrica,"Clausilia pupula Kuster, 1876",Clausilia,pupula,"Kuster, 1876",,
170881,Delima subcylindrica,"Clausilia salambonica Charpentier, 1852",Clausilia,salambonica,"Charpentier, 1852",,
170882,Albinaria nivea,"Clausilia nivea L. Pfeiffer, 1854",Clausilia,nivea,"L. Pfeiffer, 1854",,
170891,Oxychilus fuscosus,"Zonites alleryi Paulucci, 1878",Zonites,alleryi,"Paulucci, 1878",,
170893,Isabellaria abyssoclista,"Clausilia abyssoclista O. Boettger, 1883",Clausilia,abyssoclista,"O. Boettger, 1883",,
170893,Isabellaria abyssoclista,"Sericata abyssoclista (O. Boettger, 1883)",Sericata,abyssoclista,"(O. Boettger, 1883)",,
170894,Boettgeria depauperata,"Clausilia gracilima Paiva, 1867",Clausilia,gracilima,"Paiva, 1867",,
170894,Boettgeria depauperata,"Clausilia depauperata R.T. Lowe, 1855",Clausilia,depauperata,"R.T. Lowe, 1855",,
170905,Alopia livida,"Clausilia livida Menke, 1828",Clausilia,livida,"Menke, 1828",,
170906,Alopia subcosticollis,"Alopia occulta von Kimakowicz, 1931",Alopia,occulta,"von Kimakowicz, 1931",,
170906,Alopia subcosticollis,"Clausilia subcosticollis A. Schmidt, 1868",Clausilia,subcosticollis,"A. Schmidt, 1868",,
170910,Tandonia jablanacensis,"Milax jablanacensis H. Wagner, 1930",Milax,jablanacensis,"H. Wagner, 1930",,
170915,Carinigera dextrorsa,"Sericata dextrorsa (O. Boettger, 1877)",Sericata,dextrorsa,"(O. Boettger, 1877)",,
170915,Carinigera dextrorsa,"Clausilia dextrorsa O. Boettger, 1877",Clausilia,dextrorsa,"O. Boettger, 1877",,
170922,Allaegopis jonicus,"Aegopis jonicus Käufel, 1930",Aegopis,jonicus,"Käufel, 1930",,
170933,Alopia nixa,"Alopia fussi (M. von Kimakowicz, 1894)",Alopia,fussi,"(M. von Kimakowicz, 1894)",,
170935,Carinigera praecipua,"Isabellaria praecipua Sajó, 1968",Isabellaria,praecipua,"Sajó, 1968",,
170936,Hypnophila cylindrica,"Bulimus cylindraceus Calcara, 1840",Bulimus,cylindraceus,"Calcara, 1840",,
170941,Herilla pavlovici,"Alopia pavlovici A.J. Wagner, 1914",Alopia,pavlovici,"A.J. Wagner, 1914",,
170949,Alopia plumbea,"Clausilia plumbea Rossmassler, 1839",Clausilia,plumbea,"Rossmassler, 1839",,
170957,Isabellaria isabellina,"Clausilia isabellina L. Pfeiffer, 1842",Clausilia,isabellina,"L. Pfeiffer, 1842",,
170957,Isabellaria isabellina,"Clausilia aeginae Westerlund, 1890",Clausilia,aeginae,"Westerlund, 1890",,
170957,Isabellaria isabellina,"Clausilia reeveana L. Pfeiffer, 1850",Clausilia,reeveana,"L. Pfeiffer, 1850",,
170961,Retinella circumsessa,"Helix circumsessa Shuttleworth, 1852",Helix,circumsessa,"Shuttleworth, 1852",,
170970,Oxychilus volutella,"Zonites volutella L. Pfeiffer, 1856",Zonites,volutella,"L. Pfeiffer, 1856",,
170972,Medora armata,"Clausilia armata Kuster, 1844",Clausilia,armata,"Kuster, 1844",,
170972,Medora armata,"Clausilia cancellata Schmidt, 1868",Clausilia,cancellata,"Schmidt, 1868",,
170972,Medora armata,"Clausilia clathra L. Pfeiffer, 1868",Clausilia,clathra,"L. Pfeiffer, 1868",,
170972,Medora armata,"Clausilia clathrata Westerlund, 1878",Clausilia,clathrata,"Westerlund, 1878",,
170972,Medora armata,"Clausilia lanzai L. Pfeiffer, 1857",Clausilia,lanzai,"L. Pfeiffer, 1857",,
170972,Medora armata,"Clausilia scalarina Moellendorff, 1873",Clausilia,scalarina,"Moellendorff, 1873",,
170977,Coilostele acus,"Coelostele castroiana Bourguignat, 1880",Coelostele,castroiana,"Bourguignat, 1880",,
170977,Coilostele acus,"Bulimus acus L. Pfeiffer, 1854",Bulimus,acus,"L. Pfeiffer, 1854",,
170977,Coilostele acus,"Coelostele hispanica Bourguinat, 1880",Coelostele,hispanica,"Bourguinat, 1880",,
170977,Coilostele acus,"Coelostele laevigata Bourguignat, 1880",Coelostele,laevigata,"Bourguignat, 1880",,
170977,Coilostele acus,"Coelostele tumidula Bourguignat, 1880",Coelostele,tumidula,"Bourguignat, 1880",,
170977,Coilostele acus,"Coelostele letourneuxiana Bourguignat, 1880",Coelostele,letourneuxiana,"Bourguignat, 1880",,
170977,Coilostele acus,"Coelostele raphidia Bourguignat, 1880",Coelostele,raphidia,"Bourguignat, 1880",,
170977,Coilostele acus,"Coelostele servaini Bourguignat, 1880",Coelostele,servaini,"Bourguignat, 1880",,
170977,Coilostele acus,"Subulona anarum Altimiras and Bech, 2000",Subulona,anarum,"Altimiras and Bech, 2000",,
170978,Carinigera tantilla,"Albinaria tantilla R.A. Brandt, 1972",Albinaria,tantilla,"R.A. Brandt, 1972",,
170978,Carinigera tantilla,"Sericata tantilla (R.A. Brandt, 1972)",Sericata,tantilla,"(R.A. Brandt, 1972)",,
170985,Delima albocincta,"Delima minor Kuster, 1876",Delima,minor,"Kuster, 1876",,
170985,Delima albocincta,"Delima maxima Kuster, 1876",Delima,maxima,"Kuster, 1876",,
170985,Delima albocincta,"Delima excissilabris Strobel, 1854",Delima,excissilabris,"Strobel, 1854",,
170985,Delima albocincta,"Delima petrina Westerlund, 1878",Delima,petrina,"Westerlund, 1878",,
170985,Delima albocincta,"Clausilia albocincta L. Pfeiffer, 1841",Clausilia,albocincta,"L. Pfeiffer, 1841",,"Kuster, 1876"
170988,Gibbulinella dealbata,"Pupa  dealbata Webb & Berthelot, 1833",Pupa ,dealbata,"Webb & Berthelot, 1833",,
170990,Medora stenostoma,"Clausilia stenostoma Rossmassler, 1839",Clausilia,stenostoma,"Rossmassler, 1839",,
171000,Montenegrina stankovici,"Delima stankovici Urbański, 1960",Delima,stankovici,"Urbański, 1960",,
171007,Graciliaria inserta,"Clausilia concilians E.A. Bielz, 1853",Clausilia,concilians,"E.A. Bielz, 1853",,
171007,Graciliaria inserta,"Clausilia undulata L. Pfeiffer, 1848",Clausilia,undulata,"L. Pfeiffer, 1848",,
171007,Graciliaria inserta,"Clausilia inserta Porro, 1841",Clausilia,inserta,"Porro, 1841",,
171007,Graciliaria inserta,"Clausilia concilians ssp. ettingeri A. Schmidt, 1856",Clausilia,concilians,,subspecies,"A. Schmidt, 1856"
171010,Vermetum festinans,"Zonites festinans Shuttleworth, 1852",Zonites,festinans,"Shuttleworth, 1852",,
171014,Inchoatia regina,"Sericata regina Nordsieck, 1972",Sericata,regina,"Nordsieck, 1972",,
171015,Cibinia nana,"Deceballia nana Grossu, 1969",Deceballia,nana,"Grossu, 1969",,
171015,Cibinia nana,"Daudebardia nana (Grossu, 1969)",Daudebardia,nana,"(Grossu, 1969)",,
171018,Bulgarica pindica,"Bulgarica vetusta ssp. pindica Nordsieck, 1974",Bulgarica,vetusta,,subspecies,"Nordsieck, 1974"
171032,Charpentieria septemplicata,Clausilia sericina  Rossmässler 1836,Clausilia,sericina ,Rossmässler 1836,,
171032,Charpentieria septemplicata,"Clausilia septemplicata var. prasina Schmidt, 1868",Clausilia,septemplicata var. prasina,"Schmidt, 1868",,
171032,Charpentieria septemplicata,"Clausilia rubra Benoit, 1882",Clausilia,rubra,"Benoit, 1882",,
171033,Charpentieria grohmanniana,"Clausilia grohmanniana var. minor Schmidt, 1868",Clausilia,grohmanniana var. minor,"Schmidt, 1868",,
171033,Charpentieria grohmanniana,"Clausilia grohmanniana var. panormitana Paulucci, 1878",Clausilia,grohmanniana var. panormitana,"Paulucci, 1878",,
171033,Charpentieria grohmanniana,"Claussilia crassilabris Monterosato, 1894",Claussilia,crassilabris,"Monterosato, 1894",,
171046,Carinigera liebegottae,"Sericata liebegottae H. Nordsieck, 1984",Sericata,liebegottae,"H. Nordsieck, 1984",,
171059,Oxychilus uziellii,"Oxychilus genei Westerlund, 1887",Oxychilus,genei,"Westerlund, 1887",,
171060,Vallatia vallata,"Isabellaria vallata (Mousson, 1859)",Isabellaria,vallata,"(Mousson, 1859)",,
171060,Vallatia vallata,"Clausilia vallata Mousson, 1859",Clausilia,vallata,"Mousson, 1859",,
171060,Vallatia vallata,"Clausilia biplex Westerlund, 1884",Clausilia,biplex,"Westerlund, 1884",,
171062,Oxychilus canini,"Helix testae Philippi, 1844",Helix,testae,"Philippi, 1844",,
171062,Oxychilus canini,"Hyalocornea rossmaessleri Westerlund, 1876",Hyalocornea,rossmaessleri,"Westerlund, 1876",,
171062,Oxychilus canini,"Helix canini Benoit, 1843",Helix,canini,"Benoit, 1843",,
171067,Janulus pompylius,"Helix pompylia Shuttleworth, 1852",Helix,pompylia,"Shuttleworth, 1852",,
171075,Sciocochlea collasi,"Serrulina collasi Sturany, 1904",Serrulina,collasi,"Sturany, 1904",,
171077,Leucostigma candidescens,"Clausilia marsicana Tiberi, 1872",Clausilia,marsicana,"Tiberi, 1872",,
171077,Leucostigma candidescens,"Clausilia leucostigma var. bulimella Paulucci, 1878",Clausilia,leucostigma,,variety,"Paulucci, 1878"
171077,Leucostigma candidescens,"Clausilia vestina Tiberi, 1872",Clausilia,vestina,"Tiberi, 1872",,
171077,Leucostigma candidescens,"Clausilia ominosa Rossmässler, 1835",Clausilia,ominosa,"Rossmässler, 1835",,
171077,Leucostigma candidescens,"Clausilia candidilabris (Porro, 1841)",Clausilia,candidilabris,"(Porro, 1841)",,
171080,Tandonia dalmatina,"Amalia dalmatina Simroth, 1900",Amalia,dalmatina,"Simroth, 1900",,
171081,Sphincterochila insularis,"Cerigottella insularis O. Boettger, 1894",Cerigottella,insularis,"O. Boettger, 1894",,
171084,Macedonica pirotana,"Clausiliastra pirotana Pavlović, 1912",Clausiliastra,pirotana,"Pavlović, 1912",,
171087,Oxychilus lathyri,"Zonites lathyri J. Mabille, 1869",Zonites,lathyri,"J. Mabille, 1869",,
171088,Schistophallus oscari,"Hyalina tumida M. von Kimakowicz, 1890",Hyalina,tumida,"M. von Kimakowicz, 1890",,
171092,Laciniaria bajula,"Clausilia bajula A. Schmidt, 1868",Clausilia,bajula,"A. Schmidt, 1868",,
171094,Retinella rochebruni,"Hyalina rochebruni J. Mabille, 1882",Hyalina,rochebruni,"J. Mabille, 1882",,
171098,Ferussacia tumidula,"Lovea lanzarotensis var. ß tumidula Wollaston, 1878",Lovea,lanzarotensis var. ß tumidula,"Wollaston, 1878",,
171104,Oxychilus spectabilis,"Hyalinia spectabilis Milne-Edwards, 1885",Hyalinia,spectabilis,"Milne-Edwards, 1885",,
171104,Oxychilus spectabilis,"Atlantoxychilus spectabilis (H. Milne-Edwards, 1885)",Atlantoxychilus,spectabilis,"(H. Milne-Edwards, 1885)",,
171109,Bulgarica pavlovici,"Clausilia pygmaea Moellendorff, 1873",Clausilia,pygmaea,"Moellendorff, 1873",,
171112,Atlantica retexta,"Atlantica retextus (Shuttleworth, 1852)",Atlantica,retextus,"(Shuttleworth, 1852)",,
171112,Atlantica retexta,"Helix retextus Shuttleworth, 1852",Helix,retextus,"Shuttleworth, 1852",,
171112,Atlantica retexta,"Discus retextus (Shuttleworth, 1852)",Discus,retextus,"(Shuttleworth, 1852)",,
171113,Cibinia transsilvanica,"Daudebardia transsilvanica Bielz, 1859",Daudebardia,transsilvanica,"Bielz, 1859",,
171114,Ferussacia attenuata,"Cionella attenuata Mousson, 1872",Cionella,attenuata,"Mousson, 1872",,
171123,Isabellaria perplana,"Clausilia perplana O. Boettger, 1877",Clausilia,perplana,"O. Boettger, 1877",,
171139,Atlantica gomerensis,"Discus (Gonyodiscus?) gomerensis Rähle, 1994",Discus (Gonyodiscus?),gomerensis,"Rähle, 1994",,
171139,Atlantica gomerensis,"Discus gomerensis Rähle, 1994",Discus,gomerensis,"Rähle, 1994",,
171142,Ferussacia vitrea,"Achatina vitrea Webb & Berthelot, 1833",Achatina,vitrea,"Webb & Berthelot, 1833",,
171144,Delima pellucida,"Clausilia pellucida L. Pfeiffer, 1848",Clausilia,pellucida,"L. Pfeiffer, 1848",,
171144,Delima pellucida,"Clausilia kutschigii L. Pfeiffer, 1848",Clausilia,kutschigii,"L. Pfeiffer, 1848",,
171144,Delima pellucida,"Clausilia signata Charpentier, 1852",Clausilia,signata,"Charpentier, 1852",,
171144,Delima pellucida,"Clausilia stossichi O. Boettger, 1877",Clausilia,stossichi,"O. Boettger, 1877",,
171144,Delima pellucida,"Clausilia villisichii Strobel, 1854",Clausilia,villisichii,"Strobel, 1854",,
171145,Arion iratii,"Arion iratii Garrido, Castillejo & Iglesias, 1995",Arion,iratii,"Garrido, Castillejo & Iglesias, 1995",,
171153,Albinaria krueperi,"Clausilia krueperi L. Pfeiffer, 1866",Clausilia,krueperi,"L. Pfeiffer, 1866",,
171154,Charpentieria tiberii,Clausilia tiberiana  Paulucci 1878,Clausilia,tiberiana ,Paulucci 1878,,
171156,Alopia glauca,"Clausilia glauca Bielz, 1853",Clausilia,glauca,"Bielz, 1853",,
171156,Alopia glauca,"Alopia unipalatalis von Kimakowicz, 1883",Alopia,unipalatalis,"von Kimakowicz, 1883",,
171156,Alopia glauca,"Clausilia binodis von Kimakowicz, 1894",Clausilia,binodis,"von Kimakowicz, 1894",,
171156,Alopia glauca,"Clausilia latens Pfeiffer, 1853",Clausilia,latens,"Pfeiffer, 1853",,
171156,Alopia glauca,"Clausilia striolata Bielz, 1859",Clausilia,striolata,"Bielz, 1859",,
171158,Gyralina tarabosensis,"Spelaeopatula tarabosensis Riedel, 1970",Spelaeopatula,tarabosensis,"Riedel, 1970",,
171161,Mediterranea polygyra,Hyalina oropaensis Westerlund 1886,Hyalina,oropaensis Westerlund 1886,,,
171163,Alopia meschendorferi,"Clausilia meschendorferi E.A. Bielz, 1858",Clausilia,meschendorferi,"E.A. Bielz, 1858",,
171168,Pyrgella leacociana,"Achatina leacociana R.T. Lowe, 1852",Achatina,leacociana,"R.T. Lowe, 1852",,
171171,Oxychilus majori,"Oxychilus argentaricus Giusti, 1968",Oxychilus,argentaricus,"Giusti, 1968",,
171171,Oxychilus majori,"Hyalinia majori Paulucci, 1886",Hyalinia,majori,"Paulucci, 1886",,
171191,Oxychilus courquini,"Ortizius courquini Bourguignat, 1870",Ortizius,courquini,"Bourguignat, 1870",,
171202,Laciniaria macilenta,"Laciniaria despotina P. Hesse, 1912",Laciniaria,despotina,"P. Hesse, 1912",,
171202,Laciniaria macilenta,"Clausilia pupilla Westerlund, 1884",Clausilia,pupilla,"Westerlund, 1884",,
171209,Arion urbiae,"Arion anguloi Martín and Gómez,1988",Arion,anguloi,"Martín and Gómez,1988",,
171215,Carinigera thessalonica,"Isabellaria thessalonica (H. Nordsieck, 1972)",Isabellaria,thessalonica,"(H. Nordsieck, 1972)",,
171216,Macedonica guicciardii,"Clausilia guicciardii Roth, 1856",Clausilia,guicciardii,"Roth, 1856",,
171217,Albinaria contaminata,"Clausilia contaminata Rossmassler, 1835",Clausilia,contaminata,"Rossmassler, 1835",,
171220,Carinigera chelidromia,"Isabellaria chelidromia (O. Boettger, 1889)",Isabellaria,chelidromia,"(O. Boettger, 1889)",,
171220,Carinigera chelidromia,"Clausilia chelidromia O. Boettger, 1889",Clausilia,chelidromia,"O. Boettger, 1889",,
171223,Carinigera calabacensis,"Sericata calabacensis (Westerlund, 1892)",Sericata,calabacensis,"(Westerlund, 1892)",,
171223,Carinigera calabacensis,"Clausilia calabacensis Westerlund, 1892",Clausilia,calabacensis,"Westerlund, 1892",,
171224,Alopia nefasta,"Alopia zagani Szekeres, 1969",Alopia,zagani,"Szekeres, 1969",,
171224,Alopia nefasta,"Alopia helenae M. von Kimakowicz, 1928",Alopia,helenae,"M. von Kimakowicz, 1928",,
171226,Limax veronensis,"Limax subalpinus Lessona, 1880 var. veronensis Lessona & Pollonera, 1882",Limax,subalpinus,"Lessona, 1880",variety,"Lessona & Pollonera, 1882"
171232,Medora italiana,"Clausilia italiana Kuster, 1847",Clausilia,italiana,"Kuster, 1847",,
171236,Isabellaria bathyclista,"Clausilia bathyclista O. Boettger, 1879",Clausilia,bathyclista,"O. Boettger, 1879",,
171236,Isabellaria bathyclista,"Clausilia minor O. Boettger, 1879",Clausilia,minor,"O. Boettger, 1879",,
171236,Isabellaria bathyclista,"Sericata bathyclista (O. Boettger, 1879)",Sericata,bathyclista,"(O. Boettger, 1879)",,
171239,Mediterranea ionica,"Hyalina eudaedalaea Hesse, 1882",Hyalina,"eudaedalaea Hesse, 1882",,,
171241,Albinaria hians,"Clausilia hians O. Boettger, 1878",Clausilia,hians,"O. Boettger, 1878",,
171250,Albinaria petrosa,"Albinaria bigibbosula Westerlund, 1878",Albinaria,bigibbosula,"Westerlund, 1878",,
171250,Albinaria petrosa,"Clausilia petrosa Pfeiffer, 1849",Clausilia,petrosa,"Pfeiffer, 1849",,
171261,Janulus bifrons,"Helix bifrons R.T. Lowe, 1831",Helix,bifrons,"R.T. Lowe, 1831",,
171262,Cochlodina meisneriana,"Clausilia meisneriana Shuttleworth, 1843",Clausilia,meisneriana,"Shuttleworth, 1843",,
171264,Protoherilla mirabilis,"Taraclausilia mirabilis H. Nordsieck, 1972",Taraclausilia,mirabilis,"H. Nordsieck, 1972",,
171267,Balea kaeufeli,"Laciniaria kaeufeli R.A. Brandt, 1962",Laciniaria,kaeufeli,"R.A. Brandt, 1962",,
171271,Oxychilus tropidophorus,"Zonites tropidophorus  J. Mabille, 1869",Zonites,tropidophorus," J. Mabille, 1869",,
171274,Charpentieria ernae,"Siciliaria ernae Fauer, 1978",Siciliaria,ernae,"Fauer, 1978",,
171277,Ferussacia submajor,"Lovea vitrea var. ß submajor Wollaston, 1878",Lovea,vitrea var. ß submajor,"Wollaston, 1878",,
171278,Isabellaria thermopylarum,"Clausilia thermopylarum L. Pfeiffer, 1849",Clausilia,thermopylarum,"L. Pfeiffer, 1849",,
171278,Isabellaria thermopylarum,"Clausilia venusta A. Schmidt, 1868",Clausilia,venusta,"A. Schmidt, 1868",,
171278,Isabellaria thermopylarum,"Clausilia pusilla Westerlund & Blanc, 1879",Clausilia,pusilla,"Westerlund & Blanc, 1879",,
171278,Isabellaria thermopylarum,"Clausilia coarctata Westerlund, 1878",Clausilia,coarctata,"Westerlund, 1878",,
171278,Isabellaria thermopylarum,"Clausilia trisuturalis O. Boettger, 1886",Clausilia,trisuturalis,"O. Boettger, 1886",,
171280,Zonites kobelti,"Zonites graeca Kobelt, 1876",Zonites,graeca,"Kobelt, 1876",,
171280,Zonites kobelti,"Zonites hellenicus Pfeffer, 1930",Zonites,hellenicus,"Pfeffer, 1930",,
171282,Bulgarica fraudigera,"Bulgarica rhodopensis A.J. Wagner, 1911",Bulgarica,rhodopensis,"A.J. Wagner, 1911",,
171286,Alopia pomatias,"Alopia soosiana Agócsy &amp; Pócs, 1961",Alopia,soosiana,"Agócsy &amp; Pócs, 1961",,
171286,Alopia pomatias,"Clausilia pomatias L. Pfeiffer, 1868",Clausilia,pomatias,"L. Pfeiffer, 1868",,
171291,Oxychilus obscuratus,"Helix  obscurata  Porro, 1841",Helix ,obscurata ,"Porro, 1841",,
171296,Albinaria grisea,"Clausilia thiesseana Boettger, 1878",Clausilia,thiesseana,"Boettger, 1878",,
171298,Albinaria broemmei,"Clausilia broemmei O. Boettger, 1892",Clausilia,broemmei,"O. Boettger, 1892",,
171299,Carinigera leucorhaphe,"Clausilia leucorhaphe O. Boettger, 1878",Clausilia,leucorhaphe,"O. Boettger, 1878",,
171299,Carinigera leucorhaphe,"Isabellaria leucoraphe (O. Boettger, 1878)",Isabellaria,leucoraphe,"(O. Boettger, 1878)",,
171300,Isabellaria sericata,"Sericata sericata (L. Pfeiffer, 1850)",Sericata,sericata,"(L. Pfeiffer, 1850)",,
171300,Isabellaria sericata,"Clausilia sericata L. Pfeiffer, 1850",Clausilia,sericata,"L. Pfeiffer, 1850",,
171300,Isabellaria sericata,"Clausilia ejecta Westerlund, 1901",Clausilia,ejecta,"Westerlund, 1901",,
171300,Isabellaria sericata,"Clausilia senex O. Boettger, 1878",Clausilia,senex,"O. Boettger, 1878",,
171300,Isabellaria sericata,"Clausilia bifilosa O. Boettger, 1878",Clausilia,bifilosa,"O. Boettger, 1878",,
171300,Isabellaria sericata,"Clausilia albofilosa Westerlund, 1884",Clausilia,albofilosa,"Westerlund, 1884",,
171300,Isabellaria sericata,"Clausilia delphica Westerlund, 1884",Clausilia,delphica,"Westerlund, 1884",,
171301,Montenegrina cattaroensis,"Clausilia cattaroensis Rossmässler, 1835",Clausilia,cattaroensis,"Rossmässler, 1835",,
