assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
1317710,170852,Arion atripunctatus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ARIONIDAE,Arion,atripunctatus,,,,"Dumont &amp; Mortillet, 1853",Data Deficient,,3.1,Unknown,Global & Europe
1317766,170856,Atlantica textilis,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,DISCIDAE,Atlantica,textilis,,,,"(Shuttleworth, 1852)",Data Deficient,,3.1,Unknown,Global & Europe
1317780,170857,Limax canapicianus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,LIMACIDAE,Limax,canapicianus,,,,"Pollonera, 1885",Data Deficient,,3.1,Unknown,Global & Europe
1317808,170859,Virpazaria backhuysi,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,STROBILOPSIDAE,Virpazaria,backhuysi,,,,"E. Gittenberger, 1969",Near Threatened,B1a+2a; D2,3.1,Unknown,Global & Europe
1317836,170861,Macedonica schatzmayri,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Macedonica,schatzmayri,,,,"(A.J. Wagner, 1914)",Least Concern,,3.1,Stable,Global & Europe
1317864,170863,Zonites labiosus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ZONITIDAE,Zonites,labiosus,,,,"Westerlund, 1893",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global & Europe
1317878,170864,Dilataria marcki,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Dilataria,marcki,,,,"(L. Pfeiffer, 1868)",Least Concern,,3.1,Unknown,Global & Europe
1317906,170866,Carpathica denticulata,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,OXYCHILIDAE,Carpathica,denticulata,,,,"Grossu, 1969",Data Deficient,,3.1,Stable,Global & Europe
1317920,170867,Albinaria menelaus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Albinaria,menelaus,,,,"(E. von Martens, 1873)",Least Concern,,3.1,Unknown,Global & Europe
1317962,170870,Albinaria vrondamasa,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Albinaria,vrondamasa,,,,"(E. Gittenberger, 1987)",Vulnerable,D2,3.1,Unknown,Global & Europe
1317976,170871,Amphorella hypselia,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,FERUSSACIIDAE,Amphorella,hypselia,,,,"(Pilsbry, 1909)",Vulnerable,D2,3.1,Stable,Global & Europe
1318062,170875,Spelaeodiscus hauffeni,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,SPELAEODISCIDAE,Spelaeodiscus,hauffeni,,,,"(F. Schmidt, 1855)",Least Concern,,3.1,Stable,Global & Europe
1318076,170876,Retinella osoriensis,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,OXYCHILIDAE,Retinella,osoriensis,,,,"(Wollaston, 1878)",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global & Europe
1318090,170877,Aegopis compressus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ZONITIDAE,Aegopis,compressus,,,,"(Rossmässler, 1836)",Least Concern,,3.1,Stable,Global & Europe
1318104,170878,Balcanodiscus beroni,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ZONITIDAE,Balcanodiscus,beroni,,,,"Riedel, 1995",Near Threatened,B1a+2a; D2,3.1,Stable,Global & Europe
1318118,170879,Punctum azoricum,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,PUNCTIDAE,Punctum,azoricum,,,,"de Winter, 1988",Least Concern,,3.1,Stable,Global & Europe
1318132,170880,Limax aeolianus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,LIMACIDAE,Limax,aeolianus,,,,"Giusti, 1973",Near Threatened,B1a+2a,3.1,Stable,Global & Europe
1318146,170881,Delima subcylindrica,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Delima,subcylindrica,,,,"(Rossmässler, 1836)",Least Concern,,3.1,Stable,Global & Europe
1318160,170882,Albinaria nivea,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Albinaria,nivea,,,,"(L. Pfeiffer, 1854)",Least Concern,,3.1,Stable,Global & Europe
1318188,170884,Carpathica elisabethae,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,OXYCHILIDAE,Carpathica,elisabethae,,,,"Varga, 1977",Vulnerable,D2,3.1,Unknown,Global & Europe
1318244,170888,Lehmannia requienii,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,LIMACIDAE,Lehmannia,requienii,,,,"Pollonera, 1896",Near Threatened,B1a+2a,3.1,Unknown,Global & Europe
1318258,170889,Oxychilus juvenostriatus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,OXYCHILIDAE,Oxychilus,juvenostriatus,,,,"Riedel, 1964",Data Deficient,,3.1,Unknown,Global & Europe
1318286,170891,Oxychilus fuscosus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,OXYCHILIDAE,Oxychilus,fuscosus,,,,"(Rossmässler, 1838)",Endangered,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",3.1,Unknown,Global & Europe
1318314,170893,Isabellaria abyssoclista,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Isabellaria,abyssoclista,,,,"(O. Boettger, 1883)",Least Concern,,3.1,Stable,Global & Europe
1318328,170894,Boettgeria depauperata,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Boettgeria,depauperata,,,,"(R.T. Lowe, 1863)",Least Concern,,3.1,Unknown,Global & Europe
1318404,170898,Mediterranea planospiroides,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,OXYCHILIDAE,Mediterranea,planospiroides,,,,"(Riedel, 1969)",Near Threatened,B1a+2a,3.1,Unknown,Global & Europe
1318460,170902,Gyralina rempei,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,PRISTILOMATIDAE,Gyralina,rempei,,,,"E. Gittenberger, 1975",Least Concern,,3.1,Stable,Global & Europe
1318502,170905,Alopia livida,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Alopia,livida,,,,"(Menke, 1828)",Least Concern,,3.1,Stable,Global & Europe
1318516,170906,Alopia subcosticollis,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Alopia,subcosticollis,,,,"(A. Schmidt, 1868)",Near Threatened,B1a; D2,3.1,Stable,Global & Europe
1318572,170910,Tandonia jablanacensis,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,MILACIDAE,Tandonia,jablanacensis,,,,"(H. Wagner, 1930)",Data Deficient,,3.1,Unknown,Global & Europe
1318586,170911,Vitrea trolli,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,PRISTILOMATIDAE,Vitrea,trolli,,,,"(A.J. Wagner, 1922)",Data Deficient,,3.1,Unknown,Global & Europe
1318642,170915,Carinigera dextrorsa,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Carinigera,dextrorsa,,,,"(O. Boettger, 1877)",Least Concern,,3.1,Stable,Global & Europe
1318670,170917,Balcanodiscus carinatus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ZONITIDAE,Balcanodiscus,carinatus,,,,"P.L. Reischütz, 1983",Least Concern,,3.1,Stable,Global & Europe
1318726,170921,Limax lachensis,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,LIMACIDAE,Limax,lachensis,,,,"Bérenguier, 1900",Near Threatened,B2a; D2,3.1,Stable,Global & Europe
1318740,170922,Allaegopis jonicus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ZONITIDAE,Allaegopis,jonicus,,,,"(Käufel, 1930)",Least Concern,,3.1,Unknown,Global & Europe
1318782,170926,Delima pfeifferi,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Delima,pfeifferi,,,,"(Küster, 1850)",Near Threatened,B1a+2a; D2,3.1,Stable,Global & Europe
1318810,170928,Zonites oertzeni,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ZONITIDAE,Zonites,oertzeni,,,,"E. von Martens, 1889",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global & Europe
1318852,170931,Limax subalpinus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,LIMACIDAE,Limax,subalpinus,,,,"Lessona, 1880",Least Concern,,3.1,Unknown,Global & Europe
1318880,170933,Alopia nixa,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Alopia,nixa,,,,"(M. von Kimakowicz, 1894)",Least Concern,,3.1,Stable,Global & Europe
1318894,170934,Vitrea subaii,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,PRISTILOMATIDAE,Vitrea,subaii,,,,"L. Pintér &amp; A. Riedel, 1973",Least Concern,,3.1,Unknown,Global & Europe
1318908,170935,Carinigera praecipua,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Carinigera,praecipua,,,,"(Sajó, 1968)",Near Threatened,B1a,3.1,Unknown,Global & Europe
1318922,170936,Hypnophila cylindrica,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,COCHLICOPIDAE,Hypnophila,cylindrica,,,,"(Calcara, 1840)",Data Deficient,,3.1,Unknown,Global & Europe
1318992,170941,Herilla pavlovici,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Herilla,pavlovici,,,,"(A.J. Wagner, 1914)",Least Concern,,3.1,Stable,Global & Europe
1319104,170949,Alopia plumbea,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Alopia,plumbea,,,,"(Rossmässler, 1839)",Least Concern,,3.1,Stable,Global & Europe
1319146,170952,Arion wiktori,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,ARIONIDAE,Arion,wiktori,,,,"Parejo &amp; Martín, 1990",Data Deficient,,3.1,Unknown,Global & Europe
1319254,170957,Isabellaria isabellina,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Isabellaria,isabellina,,,,"(L. Pfeiffer, 1842)",Least Concern,,3.1,Stable,Global & Europe
1319282,170959,Oxychilus miceui,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,OXYCHILIDAE,Oxychilus,miceui,,,,"Frias Martins, 1989",Near Threatened,B1a,3.1,Unknown,Global & Europe
1319310,170961,Retinella circumsessa,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,OXYCHILIDAE,Retinella,circumsessa,,,,"(Shuttleworth, 1852)",Least Concern,,3.1,Stable,Global & Europe
1319366,170965,Albinaria zilchi,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Albinaria,zilchi,,,,"Fauer, 1993",Vulnerable,D2,3.1,Unknown,Global & Europe
1319436,170970,Oxychilus volutella,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,OXYCHILIDAE,Oxychilus,volutella,,,,"(L. Pfeiffer, 1856)",Least Concern,,3.1,Unknown,Global & Europe
1319464,170972,Medora armata,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Medora,armata,,,,"(Küster, 1844)",Near Threatened,B1a+2a; D2,3.1,Stable,Global & Europe
1319478,170973,Albinaria voithii,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Albinaria,voithii,,,,"(Rossmässler, 1836)",Least Concern,,3.1,Stable,Global & Europe
1319506,170975,Tandonia piriniana,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,MILACIDAE,Tandonia,piriniana,,,,"Wiktor, 1983",Near Threatened,B2a; D2,3.1,Unknown,Global & Europe
1319534,170977,Coilostele acus,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,FERUSSACIIDAE,Coilostele,acus,,,,"(L. Pfeiffer, 1854)",Data Deficient,,3.1,Unknown,Global & Europe
1319548,170978,Carinigera tantilla,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Carinigera,tantilla,,,,"(R.A. Brandt, 1972)",Vulnerable,D2,3.1,Unknown,Global & Europe
1319590,170981,Virpazaria adrianae,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,STROBILOPSIDAE,Virpazaria,adrianae,,,,"E. Gittenberger, 1969",Least Concern,,3.1,Unknown,Global & Europe
1319618,170983,Lehmannia medioflagellata,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,LIMACIDAE,Lehmannia,medioflagellata,,,,"Lupu, 1968",Vulnerable,D2,3.1,Stable,Global & Europe
1319632,170984,Muticaria neuteboomi,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Muticaria,neuteboomi,,,,"Beckmann, 1990",Least Concern,,3.1,Stable,Global & Europe
1319646,170985,Delima albocincta,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Delima,albocincta,,,,"(L. Pfeiffer, 1841)",Least Concern,,3.1,Stable,Global & Europe
1319674,170987,Albinaria solicola,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Albinaria,solicola,,,,"Neubert, 1998",Vulnerable,D2,3.1,Unknown,Global & Europe
1319688,170988,Gibbulinella dealbata,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,STREPTAXIDAE,Gibbulinella,dealbata,,,,"(Webb &amp; Berthelot, 1833)",Least Concern,,3.1,Unknown,Global & Europe
1319716,170990,Medora stenostoma,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Medora,stenostoma,,,,"(Rossmässler, 1839)",Near Threatened,B1a+2a; D2,3.1,Stable,Global & Europe
1319758,170993,Carinigera octava,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Carinigera,octava,,,,"R.A. Brandt, 1962",Vulnerable,D2,3.1,Unknown,Global & Europe
1319800,170996,Carinigera pharsalica,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Carinigera,pharsalica,,,,"H. Nordsieck, 1974",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global & Europe
1319828,170998,Limax pironae,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,LIMACIDAE,Limax,pironae,,,,"Pini, 1876",Data Deficient,,3.1,Unknown,Global & Europe
1319856,171000,Montenegrina stankovici,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Montenegrina,stankovici,,,,"(Urbański, 1960)",Vulnerable,D2,3.1,Stable,Global & Europe
1319898,171003,Carinigera superba,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Carinigera,superba,,,,"H. Nordsieck, 1977",Vulnerable,D2,3.1,Unknown,Global & Europe
1319926,171006,Albinaria freytagi,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Albinaria,freytagi,,,,"(O. Boettger, 1889)",Least Concern,,3.1,Unknown,Global & Europe
1319940,171007,Graciliaria inserta,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Graciliaria,inserta,,,,"(Porro, 1841)",Least Concern,,3.1,Stable,Global & Europe
1319982,171010,Vermetum festinans,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,PRISTILOMATIDAE,Vermetum,festinans,,,,"(Shuttleworth, 1852)",Critically Endangered,"B1ab(iii,iv,v)",3.1,Unknown,Global & Europe
1320038,171014,Inchoatia regina,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,CLAUSILIIDAE,Inchoatia,regina,,,,"(H. Nordsieck, 1972)",Least Concern,,3.1,Unknown,Global & Europe
1320052,171015,Cibinia nana,ANIMALIA,MOLLUSCA,STYLOMMATOPHORA,GASTROPODA,OXYCHILIDAE,Cibinia,nana,,,,"(Grossu, 1969)",Vulnerable,D2,3.1,Unknown,Global & Europe
