assessmentId,internalTaxonId,scientificName,type,text,full,value,order
45466681,45466678,Poecilimon pindos,RedListEvaluators,"Bushell, M., Cálix, M. & Nieto, A.","Bushell, M., Cálix, M. & Nieto, A.","Ana Nieto (IUCN)|Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092,212"
45466681,45466678,Poecilimon pindos,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
45466681,45466678,Poecilimon pindos,RedListFacilitators,"","García, M.",Mariana García (IUCN Global Species Programme),56211724
45811388,157538,Pseudosphegesthes bergeri,RedListAssessors,"Verdugo, A., Buse, J., Mendez, M., Bartolozzi, L. & Galante, E.","Verdugo, A., Buse, J., Mendez, M., Bartolozzi, L. & Galante, E.","Antonio Verdugo (N/A)|Jörn Buse (Johannes-Gutenberg University of Mainz, Institute of Zoology, Dep. Ecology)|Eduardo Galante (CIBIO-Universidad de Alicante)|Luca Bartolozzi (Zoological Museum La Specola, Italy)|Marco Mendez (Universidad de Chile)","877,961,80195859,46770840,2302"
45811388,157538,Pseudosphegesthes bergeri,RedListEvaluators,"Cálix, M. & Gerlach, J.","Cálix, M. & Gerlach, J.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Marta Cálix (IUCN European Red List),"84986092,82"
45811388,157538,Pseudosphegesthes bergeri,RedListContributors,"Nieto, A., Petrakis, P., Schmidl, J., Pettersson, R. & Alcázar Montañez, E.","Nieto, A., Petrakis, P., Schmidl, J., Pettersson, R. & Alcázar Montañez, E.",Ana Nieto (IUCN)|Panos Petrakis (SX Beetles)|Jürgen Schmidl (N/A)|Roger Pettersson (N/A)|Elisa Alcázar Montañez (Consultant: IUCN Centre for Mediterranean Cooperation),"212,873,893,903,17474733"
45812940,157493,Purpuricenus graecus,RedListAssessors,"Verdugo, A., Buse, J., Galante, E., Mendez, M. & Bartolozzi, L.","Verdugo, A., Buse, J., Galante, E., Mendez, M. & Bartolozzi, L.","Antonio Verdugo (N/A)|Jörn Buse (Johannes-Gutenberg University of Mainz, Institute of Zoology, Dep. Ecology)|Eduardo Galante (CIBIO-Universidad de Alicante)|Luca Bartolozzi (Zoological Museum La Specola, Italy)|Marco Mendez (Universidad de Chile)","877,961,2302,80195859,46770840"
45812940,157493,Purpuricenus graecus,RedListEvaluators,"Numa, C., Cálix, M. & Gerlach, J.","Numa, C., Cálix, M. & Gerlach, J.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Catherine Numa (IUCN-Med)|Marta Cálix (IUCN European Red List),"3163,84986092,82"
45812940,157493,Purpuricenus graecus,RedListContributors,"Alcázar Montañez, E.","Alcázar Montañez, E.",Elisa Alcázar Montañez (Consultant: IUCN Centre for Mediterranean Cooperation),17474733
45812940,157493,Purpuricenus graecus,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
45823371,157798,Stenopterus creticus,RedListAssessors,"Verdugo, A., Buse, J., Mendez, M., Bartolozzi, L. & Galante, E.","Verdugo, A., Buse, J., Mendez, M., Bartolozzi, L. & Galante, E.","Antonio Verdugo (N/A)|Jörn Buse (Johannes-Gutenberg University of Mainz, Institute of Zoology, Dep. Ecology)|Eduardo Galante (CIBIO-Universidad de Alicante)|Luca Bartolozzi (Zoological Museum La Specola, Italy)|Marco Mendez (Universidad de Chile)","877,961,80195859,46770840,2302"
45823371,157798,Stenopterus creticus,RedListEvaluators,"Cálix, M. & Gerlach, J.","Cálix, M. & Gerlach, J.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Marta Cálix (IUCN European Red List),"84986092,82"
45823371,157798,Stenopterus creticus,RedListContributors,"Petrakis, P., Schmidl, J., Pettersson, R. & Alcázar Montañez, E.","Petrakis, P., Schmidl, J., Pettersson, R. & Alcázar Montañez, E.",Panos Petrakis (SX Beetles)|Jürgen Schmidl (N/A)|Roger Pettersson (N/A)|Elisa Alcázar Montañez (Consultant: IUCN Centre for Mediterranean Cooperation),"873,893,903,17474733"
45823371,157798,Stenopterus creticus,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
45826874,157771,Trichoferus bergeri,RedListAssessors,"Verdugo, A., Buse, J., Bartolozzi, L., Galante, E. & Mendez, M.","Verdugo, A., Buse, J., Bartolozzi, L., Galante, E. & Mendez, M.","Antonio Verdugo (N/A)|Jörn Buse (Johannes-Gutenberg University of Mainz, Institute of Zoology, Dep. Ecology)|Eduardo Galante (CIBIO-Universidad de Alicante)|Luca Bartolozzi (Zoological Museum La Specola, Italy)|Marco Mendez (Universidad de Chile)","877,961,46770840,2302,80195859"
45826874,157771,Trichoferus bergeri,RedListEvaluators,"Cálix, M. & Gerlach, J.","Cálix, M. & Gerlach, J.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Marta Cálix (IUCN European Red List),"84986092,82"
45826874,157771,Trichoferus bergeri,RedListContributors,"Petrakis, P., Schmidl, J., Pettersson, R. & Alcázar Montañez, E.","Petrakis, P., Schmidl, J., Pettersson, R. & Alcázar Montañez, E.",Panos Petrakis (SX Beetles)|Jürgen Schmidl (N/A)|Roger Pettersson (N/A)|Elisa Alcázar Montañez (Consultant: IUCN Centre for Mediterranean Cooperation),"873,893,903,17474733"
45826874,157771,Trichoferus bergeri,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
47350001,47262019,Ampedus cretensis,RedListAssessors,"Recalde, J.I. & Zapata de la Vega, J.L.","Recalde, J.I. & Zapata de la Vega, J.L.",José Ignacio Recalde (Mediterranean RL of Anthozoa)|José Luis Zapata de la Vega (IUCN Red List of Mediterranean Saproxylic Beetles expert),"46372907,46793075"
47350001,47262019,Ampedus cretensis,RedListEvaluators,"Gerlach, J., Eriksson, T. & Numa, C.","Gerlach, J., Eriksson, T. & Numa, C.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Catherine Numa (IUCN-Med)|Therese Eriksson (IUCN Centre for Mediterranean Cooperation),"82,96707147,3163"
47350709,47262622,Ampedus vignai,RedListAssessors,"Zapata de la Vega, J.L. & Recalde, J.I.","Zapata de la Vega, J.L. & Recalde, J.I.",José Ignacio Recalde (Mediterranean RL of Anthozoa)|José Luis Zapata de la Vega (IUCN Red List of Mediterranean Saproxylic Beetles expert),"46793075,46372907"
47350709,47262622,Ampedus vignai,RedListEvaluators,"Gerlach, J. & Eriksson, T.","Gerlach, J. & Eriksson, T.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Therese Eriksson (IUCN Centre for Mediterranean Cooperation),"82,96707147"
47353318,47263254,Elater asmodaius,RedListAssessors,"Zapata de la Vega, J.L. & Recalde, J.I.","Zapata de la Vega, J.L. & Recalde, J.I.",José Ignacio Recalde (Mediterranean RL of Anthozoa)|José Luis Zapata de la Vega (IUCN Red List of Mediterranean Saproxylic Beetles expert),"46793075,46372907"
47353318,47263254,Elater asmodaius,RedListEvaluators,"Gerlach, J. & Eriksson, T.","Gerlach, J. & Eriksson, T.",Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Therese Eriksson (IUCN Centre for Mediterranean Cooperation),"82,96707147"
47353453,47265114,Podeonius subcyaneus,RedListAssessors,"Zapata de la Vega, J.L. & Recalde, J.I.","Zapata de la Vega, J.L. & Recalde, J.I.",José Ignacio Recalde (Mediterranean RL of Anthozoa)|José Luis Zapata de la Vega (IUCN Red List of Mediterranean Saproxylic Beetles expert),"46793075,46372907"
47353453,47265114,Podeonius subcyaneus,RedListEvaluators,"Gerlach, J., Eriksson, T. & Baudoux, C.","Gerlach, J., Eriksson, T. & Baudoux, C.","Justin Gerlach (Terrestrial Invertebrates Red List Authority (TIRLA))|Therese Eriksson (IUCN Centre for Mediterranean Cooperation)|Claire Baudoux (Intern, IUCN Med)","82,96707147,96807875"
47708524,17182027,Poecilimon ikariensis,RedListAssessors,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Klaus-Gerhard Heller (IUCN SSC Grasshopper Specialist Group)|Elli Tzirkalli (Cyprus Butterfly Study Group & University of Ioannina)|Vassiliki Kati|Kelly Papapavlou","13985563,13179435,44830971,87583891,87583955,63957748"
47708524,17182027,Poecilimon ikariensis,RedListEvaluators,"Bushell, M., Cálix, M. & Nieto, A.","Bushell, M., Cálix, M. & Nieto, A.","Ana Nieto (IUCN)|Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092,212"
47708524,17182027,Poecilimon ikariensis,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
47708524,17182027,Poecilimon ikariensis,RedListFacilitators,"","García, M.",Mariana García (IUCN Global Species Programme),56211724
47708697,17181950,Poecilimon deplanatus,RedListAssessors,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Klaus-Gerhard Heller (IUCN SSC Grasshopper Specialist Group)|Elli Tzirkalli (Cyprus Butterfly Study Group & University of Ioannina)|Vassiliki Kati|Kelly Papapavlou","13985563,13179435,44830971,87583891,87583955,63957748"
47708697,17181950,Poecilimon deplanatus,RedListEvaluators,"Bushell, M., Cálix, M. & Nieto, A.","Bushell, M., Cálix, M. & Nieto, A.","Ana Nieto (IUCN)|Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092,212"
47708697,17181950,Poecilimon deplanatus,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
47708697,17181950,Poecilimon deplanatus,RedListFacilitators,"","García, M.",Mariana García (IUCN Global Species Programme),56211724
47726171,17182043,Poecilimon klausgerhardi,RedListAssessors,"Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Willemse, L.P.M., Hochkirch, A., Heller, K.-G., Kati, V., Papapavlou, K. & Tzirkalli, E.","Axel Hochkirch (IUCN SSC Grasshopper Specialist Group / Trier University, Germany)|Luc Willemse (IUCN SSC Grasshopper Specialist Group)|Klaus-Gerhard Heller (IUCN SSC Grasshopper Specialist Group)|Elli Tzirkalli (Cyprus Butterfly Study Group & University of Ioannina)|Vassiliki Kati|Kelly Papapavlou","13985563,13179435,44830971,87583891,87583955,63957748"
47726171,17182043,Poecilimon klausgerhardi,RedListEvaluators,"Bushell, M., Cálix, M. & Nieto, A.","Bushell, M., Cálix, M. & Nieto, A.","Ana Nieto (IUCN)|Mark Bushell (Bristol Zoo, United Kingdom)|Marta Cálix (IUCN European Red List)","42907552,84986092,212"
47726171,17182043,Poecilimon klausgerhardi,RedListContributors,"Danielczak, A.","Danielczak, A.",Anja Danielczak (Trier University (Greek Orthoptera Assessor)),47462037
47726171,17182043,Poecilimon klausgerhardi,RedListFacilitators,"","García, M.",Mariana García (IUCN Global Species Programme),56211724
47995800,47981998,Sphecodes creticus,RedListAssessors,"Bogusch, P. & Straka, J.","Bogusch, P. & Straka, J.",Petr Bogusch (Bee expert)|Jakub Straka (Bee expert),"21137321,21137350"
47995800,47981998,Sphecodes creticus,RedListEvaluators,"Roberts, S., Nieto, A. & Kemp, J.R.","Roberts, S., Nieto, A. & Kemp, J.R.","Ana Nieto (IUCN)|Stuart Roberts (Bees, Wasps & Ants Recording Society)|James Kemp (IUCN Regional Office for Europe - European Red List)","13152896,212,43981689"
48031475,47943578,Agoliinus pittinoi,RedListAssessors,"Dellacasa, M., Anlas, S., Senyuz, Y. & Ziani, S.","Dellacasa, M., Anlas, S., Senyuz, Y. & Ziani, S.",Marco Dellacasa (Museo di Storia Naturale e del Territorio dell'Università di Pisa)|Stefano Ziani (Freelance)|Yakup Senyuz (Dumlupınar University )|Sinan Anlas (Ege University),"46372893,64012360,64012135,64012024"
48031475,47943578,Agoliinus pittinoi,RedListEvaluators,"Cabrero Sañudo, F.J. & Numa, C.","Cabrero Sañudo, F.J. & Numa, C.","Catherine Numa (IUCN-Med)|Francisco José Cabrero Sañudo (Dpto. de Zoología y Antropología Física, Universidad Complutense de Madrid)","44390939,3163"
48031475,47943578,Agoliinus pittinoi,RedListContributors,"Lobo, J.M.","Lobo, J.M.","Jorge Miguel Lobo (Departamento de Biodiversidad y Biología Evolutiva, Museo Nacional de Ciencias Naturales, Spain)",46793138
48031475,47943578,Agoliinus pittinoi,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
48031890,47944402,Nobius rhodiensis,RedListAssessors,"Ziani, S., Dellacasa, M., Cabrero Sañudo, F.J., Senyuz, Y. & Anlas, S.","Ziani, S., Dellacasa, M., Cabrero Sañudo, F.J., Senyuz, Y. & Anlas, S.","Francisco José Cabrero Sañudo (Dpto. de Zoología y Antropología Física, Universidad Complutense de Madrid)|Marco Dellacasa (Museo di Storia Naturale e del Territorio dell'Università di Pisa)|Stefano Ziani (Freelance)|Yakup Senyuz (Dumlupınar University )|Sinan Anlas (Ege University)","64012024,46372893,44390939,64012135,64012360"
48031890,47944402,Nobius rhodiensis,RedListEvaluators,"Numa, C. & Lumaret, J.P.","Numa, C. & Lumaret, J.P.","Catherine Numa (IUCN-Med)|Jean-Pierre Lumaret (Laboratoire de Zoogéographie, Université Paul Valéry Montpellier III)","3163,46792884"
48031890,47944402,Nobius rhodiensis,RedListContributors,"Lobo, J.M.","Lobo, J.M.","Jorge Miguel Lobo (Departamento de Biodiversidad y Biología Evolutiva, Museo Nacional de Ciencias Naturales, Spain)",46793138
48032052,47945259,Paracoptochirus kozanensis,RedListAssessors,"Dellacasa, M., Ziani, S., Senyuz, Y. & Anlas, S.","Dellacasa, M., Ziani, S., Senyuz, Y. & Anlas, S.",Marco Dellacasa (Museo di Storia Naturale e del Territorio dell'Università di Pisa)|Stefano Ziani (Freelance)|Yakup Senyuz (Dumlupınar University )|Sinan Anlas (Ege University),"46372893,64012024,64012135,64012360"
48032052,47945259,Paracoptochirus kozanensis,RedListEvaluators,"Lumaret, J.P. & Numa, C.","Lumaret, J.P. & Numa, C.","Catherine Numa (IUCN-Med)|Jean-Pierre Lumaret (Laboratoire de Zoogéographie, Université Paul Valéry Montpellier III)","46792884,3163"
48032052,47945259,Paracoptochirus kozanensis,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
48032062,47945322,Paracoptochirus vignai,RedListAssessors,"Dellacasa, M., Ziani, S., Senyuz, Y. & Anlas, S.","Dellacasa, M., Ziani, S., Senyuz, Y. & Anlas, S.",Marco Dellacasa (Museo di Storia Naturale e del Territorio dell'Università di Pisa)|Stefano Ziani (Freelance)|Yakup Senyuz (Dumlupınar University )|Sinan Anlas (Ege University),"46372893,64012024,64012135,64012360"
48032062,47945322,Paracoptochirus vignai,RedListEvaluators,"Numa, C. & Lumaret, J.P.","Numa, C. & Lumaret, J.P.","Catherine Numa (IUCN-Med)|Jean-Pierre Lumaret (Laboratoire de Zoogéographie, Université Paul Valéry Montpellier III)","3163,46792884"
48032062,47945322,Paracoptochirus vignai,RedListFacilitators,"","Nieto, A.",Ana Nieto (IUCN),212
50137978,19199706,Megachile cressa,RedListAssessors,"Dewulf, A. & Praz, C.","Dewulf, A. & Praz, C.",Alexandre Dewulf (University of Mons)|Christophe Praz (Université de Neuchâtel),"50028407,59131151"
50137978,19199706,Megachile cressa,RedListEvaluators,"Nieto, A., García, M. & Michez, D.","Nieto, A., García, M. & Michez, D.",Ana Nieto (IUCN)|Denis Michez (European Bee Specialist)|Mariana García (IUCN Global Species Programme),"212,56211724,13215558"
50142482,19198908,Megachile semicircularis,RedListAssessors,"Dewulf, A. & Praz, C.","Dewulf, A. & Praz, C.",Alexandre Dewulf (University of Mons)|Christophe Praz (Université de Neuchâtel),"50028407,59131151"
50142482,19198908,Megachile semicircularis,RedListEvaluators,"Nieto, A., García, M. & Michez, D.","Nieto, A., García, M. & Michez, D.",Ana Nieto (IUCN)|Denis Michez (European Bee Specialist)|Mariana García (IUCN Global Species Programme),"212,56211724,13215558"
53713070,173274,Kretania psylorita,RedListAssessors,"van Swaay, C., Wynhoff, I., Wiemers, M., Katbeh-Bader, A., Power, A., Benyamini, D., Tzirkalli, E., Balletto, E., Monteiro, E., Karaçetin, E., Franeta, F., Pe'er, G., Welch, H., Thompson, K., Pamperis, L., Dapporto, L., Šašić, M., López Munguira, M., Micevski, N., Dupont, P., Garcia-Pereira, P., Moulai, R., Caruana, R., Verovnik, R., Bonelli, S. & Beshkov, S.","van Swaay, C., Wynhoff, I., Wiemers, M., Katbeh-Bader, A., Power, A., Benyamini, D., Tzirkalli, E., Balletto, E., Monteiro, E., Karaçetin, E., Franeta, F., Pe'er, G., Welch, H., Thompson, K., Pamperis, L., Dapporto, L., Šašić, M., López Munguira, M., Micevski, N., Dupont, P., Garcia-Pereira, P., Moulai, R., Caruana, R., Verovnik, R., Bonelli, S. & Beshkov, S.","Chris van Swaay|Irma Wynhoff|Rudi Verovnik|Martin Wiemers|Miguel López Munguira|Martina Šašić|Robert Caruana (St. Aloysius' College, Birkirkara, Malta)|Hilary Welch|Evrim Karaçetin|Katy Thompson (Butterfly Assessor)|Emilio Balletto|Ahmad Katbeh-Bader (Department of Plant Protection, Faculty of Agriculture, The University of Jordan)|Andrew Power (Nottingham University)|Dubi Benyamini (Israeli Lepidopterists' Society)|Elli Tzirkalli (Cyprus Butterfly Study Group & University of Ioannina)|Eva Monteiro (National Museum of Natural History Portugal & Tagis)|Filip Franeta (Institute of field and vegetable crops, Novi Sad)|Guy Pe'er (UFZ Helmholtz Centre for Environmental Research & Israeli Lepidopterists' Society)|Lazaros Pamperis|Leonardo Dapporto (Oxford Brookes University)|Nikola Micevski (Macedonian Entomological Society (ENTOMAK))|Pascal Dupont (Muséum National d'Histoire Naturelle, Paris)|Patricia Garcia-Pereira (National Museum of Natural History Portugal & Tagis)|Riadh Moulai (Laboratoire de Zoologie Appliquée et d'Ecophysiologie Animale, Université de Bejaia (Algeria))|Simona Bonelli (University of Turin)|Stoyan Beshkov (National Museum of Natural History, Sofia)","1840,1892,1896,63957660,63957665,63957688,63957748,46716078,63957784,5139,63957877,63957893,5137,5621,63957927,63957946,1902,1898,63958138,63958199,63958207,63958211,4957,1894,63958217,63958221"
53713070,173274,Kretania psylorita,RedListEvaluators,"Black, S.","Black, S.",Scott Black (IUCN SSC Butterfly Specialist Group),5791
53713070,173274,Kretania psylorita,RedListContributors,"Micevski, B., Darcemont, C., John, E., Gilbert, F., Cassar, L., Tarrier, M., Ozden, O., ten Hagen, W., Romo, H., García-Barros, E., Verovnik, R., Maes, D., Verstrael, T., Warren, M. & Settele, J.","Micevski, B., Darcemont, C., John, E., Gilbert, F., Cassar, L., Tarrier, M., Ozden, O., ten Hagen, W., Romo, H., García-Barros, E., Verovnik, R., Maes, D., Verstrael, T., Warren, M. & Settele, J.","Rudi Verovnik|Dirk Maes|Theo Verstrael|Martin Warren|Josef Settele|Francis Gilbert (Butterfly Assessor)|Branko Micevski (Bird Study & Protection Society of Macedonia)|Özge Ozden (Faculty of Agricultural Sciences, European University of Lefke)|Christian Darcemont (Groupement d’Etudes Entomologiques Méditerranée (G.E.E.M.))|Eddie John (Cyprus Butterfly Study Group)|Louis Cassar (University of Malta)|Michel Tarrier|Wolfgang ten Hagen|Helena Romo (Universidad Autónoma de Madrid )|Enrique García-Barros (Universidad Autónoma de Madrid )","22613870,63960700,63960711,5623,63960736,63960743,46771011,63960752,63960756,63960773,1894,1900,1904,1906,1908"
53714375,173287,Hipparchia cretica,RedListAssessors,"van Swaay, C., Wynhoff, I., Wiemers, M., Katbeh-Bader, A., Power, A., Benyamini, D., Tzirkalli, E., Balletto, E., Monteiro, E., Karaçetin, E., Franeta, F., Pe'er, G., Welch, H., Thompson, K., Pamperis, L., Dapporto, L., Šašić, M., López Munguira, M., Micevski, N., Dupont, P., Garcia-Pereira, P., Moulai, R., Caruana, R., Verovnik, R., Bonelli, S. & Beshkov, S.","van Swaay, C., Wynhoff, I., Wiemers, M., Katbeh-Bader, A., Power, A., Benyamini, D., Tzirkalli, E., Balletto, E., Monteiro, E., Karaçetin, E., Franeta, F., Pe'er, G., Welch, H., Thompson, K., Pamperis, L., Dapporto, L., Šašić, M., López Munguira, M., Micevski, N., Dupont, P., Garcia-Pereira, P., Moulai, R., Caruana, R., Verovnik, R., Bonelli, S. & Beshkov, S.","Chris van Swaay|Irma Wynhoff|Rudi Verovnik|Martin Wiemers|Miguel López Munguira|Martina Šašić|Robert Caruana (St. Aloysius' College, Birkirkara, Malta)|Hilary Welch|Evrim Karaçetin|Katy Thompson (Butterfly Assessor)|Emilio Balletto|Ahmad Katbeh-Bader (Department of Plant Protection, Faculty of Agriculture, The University of Jordan)|Andrew Power (Nottingham University)|Dubi Benyamini (Israeli Lepidopterists' Society)|Elli Tzirkalli (Cyprus Butterfly Study Group & University of Ioannina)|Eva Monteiro (National Museum of Natural History Portugal & Tagis)|Filip Franeta (Institute of field and vegetable crops, Novi Sad)|Guy Pe'er (UFZ Helmholtz Centre for Environmental Research & Israeli Lepidopterists' Society)|Lazaros Pamperis|Leonardo Dapporto (Oxford Brookes University)|Nikola Micevski (Macedonian Entomological Society (ENTOMAK))|Pascal Dupont (Muséum National d'Histoire Naturelle, Paris)|Patricia Garcia-Pereira (National Museum of Natural History Portugal & Tagis)|Riadh Moulai (Laboratoire de Zoologie Appliquée et d'Ecophysiologie Animale, Université de Bejaia (Algeria))|Simona Bonelli (University of Turin)|Stoyan Beshkov (National Museum of Natural History, Sofia)","1840,1892,1896,63957660,63957665,63957688,63957748,46716078,63957784,5139,63957877,63957893,5137,5621,63957927,63957946,1902,1898,63958138,63958199,63958207,63958211,4957,1894,63958217,63958221"
53714375,173287,Hipparchia cretica,RedListEvaluators,"Black, S.","Black, S.",Scott Black (IUCN SSC Butterfly Specialist Group),5791
53714375,173287,Hipparchia cretica,RedListContributors,"Micevski, B., Darcemont, C., John, E., Gilbert, F., Cassar, L., Tarrier, M., Ozden, O., ten Hagen, W., Romo, H., García-Barros, E., Verovnik, R., Maes, D., Verstrael, T., Warren, M. & Settele, J.","Micevski, B., Darcemont, C., John, E., Gilbert, F., Cassar, L., Tarrier, M., Ozden, O., ten Hagen, W., Romo, H., García-Barros, E., Verovnik, R., Maes, D., Verstrael, T., Warren, M. & Settele, J.","Rudi Verovnik|Dirk Maes|Theo Verstrael|Martin Warren|Josef Settele|Francis Gilbert (Butterfly Assessor)|Branko Micevski (Bird Study & Protection Society of Macedonia)|Özge Ozden (Faculty of Agricultural Sciences, European University of Lefke)|Christian Darcemont (Groupement d’Etudes Entomologiques Méditerranée (G.E.E.M.))|Eddie John (Cyprus Butterfly Study Group)|Louis Cassar (University of Malta)|Michel Tarrier|Wolfgang ten Hagen|Helena Romo (Universidad Autónoma de Madrid )|Enrique García-Barros (Universidad Autónoma de Madrid )","22613870,63960700,63960711,5623,63960736,63960743,46771011,63960752,63960756,63960773,1894,1900,1904,1906,1908"
64557835,173214,Coenonympha thyrsis,RedListAssessors,"van Swaay, C., Wynhoff, I., Wiemers, M., Katbeh-Bader, A., Power, A., Benyamini, D., Tzirkalli, E., Balletto, E., Monteiro, E., Karaçetin, E., Franeta, F., Pe'er, G., Welch, H., Thompson, K., Pamperis, L., Dapporto, L., Šašić, M., López Munguira, M., Micevski, N., Dupont, P., Garcia-Pereira, P., Moulai, R., Caruana, R., Verovnik, R., Bonelli, S. & Beshkov, S.","van Swaay, C., Wynhoff, I., Wiemers, M., Katbeh-Bader, A., Power, A., Benyamini, D., Tzirkalli, E., Balletto, E., Monteiro, E., Karaçetin, E., Franeta, F., Pe'er, G., Welch, H., Thompson, K., Pamperis, L., Dapporto, L., Šašić, M., López Munguira, M., Micevski, N., Dupont, P., Garcia-Pereira, P., Moulai, R., Caruana, R., Verovnik, R., Bonelli, S. & Beshkov, S.","Chris van Swaay|Irma Wynhoff|Rudi Verovnik|Martin Wiemers|Miguel López Munguira|Martina Šašić|Robert Caruana (St. Aloysius' College, Birkirkara, Malta)|Hilary Welch|Evrim Karaçetin|Katy Thompson (Butterfly Assessor)|Emilio Balletto|Ahmad Katbeh-Bader (Department of Plant Protection, Faculty of Agriculture, The University of Jordan)|Andrew Power (Nottingham University)|Dubi Benyamini (Israeli Lepidopterists' Society)|Elli Tzirkalli (Cyprus Butterfly Study Group & University of Ioannina)|Eva Monteiro (National Museum of Natural History Portugal & Tagis)|Filip Franeta (Institute of field and vegetable crops, Novi Sad)|Guy Pe'er (UFZ Helmholtz Centre for Environmental Research & Israeli Lepidopterists' Society)|Lazaros Pamperis|Leonardo Dapporto (Oxford Brookes University)|Nikola Micevski (Macedonian Entomological Society (ENTOMAK))|Pascal Dupont (Muséum National d'Histoire Naturelle, Paris)|Patricia Garcia-Pereira (National Museum of Natural History Portugal & Tagis)|Riadh Moulai (Laboratoire de Zoologie Appliquée et d'Ecophysiologie Animale, Université de Bejaia (Algeria))|Simona Bonelli (University of Turin)|Stoyan Beshkov (National Museum of Natural History, Sofia)","1840,1892,1896,63957660,63957665,63957688,63957748,46716078,63957784,5139,63957877,63957893,5137,5621,63957927,63957946,1902,1898,63958138,63958199,63958207,63958211,4957,1894,63958217,63958221"
64557835,173214,Coenonympha thyrsis,RedListEvaluators,"Black, S.","Black, S.",Scott Black (IUCN SSC Butterfly Specialist Group),5791
64557835,173214,Coenonympha thyrsis,RedListContributors,"Micevski, B., Darcemont, C., John, E., Gilbert, F., Cassar, L., Tarrier, M., Ozden, O., ten Hagen, W., Romo, H., García-Barros, E., Verovnik, R., Maes, D., Verstrael, T., Warren, M. & Settele, J.","Micevski, B., Darcemont, C., John, E., Gilbert, F., Cassar, L., Tarrier, M., Ozden, O., ten Hagen, W., Romo, H., García-Barros, E., Verovnik, R., Maes, D., Verstrael, T., Warren, M. & Settele, J.","Rudi Verovnik|Dirk Maes|Theo Verstrael|Martin Warren|Josef Settele|Francis Gilbert (Butterfly Assessor)|Branko Micevski (Bird Study & Protection Society of Macedonia)|Özge Ozden (Faculty of Agricultural Sciences, European University of Lefke)|Christian Darcemont (Groupement d’Etudes Entomologiques Méditerranée (G.E.E.M.))|Eddie John (Cyprus Butterfly Study Group)|Louis Cassar (University of Malta)|Michel Tarrier|Wolfgang ten Hagen|Helena Romo (Universidad Autónoma de Madrid )|Enrique García-Barros (Universidad Autónoma de Madrid )","22613870,63960700,63960711,5623,63960736,63960743,46771011,63960752,63960756,63960773,1894,1900,1904,1906,1908"
