assessmentId,scientificName,internalTaxonId,doi
70593507,Dolichopoda dalensi,17046304,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T17046304A70593507.en
70594412,Dolichopoda giachinoi,17046311,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T17046311A70594412.en
70594650,Dolichopoda graeca,68314157,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68314157A70594650.en
70595042,Dolichopoda insignis,68314228,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68314228A70595042.en
70595257,Dolichopoda ithakii,17046317,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T17046317A70595257.en
70595489,Dolichopoda kiriakii,17046320,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T17046320A70595489.en
70595921,Dolichopoda lustriae,17046297,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T17046297A70595921.en
70596147,Dolichopoda makrykapa,68314432,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68314432A70596147.en
70596267,Dolichopoda matsakisi,68314461,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68314461A70596267.en
70596318,Dolichopoda naxia,68314517,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68314517A70596318.en
70613718,Dolichopoda giulianae,70613694,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T70613694A70613718.en
70613903,Troglophilus zoiai,70613898,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T70613898A70613903.en
70622869,Dolichopoda patrizii,17046324,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T17046324A70622869.en
70623051,Dolichopoda pavesii,17046327,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T17046327A70623051.en
70623319,Dolichopoda petrochilosi,68314680,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68314680A70623319.en
70623572,Dolichopoda unicolor,68315084,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68315084A70623572.en
70623590,Dolichopoda vandeli,68315135,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68315135A70623590.en
70623629,Troglophilus lagoi,68485526,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68485526A70623629.en
70623658,Troglophilus marinae,68485565,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T68485565A70623658.en
70623690,Anadrymadusa brevipennis,64529440,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T64529440A70623690.en
70623879,Bradyporus oniscus,44710646,https://dx.doi.org/10.2305/IUCN.UK.2016-1.RLTS.T44710646A70623879.en
