assessmentId,internalTaxonId,scientificName,code,name,note
70625268,44698076,Rhacocleis lithoscirtetes,2.1,Site/area management,""
70625294,44698104,Rhacocleis trilobata,2.1,Site/area management,""
70627797,70613415,Dolichopoda calidnae,2.1,Site/area management,""
87313606,86863400,Hymenalia elongata,4.3,Awareness & communications,""
88000000,87999248,Prionotropis willemsorum,2.1,Site/area management,""
103507242,68313777,Dolichopoda cassagnaui,1.2,Resource & habitat protection,""
103507242,68313777,Dolichopoda cassagnaui,1.1,Site/area protection,""
103507546,70613726,Dolichopoda kalithea,2.1,Site/area management,""
103508315,68314976,Dolichopoda thasosensis,2.1,Site/area management,""
103508315,68314976,Dolichopoda thasosensis,1.1,Site/area protection,""
103508875,17046307,Dolichopoda gasparoi,1.1,Site/area protection,""
103509603,17181907,Poecilimon athos,2.1,Site/area management,""
140015452,16084372,Oropodisma erymanthosi,2.1,Site/area management,""
138710298,60307,Boyeria cretensis,2.3,Habitat & natural process restoration,
138710298,60307,Boyeria cretensis,2.1,Site/area management,
138710298,60307,Boyeria cretensis,5.4.3,Sub-national level,
138710298,60307,Boyeria cretensis,5.4.2,National level,
138710298,60307,Boyeria cretensis,5.1.3,Sub-national level,
138710298,60307,Boyeria cretensis,5.1.2,National level,
138710298,60307,Boyeria cretensis,5.1.1,International level,
138710298,60307,Boyeria cretensis,4.3,Awareness & communications,
138710298,60307,Boyeria cretensis,1.1,Site/area protection,
138884087,165504,Coenagrion intermedium,2.3,Habitat & natural process restoration,
138884087,165504,Coenagrion intermedium,2.1,Site/area management,
138884087,165504,Coenagrion intermedium,5.4.3,Sub-national level,
138884087,165504,Coenagrion intermedium,5.4.2,National level,
138884087,165504,Coenagrion intermedium,5.4.1,International level,
138884087,165504,Coenagrion intermedium,5.1.3,Sub-national level,
138884087,165504,Coenagrion intermedium,5.1.2,National level,
138884087,165504,Coenagrion intermedium,5.1.1,International level,
138884087,165504,Coenagrion intermedium,4.3,Awareness & communications,
138884087,165504,Coenagrion intermedium,1.1,Site/area protection,
140514673,59706,Cordulegaster helladica,2.1,Site/area management,
140514673,59706,Cordulegaster helladica,5.4.3,Sub-national level,
140514673,59706,Cordulegaster helladica,5.4.2,National level,
140514673,59706,Cordulegaster helladica,5.4.1,International level,
140514673,59706,Cordulegaster helladica,5.1.3,Sub-national level,
140514673,59706,Cordulegaster helladica,5.1.2,National level,
140514673,59706,Cordulegaster helladica,5.1.1,International level,
140514673,59706,Cordulegaster helladica,4.3,Awareness & communications,
140514673,59706,Cordulegaster helladica,1.1,Site/area protection,
176825250,17046338,Orchamus kaltenbachi,2.1,Site/area management,""
177253381,157580,Triplax emgei,2.1,Site/area management,
188013205,63226,Cordulegaster helladica ssp. buchholzi,1.1,Site/area protection,
188013205,63226,Cordulegaster helladica ssp. buchholzi,4.3,Awareness & communications,
188013205,63226,Cordulegaster helladica ssp. buchholzi,5.1.1,International level,
188013205,63226,Cordulegaster helladica ssp. buchholzi,5.1.2,National level,
188013205,63226,Cordulegaster helladica ssp. buchholzi,5.1.3,Sub-national level,
188013205,63226,Cordulegaster helladica ssp. buchholzi,5.4.1,International level,
188013205,63226,Cordulegaster helladica ssp. buchholzi,5.4.2,National level,
188013205,63226,Cordulegaster helladica ssp. buchholzi,5.4.3,Sub-national level,
188013205,63226,Cordulegaster helladica ssp. buchholzi,2.1,Site/area management,
188016479,165533,Cordulegaster helladica ssp. helladica,1.1,Site/area protection,
188016479,165533,Cordulegaster helladica ssp. helladica,4.3,Awareness & communications,
188016479,165533,Cordulegaster helladica ssp. helladica,5.1.1,International level,
188016479,165533,Cordulegaster helladica ssp. helladica,5.1.2,National level,
188016479,165533,Cordulegaster helladica ssp. helladica,5.1.3,Sub-national level,
188016479,165533,Cordulegaster helladica ssp. helladica,5.4.1,International level,
188016479,165533,Cordulegaster helladica ssp. helladica,5.4.2,National level,
188016479,165533,Cordulegaster helladica ssp. helladica,5.4.3,Sub-national level,
188016479,165533,Cordulegaster helladica ssp. helladica,2.1,Site/area management,
188016479,165533,Cordulegaster helladica ssp. helladica,2.3,Habitat & natural process restoration,
188019481,63227,Cordulegaster helladica ssp. kastalia,1.1,Site/area protection,
188019481,63227,Cordulegaster helladica ssp. kastalia,4.3,Awareness & communications,
188019481,63227,Cordulegaster helladica ssp. kastalia,5.1.1,International level,
188019481,63227,Cordulegaster helladica ssp. kastalia,5.1.2,National level,
188019481,63227,Cordulegaster helladica ssp. kastalia,5.4.1,International level,
188019481,63227,Cordulegaster helladica ssp. kastalia,5.4.2,National level,
188019481,63227,Cordulegaster helladica ssp. kastalia,5.4.3,Sub-national level,
188019481,63227,Cordulegaster helladica ssp. kastalia,2.1,Site/area management,
149163467,149163465,Katara connexa,1.2,Resource & habitat protection,""
149163467,149163465,Katara connexa,5.1.3,Sub-national level,""
149163467,149163465,Katara connexa,5.1.2,National level,""
149163467,149163465,Katara connexa,4.3,Awareness & communications,""
149163467,149163465,Katara connexa,1.1,Site/area protection,""
149164125,149164123,Cheilosia katara,5.1.2,National level,""
149164125,149164123,Cheilosia katara,4.3,Awareness & communications,""
149164125,149164123,Cheilosia katara,2.1,Site/area management,""
149165034,149165032,Merodon peloponnesius,4.3,Awareness & communications,""
149165034,149165032,Merodon peloponnesius,1.1,Site/area protection,""
149165102,149165099,Merodon nisi,1.2,Resource & habitat protection,""
149165102,149165099,Merodon nisi,5.1.2,National level,""
149165102,149165099,Merodon nisi,4.3,Awareness & communications,""
149165102,149165099,Merodon nisi,1.1,Site/area protection,""
149165216,149165213,Merodon naxius,1.2,Resource & habitat protection,""
149165216,149165213,Merodon naxius,5.1.2,National level,""
149165216,149165213,Merodon naxius,4.3,Awareness & communications,""
149165216,149165213,Merodon naxius,1.1,Site/area protection,""
149165324,149165322,Merodon megavidus,1.2,Resource & habitat protection,""
149165324,149165322,Merodon megavidus,5.1.2,National level,""
149165324,149165322,Merodon megavidus,4.3,Awareness & communications,""
149165324,149165322,Merodon megavidus,1.1,Site/area protection,""
149165632,149165628,Brachyopa minima,1.2,Resource & habitat protection,""
149165632,149165628,Brachyopa minima,1.1,Site/area protection,""
149165632,149165628,Brachyopa minima,2.3,Habitat & natural process restoration,""
149167059,149167049,Eumerus rubrum,1.2,Resource & habitat protection,""
149167059,149167049,Eumerus rubrum,5.1.2,National level,""
149167059,149167049,Eumerus rubrum,1.1,Site/area protection,""
149167142,149167140,Eumerus minotaurus,1.2,Resource & habitat protection,""
149167142,149167140,Eumerus minotaurus,1.1,Site/area protection,""
149167758,149167756,Merodon erymanthius,2.1,Site/area management,""
149167758,149167756,Merodon erymanthius,5.2,Policies and regulations,""
149167758,149167756,Merodon erymanthius,1.2,Resource & habitat protection,""
149167758,149167756,Merodon erymanthius,4.3,Awareness & communications,""
149167960,149167955,Merodon andriotes,2.1,Site/area management,""
149167960,149167955,Merodon andriotes,5.2,Policies and regulations,""
149167960,149167955,Merodon andriotes,1.2,Resource & habitat protection,""
149167960,149167955,Merodon andriotes,5.1.2,National level,""
149167960,149167955,Merodon andriotes,4.3,Awareness & communications,""
149167960,149167955,Merodon andriotes,1.1,Site/area protection,""
149168283,149168281,Merodon caerulescens,2.3,Habitat & natural process restoration,""
149168283,149168281,Merodon caerulescens,2.1,Site/area management,""
149168283,149168281,Merodon caerulescens,5.2,Policies and regulations,""
149168283,149168281,Merodon caerulescens,1.2,Resource & habitat protection,""
149168283,149168281,Merodon caerulescens,5.1.2,National level,""
149168283,149168281,Merodon caerulescens,4.3,Awareness & communications,""
149168283,149168281,Merodon caerulescens,1.1,Site/area protection,""
149170438,149170436,Eumerus karyates,1.2,Resource & habitat protection,""
149170438,149170436,Eumerus karyates,5.1.2,National level,""
149170438,149170436,Eumerus karyates,1.1,Site/area protection,""
149171302,149171300,Brachyopa vernalis,1.1,Site/area protection,""
149171302,149171300,Brachyopa vernalis,4.3,Awareness & communications,""
149171302,149171300,Brachyopa vernalis,1.2,Resource & habitat protection,""
149171302,149171300,Brachyopa vernalis,2.1,Site/area management,""
172768416,172768413,Merodon confinium,1.1,Site/area protection,""
172768416,172768413,Merodon confinium,4.3,Awareness & communications,""
172768416,172768413,Merodon confinium,1.2,Resource & habitat protection,""
172768523,172768520,Merodon spineus,1.1,Site/area protection,""
172768523,172768520,Merodon spineus,4.3,Awareness & communications,""
172768523,172768520,Merodon spineus,2.1,Site/area management,""
179993092,175944745,Merodon medium,1.1,Site/area protection,""
179993092,175944745,Merodon medium,4.3,Awareness & communications,""
179993389,175944635,Merodon olympius,1.1,Site/area protection,""
179993389,175944635,Merodon olympius,4.3,Awareness & communications,""
179993389,175944635,Merodon olympius,5.1.2,National level,""
179993389,175944635,Merodon olympius,5.2,Policies and regulations,""
179993901,175922919,Merodon atricapillatus,1.1,Site/area protection,""
179993901,175922919,Merodon atricapillatus,4.3,Awareness & communications,""
179993901,175922919,Merodon atricapillatus,2.1,Site/area management,""
179993994,175923879,Merodon rojoi,1.1,Site/area protection,""
179993994,175923879,Merodon rojoi,4.3,Awareness & communications,""
179993994,175923879,Merodon rojoi,2.1,Site/area management,""
194174834,194174678,Paragus thracusi,5.1.2,National level,""
