subspeciesname	Order	n_locations	n_sites	eoo	eoo_overlap	eoo_natura	eoo_wildlife	aoo	aoo_natura	aoo_wildlife	potentially_VU	potentially_EN	potentially_CR	paca	iucn	threatened	gbif	gbif_id	class	family	genus	kingdom	order	phylum	species	subspecies
Eupholidoptera forcipata	Orthoptera	2	18	22.7693613211808	22.7693613211808	22.7693613211808	3.01301111688835	24.0036027946031	24.0036027946036	3.35937913307662	TRUE	TRUE	FALSE	LT	EN	TRUE	1690301	1690301	Insecta	Tettigoniidae	Eupholidoptera	Animalia	Orthoptera	Arthropoda	Eupholidoptera forcipata	NA
Eupholidoptera gemellata	Orthoptera	1	9	0.680610646066695	0.680610646067364	0.680610646067364	0	12.0047872346856	12.0047872346865	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1690310	1690310	Insecta	Tettigoniidae	Eupholidoptera	Animalia	Orthoptera	Arthropoda	Eupholidoptera gemellata	NA
Geostiba idaea	Coleoptera	5	7	104.353195722562	104.353195722562	69.9906117793638	18.2791097617877	28.1136663388247	20.0921509361926	4.68340104823155	TRUE	TRUE	FALSE	LT	EN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Raiboscelis corvinus slamai	Coleoptera	2	4	3.49812529110933	3.49812529110933	3.49812529110933	0	20.0061193871855	20.006119387186	2.31279252924457	TRUE	TRUE	FALSE	LT	EN	TRUE	5750006	5750006	Insecta	Tenebrionidae	Raiboscelis	Animalia	Coleoptera	Arthropoda	Raiboscelis corvinus	Raiboscelis corvinus slamai
Tapinopterus stepaneki stepaneki	Coleoptera	2	2	NA	NA	NA	NA	8.00280748047013	8.00280748047046	0.167205650623793	TRUE	TRUE	FALSE	LT	EN	TRUE	4472327	4472327	Insecta	Carabidae	Tapinopterus	Animalia	Coleoptera	Arthropoda	Tapinopterus stepaneki	Tapinopterus stepaneki stepaneki
Anthaxia idea	Coleoptera	2	3	5.71211179894318	5.71211179894318	5.70540337625324	3.23937161613735	7.99723800959014	4.60252055273213	0.100625554481762	TRUE	TRUE	FALSE	LT	EN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bellatheta idana	Coleoptera	1	1	NA	NA	NA	NA	3.99929823910599	3.99929823910599	0.135881046160897	TRUE	TRUE	TRUE	LT	CR	TRUE	10369394	10369394	Insecta	Staphylinidae	Bellatheta	Animalia	Coleoptera	Arthropoda	Bellatheta idana	NA
Bythinus creticus	Coleoptera	1	1	NA	NA	NA	NA	4.00014327891974	4.00014327891974	2.35288895422507	TRUE	TRUE	TRUE	LT	CR	TRUE	11146563	11146563	Insecta	Staphylinidae	Bythinus	Animalia	Coleoptera	Arthropoda	Bythinus creticus	NA
Chrysis eraklionica	Hymenoptera	3	3	113.666928239389	113.666928239389	30.5877927058312	4.74056062997072	12.0033038125089	11.7078074069635	2.09774404986223	TRUE	TRUE	FALSE	LT	EN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coriomeris brevicornis	Heteroptera	1	1	NA	NA	NA	NA	4.00089200103008	4.00089200103003	0	TRUE	TRUE	TRUE	LT	CR	TRUE	4391564	4391564	Insecta	Coreidae	Coriomeris	Animalia	Hemiptera	Arthropoda	Coriomeris brevicornis	NA
Geostiba exsecta	Coleoptera	2	6	9.3784824574605	9.3784824574605	9.3784824574605	6.94538403027178	19.9947799667138	19.9947799667114	8.42597802998432	TRUE	TRUE	FALSE	LT	EN	TRUE	4442596	4442596	Insecta	Staphylinidae	Geostiba	Animalia	Coleoptera	Arthropoda	Geostiba exsecta	NA
Geostiba paulexsecta	Coleoptera	1	3	0.0254015964601885	0.0254015964601885	0.0254015964601885	0	11.9996338096069	11.9996338096069	0.338578738181872	TRUE	TRUE	TRUE	LT	CR	TRUE	10043124	10043124	Insecta	Staphylinidae	Geostiba	Animalia	Coleoptera	Arthropoda	Geostiba paulexsecta	NA
Lesteva longoelytrata cretica	Coleoptera	3	7	200.380739684706	200.380739684706	74.7960850632703	4.03535426378273	28.0217994638544	28.0217994638534	4.965147129461	TRUE	TRUE	FALSE	LT	EN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lesteva szekessyi	Coleoptera	1	1	NA	NA	NA	NA	3.99923749916939	3.99923749916991	6.96035192369754e-5	TRUE	TRUE	TRUE	LT	CR	TRUE	4444092	4444092	Insecta	Staphylinidae	Lesteva	Animalia	Coleoptera	Arthropoda	Lesteva szekessyi	NA
Myrmecopora idana	Coleoptera	2	4	7.4724758154431	7.4724758154431	7.4724758154431	6.64872163992117	15.9988674217641	15.998867421761	5.97661281261807	TRUE	TRUE	FALSE	LT	EN	TRUE	9947494	9947494	Insecta	Staphylinidae	Myrmecopora	Animalia	Coleoptera	Arthropoda	Myrmecopora idana	NA
Oxypoda idana	Coleoptera	2	2	NA	NA	NA	NA	4.01628305263851	4.01628305263851	0.462381456461236	TRUE	TRUE	FALSE	LT	EN	TRUE	10545261	10545261	Insecta	Staphylinidae	Oxypoda	Animalia	Coleoptera	Arthropoda	Oxypoda idana	NA
Pyrrhocoris niger	Heteroptera	1	2	NA	NA	NA	NA	4.00091022779404	4.00091022779444	0.180611128845987	TRUE	TRUE	TRUE	LT	CR	TRUE	4486828	4486828	Insecta	Pyrrhocoridae	Pyrrhocoris	Animalia	Hemiptera	Arthropoda	Pyrrhocoris niger	NA
Tychus lagrecai	Coleoptera	3	3	71.5011661985218	71.5011661985218	27.4980285820336	0.138451016343496	12.0108268973705	8.00577437054072	2.54486117672815	TRUE	TRUE	FALSE	LT	EN	TRUE	10261584	10261584	Insecta	Staphylinidae	Tychus	Animalia	Coleoptera	Arthropoda	Tychus lagrecai	NA
Cephennium idanum	Coleoptera	1	1	NA	NA	NA	NA	4.01380512682644	1.83140682185442	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11130466	11130466	Insecta	Staphylinidae	Cephennium	Animalia	Coleoptera	Arthropoda	Cephennium idanum	NA
Cephennium latius	Coleoptera	1	1	NA	NA	NA	NA	4.01341371897423	1.76579621731139	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11202419	11202419	Insecta	Staphylinidae	Cephennium	Animalia	Coleoptera	Arthropoda	Cephennium latius	NA
Cretotyphlus idanus	Coleoptera	1	1	NA	NA	NA	NA	4.01338225616373	0.345017407973788	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11170471	11170471	Insecta	Staphylinidae	Cretotyphlus	Animalia	Coleoptera	Arthropoda	Cretotyphlus idanus	NA
Pristiphora parnasia	Hymenoptera	4	5	343.640852053497	342.051981402236	112.737292077223	12.2593366802221	16.0005207207144	7.31644391198162	2.6666705446893	TRUE	TRUE	FALSE	LT	EN	TRUE	8675479	8675479	Insecta	Tenthredinidae	Pristiphora	Animalia	Hymenoptera	Arthropoda	Pristiphora parnasia	NA
Oxypoda bimontium	Coleoptera	3	3	63.3126037900257	63.3126037900257	28.4568179155022	1.37358036564014	12.0078465463267	12.0078465463229	3.118494642002	TRUE	TRUE	FALSE	LT	EN	TRUE	11161699	11161699	Insecta	Staphylinidae	Oxypoda	Animalia	Coleoptera	Arthropoda	Oxypoda bimontium	NA
Laena wittmeri	Coleoptera	2	2	NA	NA	NA	NA	8.02326215611472	0	0.244637079562364	TRUE	TRUE	FALSE	LT	EN	TRUE	3261886	3261886	Insecta	Tenebrionidae	Laena	Animalia	Coleoptera	Arthropoda	NA	NA
Xanthomus ovulus	Coleoptera	2	2	NA	NA	NA	NA	8.02453001625983	0	1.00302877986847	TRUE	TRUE	FALSE	LT	EN	TRUE	4453852	4453852	Insecta	Tenebrionidae	Xanthomus	Animalia	Coleoptera	Arthropoda	Xanthomus ovulus	NA
Dendarus puncticollis	Coleoptera	19	68	5301.8860752492	3043.40163624283	633.789916024848	212.831992097368	160.22540149479	38.4916408248931	16.2267034899484	FALSE	FALSE	FALSE	LNT	NT/LC	FALSE	8918214	8918214	Insecta	Tenebrionidae	Dendarus	Animalia	Coleoptera	Arthropoda	Dendarus puncticollis	NA
Dionconotus confluens creticus	Heteroptera	2	2	NA	NA	NA	NA	7.99831826265521	2.51500084864295	2.6578821856898	TRUE	TRUE	FALSE	LT	EN	TRUE	4487679	4487679	Insecta	Miridae	Dionconotus	Animalia	Hemiptera	Arthropoda	Dionconotus confluens	Dionconotus confluens creticus
Nemesia caranhaci	Araneae	1	1	NA	NA	NA	NA	4.00081224467865	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	5170553	5170553	Arachnida	Nemesiidae	Nemesia	Animalia	Araneae	Arthropoda	Nemesia caranhaci	NA
Stenus ariadne	Coleoptera	2	2	NA	NA	NA	NA	8.02693879438935	0.0195484574394443	0	TRUE	TRUE	FALSE	LT	EN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Malthonica daedali	Araneae	1	1	NA	NA	NA	NA	4.01244310837492	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	2139608	2139608	Arachnida	Agelenidae	Malthonica	Animalia	Araneae	Arthropoda	Malthonica daedali	NA
Stosatea cretica	Diplopoda	2	2	NA	NA	NA	NA	8.01893244064471	0.892688758450925	0	TRUE	TRUE	FALSE	LT	EN	TRUE	1016612	1016612	Diplopoda	Paradoxosomatidae	Stosatea	Animalia	Polydesmida	Arthropoda	Stosatea cretica	NA
Cephennium sinuosum	Coleoptera	3	3	362.128328375715	257.463748752796	67.9093845218705	15.2737098809068	12.009674604813	0.209409292557642	0	TRUE	TRUE	FALSE	LT	EN	TRUE	11182442	11182442	Insecta	Staphylinidae	Cephennium	Animalia	Coleoptera	Arthropoda	Cephennium sinuosum	NA
Kenotyphlus creticus	Coleoptera	1	1	NA	NA	NA	NA	3.99836026163095	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	9928048	9928048	Insecta	Staphylinidae	Kenotyphlus	Animalia	Coleoptera	Arthropoda	Kenotyphlus creticus	NA
Tapinopterus marani marani	Coleoptera	1	2	NA	NA	NA	NA	4.00718113089397	4.00718113088935	3.82513396073914	TRUE	TRUE	TRUE	LT	CR	TRUE	4472384	4472384	Insecta	Carabidae	Tapinopterus	Animalia	Coleoptera	Arthropoda	Tapinopterus marani	Tapinopterus marani marani
Temnothorax ikarosi	Hymenoptera	1	1	NA	NA	NA	NA	4.00759617841941	4.00759617834794	4.00759617841924	TRUE	TRUE	TRUE	LT	CR	TRUE	11870427	11870427	Insecta	Formicidae	Temnothorax	Animalia	Hymenoptera	Arthropoda	Temnothorax ikarosi	NA
Zabrus oertzeni creticus	Coleoptera	2	20	15.5452045062801	15.5452045062801	15.5452045062738	0.652156250990915	24.0288935032011	24.0288935031986	3.81405985392031	TRUE	TRUE	FALSE	LT	EN	TRUE	8754971	8754971	Insecta	Carabidae	Zabrus	Animalia	Coleoptera	Arthropoda	Zabrus oertzeni	Zabrus oertzeni creticus
Acanthopetalum furculigerum transitionis	Diplopoda	1	1	NA	NA	NA	NA	4.00451465822494	4.00451465822528	0	TRUE	TRUE	TRUE	LT	CR	TRUE	6189790	6189790	Diplopoda	Schizopetalidae	Acanthopetalum	Animalia	Callipodida	Arthropoda	Acanthopetalum furculigerum	Acanthopetalum furculigerum transitionis
Afropselaphus diktianus	Coleoptera	1	1	NA	NA	NA	NA	4.00414042403824	4.00414042403824	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11207971	11207971	Insecta	Staphylinidae	Afropselaphus	Animalia	Coleoptera	Arthropoda	Afropselaphus diktianus	NA
Eupholidoptera marietheresae	Orthoptera	1	3	0	0	0	0	4.00523248845807	4.00523248845714	0	TRUE	TRUE	TRUE	LT	CR	TRUE	1690233	1690233	Insecta	Tettigoniidae	Eupholidoptera	Animalia	Orthoptera	Arthropoda	NA	NA
Geostiba diktiana	Coleoptera	1	1	NA	NA	NA	NA	4.00398598881626	4.00398598881626	0	TRUE	TRUE	TRUE	LT	CR	TRUE	9980492	9980492	Insecta	Staphylinidae	Geostiba	Animalia	Coleoptera	Arthropoda	Geostiba diktiana	NA
Myrmecopora elisa	Coleoptera	3	6	60.8272316662973	60.8272316662973	60.8272316662973	2.49229996265493	16.005265002838	13.646166851866	0	TRUE	TRUE	FALSE	LT	EN	TRUE	4442369	4442369	Insecta	Staphylinidae	Myrmecopora	Animalia	Coleoptera	Arthropoda	Myrmecopora elisa	NA
Oxypoda cretica	Coleoptera	2	2	NA	NA	NA	NA	8.0058972998933	8.00589729989328	0	TRUE	TRUE	FALSE	LT	EN	TRUE	10415544	10415544	Insecta	Staphylinidae	Oxypoda	Animalia	Coleoptera	Arthropoda	Oxypoda cretica	NA
Sunius diktianus	Coleoptera	3	4	36.0237952544496	36.0237952544496	36.0237952544496	0	12.009381684393	11.9768480223927	0	TRUE	TRUE	FALSE	LT	EN	TRUE	10041995	10041995	Insecta	Staphylinidae	Sunius	Animalia	Coleoptera	Arthropoda	Sunius diktianus	NA
Tectusa diktiana	Coleoptera	1	2	NA	NA	NA	NA	12.0162433955364	12.016243395537	0.0103583525998972	TRUE	TRUE	TRUE	LT	CR	TRUE	9946019	9946019	Insecta	Staphylinidae	Tectusa	Animalia	Coleoptera	Arthropoda	Tectusa diktiana	NA
Amaurobius cretaensis	Araneae	3	8	76.3278229143719	76.3278229143709	71.4458046845303	7.99644445061764	36.0050206314351	26.4599707301223	0.674413336449049	TRUE	TRUE	FALSE	LT	EN	TRUE	2141594	2141594	Arachnida	Amaurobiidae	Amaurobius	Animalia	Araneae	Arthropoda	Amaurobius cretaensis	NA
Cephennium arcuatum	Coleoptera	1	3	0	0	0	0	7.99956572137391	3.97352986757741	0.107285521670052	TRUE	TRUE	TRUE	LT	CR	TRUE	11214777	11214777	Insecta	Staphylinidae	Cephennium	Animalia	Coleoptera	Arthropoda	Cephennium arcuatum	NA
Cephennium selenanum	Coleoptera	1	1	NA	NA	NA	NA	3.9985355032392	3.63539143059369	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11156473	11156473	Insecta	Staphylinidae	Cephennium	Animalia	Coleoptera	Arthropoda	Cephennium selenanum	NA
Cretotyphlus hamatus	Coleoptera	2	3	3.05673068859496	3.05673068859496	2.88044169862669	0.79203074553009	8.00529742662889	3.99994171247169	3.05370838093894	TRUE	TRUE	FALSE	LT	EN	TRUE	11136368	11136368	Insecta	Staphylinidae	Cretotyphlus	Animalia	Coleoptera	Arthropoda	Cretotyphlus hamatus	NA
Geostiba meybohmi	Coleoptera	4	9	131.501479812068	131.501479812064	106.833277050001	8.56863089117451	44.0363822796837	27.9247454225994	4.5444226673728	TRUE	TRUE	FALSE	LT	EN	TRUE	4442561	4442561	Insecta	Staphylinidae	Geostiba	Animalia	Coleoptera	Arthropoda	Geostiba meybohmi	NA
Sintula cretaensis	Araneae	1	1	NA	NA	NA	NA	4.0001974864671	4.0001974864671	0	TRUE	TRUE	TRUE	LT	CR	TRUE	2135119	2135119	Arachnida	Linyphiidae	Sintula	Animalia	Araneae	Arthropoda	Sintula cretaensis	NA
Walckenaeria clavilobus	Araneae	1	1	NA	NA	NA	NA	3.9999058817756	3.9999058817756	0	TRUE	TRUE	TRUE	LT	CR	TRUE	2134761	2134761	Arachnida	Linyphiidae	Walckenaeria	Animalia	Araneae	Arthropoda	Walckenaeria claviloba	NA
Dendarus mylonasi	Coleoptera	1	2	NA	NA	NA	NA	3.99888001458533	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	9096986	9096986	Insecta	Tenebrionidae	Dendarus	Animalia	Coleoptera	Arthropoda	Dendarus mylonasi	NA
Allotyphlus candicus	Coleoptera	3	4	323.91791868692	270.851326213446	52.0209080526563	9.22180742314693	16.0189157247336	4.68795955595911	2.10545186525567	TRUE	TRUE	FALSE	LT	EN	TRUE	10577274	10577274	Insecta	Staphylinidae	Allotyphlus	Animalia	Coleoptera	Arthropoda	Allotyphlus candicus	NA
Eupholidoptera feri	Orthoptera	1	4	0	0	0	0	4.0041376698823	3.8304738560302	0	TRUE	TRUE	TRUE	LT	CR	TRUE	4402659	4402659	Insecta	Tettigoniidae	Eupholidoptera	Animalia	Orthoptera	Arthropoda	Eupholidoptera feri	NA
Eupholidoptera mariannae	Orthoptera	6	19	475.380164211331	407.124083229334	92.261337065944	35.6072397534049	72.1128698695051	19.8422220611345	5.31265679794812	TRUE	FALSE	FALSE	PT	VU	TRUE	1690270	1690270	Insecta	Tettigoniidae	Eupholidoptera	Animalia	Orthoptera	Arthropoda	Eupholidoptera mariannae	NA
Myllaena cretica	Coleoptera	1	1	NA	NA	NA	NA	4.0037561335023	3.74719155645012	0	TRUE	TRUE	TRUE	LT	CR	TRUE	10804372	10804372	Insecta	Staphylinidae	Myllaena	Animalia	Coleoptera	Arthropoda	Myllaena cretica	NA
Pseudobium creticum	Coleoptera	1	2	NA	NA	NA	NA	4.00458015423706	3.94874825670592	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11117479	11117479	Insecta	Staphylinidae	Pseudobium	Animalia	Coleoptera	Arthropoda	Pseudobium creticum	NA
Anastrangalia montana steineri	Coleoptera	2	2	NA	NA	NA	NA	12.0232103969206	0	0.117091030960835	TRUE	TRUE	FALSE	LT	EN	TRUE	4458817	4458817	Insecta	Cerambycidae	Anastrangalia	Animalia	Coleoptera	Arthropoda	Anastrangalia montana	Anastrangalia montana steineri
Cephennium hamulatum	Coleoptera	1	1	NA	NA	NA	NA	4.00354548729513	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11208677	11208677	Insecta	Staphylinidae	Cephennium	Animalia	Coleoptera	Arthropoda	Cephennium hamulatum	NA
Cousya candica	Coleoptera	1	1	NA	NA	NA	NA	4.00542663795491	0	2.64545398403548	TRUE	TRUE	TRUE	LT	CR	TRUE	11133358	11133358	Insecta	Staphylinidae	Cousya	Animalia	Coleoptera	Arthropoda	Cousya candica	NA
Geomitopsis cretica	Coleoptera	2	2	NA	NA	NA	NA	8.01046242090302	0	2.08784003348905	TRUE	TRUE	FALSE	LT	EN	TRUE	11205992	11205992	Insecta	Staphylinidae	Geomitopsis	Animalia	Coleoptera	Arthropoda	Geomitopsis cretica	NA
Stenichnus orientalis	Coleoptera	2	2	NA	NA	NA	NA	8.00901992450358	0	0.214368813097272	TRUE	TRUE	FALSE	LT	EN	TRUE	11142693	11142693	Insecta	Staphylinidae	Stenichnus	Animalia	Coleoptera	Arthropoda	Stenichnus orientalis	NA
Afropselaphus thripticus	Coleoptera	1	1	NA	NA	NA	NA	4.00659187192421	4.0065918719246	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11151035	11151035	Insecta	Staphylinidae	Afropselaphus	Animalia	Coleoptera	Arthropoda	Afropselaphus thripticus	NA
Amaurobius geminus	Araneae	1	2	NA	NA	NA	NA	4.00670425625265	4.00670425625267	0	TRUE	TRUE	TRUE	LT	CR	TRUE	2141574	2141574	Arachnida	Amaurobiidae	Amaurobius	Animalia	Araneae	Arthropoda	Amaurobius geminus	NA
Astenus thripticus	Coleoptera	1	2	NA	NA	NA	NA	4.00627536371492	4.00627536371492	0	TRUE	TRUE	TRUE	LT	CR	TRUE	10413082	10413082	Insecta	Staphylinidae	Astenus	Animalia	Coleoptera	Arthropoda	Astenus thripticus	NA
Cephennium thripticum	Coleoptera	1	2	NA	NA	NA	NA	4.0065012917894	4.00650129178933	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11144205	11144205	Insecta	Staphylinidae	Cephennium	Animalia	Coleoptera	Arthropoda	Cephennium thripticum	NA
Geostiba thryptisensis	Coleoptera	1	6	0.951424615102295	0.951424615102295	0.951424615102295	0	4.00629368847959	4.00629368848003	0	TRUE	TRUE	TRUE	LT	CR	TRUE	4442572	4442572	Insecta	Staphylinidae	Geostiba	Animalia	Coleoptera	Arthropoda	Geostiba thryptisensis	NA
Leptobium thryptisense	Coleoptera	4	7	100.321813289298	100.161393785571	18.071276774979	4.79504889987633	24.0382900314421	12.0223902589532	1.59192024490928	TRUE	TRUE	FALSE	LT	EN	TRUE	10411562	10411562	Insecta	Staphylinidae	Leptobium	Animalia	Coleoptera	Arthropoda	Leptobium thryptisense	NA
Leptomastax thryptica	Coleoptera	1	1	NA	NA	NA	NA	4.00683573977416	4.00683573977415	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11125535	11125535	Insecta	Staphylinidae	Leptomastax	Animalia	Coleoptera	Arthropoda	Leptomastax thriptica	NA
Myrmecopora thriptica	Coleoptera	1	3	0.209214302365788	0.209214302365788	0.209214302365788	0	4.00631132529333	4.00631132529286	0	TRUE	TRUE	TRUE	LT	CR	TRUE	10306494	10306494	Insecta	Staphylinidae	Myrmecopora	Animalia	Coleoptera	Arthropoda	Myrmecopora thriptica	NA
Sunius thripticus	Coleoptera	1	3	1.57542633153177	1.57542633153177	1.22367864950029	0	16.026663162065802	12.0197271824221	0.0916158411419549	TRUE	TRUE	TRUE	LT	CR	TRUE	10113904	10113904	Insecta	Staphylinidae	Sunius	Animalia	Coleoptera	Arthropoda	Sunius thripticus	NA
Tectusa thriptica	Coleoptera	1	1	NA	NA	NA	NA	4.00708979203626	4.00708979203626	0	TRUE	TRUE	TRUE	LT	CR	TRUE	10354297	10354297	Insecta	Staphylinidae	Tectusa	Animalia	Coleoptera	Arthropoda	Tectusa thriptica	NA
Cephennium curvatum	Coleoptera	1	1	NA	NA	NA	NA	4.00366778485129	0	2.16902438167834	TRUE	TRUE	TRUE	LT	CR	TRUE	11150333	11150333	Insecta	Staphylinidae	Cephennium	Animalia	Coleoptera	Arthropoda	Cephennium curvatum	NA
Eupholidoptera annamariae	Orthoptera	6	21	283.531659598334	282.871798286718	20.0306305360204	12.1592584456443	52.0890508245257	4.24316000983992	3.12880206867042	TRUE	FALSE	FALSE	PT	VU	TRUE	1690302	1690302	Insecta	Tettigoniidae	Eupholidoptera	Animalia	Orthoptera	Arthropoda	Eupholidoptera annamariae	NA
Tentyria sporadica zimmermanni	Coleoptera	1	1	NA	NA	NA	NA	4.01395583700549	2.74655971925677	2.74261019167904	TRUE	TRUE	TRUE	LT	CR	TRUE	4455441	4455441	Insecta	Tenebrionidae	Tentyria	Animalia	Coleoptera	Arthropoda	Tentyria sporadica	Tentyria sporadica zimmermanni
Dailognatha quadricollis pseudobtusangula	Coleoptera	2	3	1.80934150023046	1.03122937857861	1.03122937857969	1.02963896416683	16.0473757722945	4.28245178128103	4.26685738733719	TRUE	TRUE	FALSE	LT	EN	TRUE	4455353	4455353	Insecta	Tenebrionidae	Dailognatha	Animalia	Coleoptera	Arthropoda	Dailognatha quadricollis	Dailognatha quadricollis pseudobtusangula
Dendarus dragonadanus	Coleoptera	2	10	2.54166926189481	1.41466796075822	1.41466796075309	1.41220179273454	20.0557614487816	4.2731181099219	4.25718400920194	TRUE	TRUE	FALSE	LT	EN	TRUE	9059084	9059084	Insecta	Tenebrionidae	Dendarus	Animalia	Coleoptera	Arthropoda	Dendarus dragonadanus	NA
Cephennium fortespinosum	Coleoptera	1	1	NA	NA	NA	NA	4.00544895163989	0	0.85595025297713	TRUE	TRUE	TRUE	LT	CR	TRUE	11124400	11124400	Insecta	Staphylinidae	Cephennium	Animalia	Coleoptera	Arthropoda	Cephennium fortespinosum	NA
Euconnus zakrius	Coleoptera	1	2	NA	NA	NA	NA	4.00475514385314	0	0	TRUE	TRUE	TRUE	LT	CR	TRUE	11175828	11175828	Insecta	Staphylinidae	Euconnus	Animalia	Coleoptera	Arthropoda	Euconnus zakrius	NA
