user_supplied_name	submitted_name	matched_name	data_source_title	score
Blaps cretensis	Blaps cretensis	Blaps cretensis	uBio NameBank	0.988
Blaps cretensis	Blaps cretensis	Blaps cretensis (Koch 1944)	Index to Organism Names	0.988
Blaps cretensis	Blaps cretensis	Blaps cretensis Crete	Index to Organism Names	0.988
Blaps cretensis	Blaps cretensis	Blaps cretensis (Koch 1944)	uBio NameBank	0.988
Calathus oertzeni jeanne	Calathus oertzeni jeanne	Calathus (Calathus) oertzeni Jeanne & F.Battoni, 1987	Catalogue of Life Checklist	0.988
Calathus oertzeni jeanne	Calathus oertzeni jeanne	Calathus oertzeni	Wikispecies	0.988
Calathus oertzeni jeanne	Calathus oertzeni jeanne	Calathus oertzeni Jeanne & F.Battoni, 1987	GBIF Backbone Taxonomy	0.988
Calathus oertzeni jeanne	Calathus oertzeni jeanne	Calathus oertzeni	Encyclopedia of Life	0.988
Calathus oertzeni jeanne	Calathus oertzeni jeanne	Calathus oertzeni Jeanne & F. Battoni, 1988	EUNIS	0.988
Calathus oertzeni jeanne	Calathus oertzeni jeanne	Calathus oertzeni Jeanne & F. Battoni, 1988	BioLib.cz	0.988
Calathus oertzeni jeanne	Calathus oertzeni jeanne	Calathus oertzeni Jeanne & Battoni 1987	Index to Organism Names	0.988
Calathus oertzeni jeanne	Calathus oertzeni jeanne	Calathus oertzeni Jeanne & Battoni 1987	uBio NameBank	0.988
Calathus oertzeni jeanne	Calathus oertzeni jeanne	Calathus oertzeni	uBio NameBank	0.988
Calathus oertzeni jeanne	Calathus oertzeni jeanne	Calathus oertzeni	Open Tree of Life Reference Taxonomy	0.988
Carabus banoni	Carabus banoni	Carabus banoni	Encyclopedia of Life	0.988
Carabus banoni	Carabus banoni	Carabus banoni Dejean, 1829	BioLib.cz	0.988
Chaetopelma lymberakisi	Chaetopelma lymberakisi	Chaetopelma lymberakisi	Wikispecies	0.988
Chaetopelma lymberakisi	Chaetopelma lymberakisi	Chaetopelma lymberakisi	Encyclopedia of Life	0.988
Chaetopelma lymberakisi	Chaetopelma lymberakisi	Chaetopelma lymberakisi	Open Tree of Life Reference Taxonomy	0.988
Chaetopelma lymberakisi	Chaetopelma lymberakisi	Chaetopelma lymberakisi Chatzaki & Komnenov, 2019	Catalogue of Life Checklist	0.988
Chaetopelma lymberakisi	Chaetopelma lymberakisi	Chaetopelma lymberakisi Chatzaki & Komnenov, 2019	Integrated Taxonomic Information SystemITIS	0.988
Chaetopelma lymberakisi	Chaetopelma lymberakisi	Chaetopelma lymberakisi Chatzaki & Komnenov, 2019	GBIF Backbone Taxonomy	0.988
Chaetopelma lymberakisi	Chaetopelma lymberakisi	Chaetopelma lymberakisi Chatzaki & Koivinenov 2019	Index to Organism Names	0.988
Dailognatha cylindritarsis	Dailognatha cylindritarsis	Dailognatha cylindritarsis	Encyclopedia of Life	0.988
Dailognatha cylindritarsis	Dailognatha cylindritarsis	Dailognatha cylindritarsis	Open Tree of Life Reference Taxonomy	0.988
Dailognatha cylindritarsis	Dailognatha cylindritarsis	Dailognatha cylindritarsis Koch, 1948	GBIF Backbone Taxonomy	0.988
Dailognatha cylindritarsis	Dailognatha cylindritarsis	Dailognatha cylindritarsis Koch, 1948	EUNIS	0.988
Dailognatha cylindritarsis	Dailognatha cylindritarsis	Dailognatha cylindritarsis Koch, 1948	BioLib.cz	0.988
Dailognatha cylindritarsis	Dailognatha cylindritarsis	Dailognatha cylindritarsis Koch 1948	Index to Organism Names	0.988
Dailognatha quadricollis rugata	Dailognatha quadricollis rugata	Dailognatha quadricollis rugata	Encyclopedia of Life	0.999
Dailognatha quadricollis rugata	Dailognatha quadricollis rugata	Dailognatha quadricollis rugata Solier, 1835	GBIF Backbone Taxonomy	0.999
Dailognatha quadricollis rugata	Dailognatha quadricollis rugata	Dailognatha quadricollis rugata Solier, 1835	EUNIS	0.999
Dailognatha quadricollis rugata	Dailognatha quadricollis rugata	Dailognatha quadricollis rugata Solier, 1835	BioLib.cz	0.999
Dendarus opacus	Dendarus opacus	Dendarus opacus	National Center for Biotechnology Information	0.988
Dendarus opacus	Dendarus opacus	Dendarus opacus	Encyclopedia of Life	0.988
Dendarus opacus	Dendarus opacus	Dendarus opacus	uBio NameBank	0.988
Dendarus opacus	Dendarus opacus	Dendarus opacus Koch, 1948	GBIF Backbone Taxonomy	0.988
Dendarus opacus	Dendarus opacus	Dendarus opacus Koch, 1948	EUNIS	0.988
Dendarus opacus	Dendarus opacus	Dendarus opacus Koch, 1948	BioLib.cz	0.988
Dendarus opacus	Dendarus opacus	Dendarus opacus Koch 1948	Index to Organism Names	0.988
Dendarus opacus	Dendarus opacus	Dendarus opacus Koch 1948	uBio NameBank	0.988
Dysdera gigas	Dysdera gigas	Dysdera gigas	Encyclopedia of Life	0.988
Dysdera gigas	Dysdera gigas	Dysdera gigas	Index to Organism Names	0.988
Dysdera gigas	Dysdera gigas	Dysdera gigas	uBio NameBank	0.988
Dysdera gigas	Dysdera gigas	Dysdera gigas	Arctos	0.988
Dysdera gigas	Dysdera gigas	Dysdera gigas	Open Tree of Life Reference Taxonomy	0.988
Dysdera gigas	Dysdera gigas	Dysdera gigas Roewer, 1928	Catalogue of Life Checklist	0.988
Dysdera gigas	Dysdera gigas	Dysdera gigas Roewer, 1928	Integrated Taxonomic Information SystemITIS	0.988
Dysdera gigas	Dysdera gigas	Dysdera gigas Roewer, 1928	The Interim Register of Marine and Nonmarine Genera	0.988
Dysdera gigas	Dysdera gigas	Dysdera gigas Roewer, 1928	GBIF Backbone Taxonomy	0.988
Dysdera gigas	Dysdera gigas	Dysdera gigas Roewer, 1928	EUNIS	0.988
Dysdera gigas	Dysdera gigas	Dysdera gigas Roewer, 1928	BioLib.cz	0.988
Dysdera gigas	Dysdera gigas	Dysdera gigas Roewer, 1928	nlbif	0.988
Dysdera gigas	Dysdera gigas	Dysdera gigas Roewer 1928	Index to Organism Names	0.988
Dysdera gigas	Dysdera gigas	Dysdera gigas Roewer, 1928	uBio NameBank	0.988
Euscorpius candiota	Euscorpius candiota	Euscorpius candiota	Encyclopedia of Life	0.988
Euscorpius candiota	Euscorpius candiota	Euscorpius candiota	Index to Organism Names	0.988
Euscorpius candiota	Euscorpius candiota	Euscorpius candiota Birula, 1903	Catalogue of Life Checklist	0.988
Euscorpius candiota	Euscorpius candiota	Euscorpius candiota Birula, 1903	GBIF Backbone Taxonomy	0.988
Euscorpius candiota	Euscorpius candiota	Euscorpius candiota Birula, 1900	EUNIS	0.988
Euscorpius candiota	Euscorpius candiota	Euscorpius candiota Birula, 1900	BioLib.cz	0.988
Euscorpius candiota	Euscorpius candiota	Euscorpius (Euscorpius) candiota Birula 1903	Index to Organism Names	0.988
Euscorpius candiota	Euscorpius candiota	Euscorpius candiota Birula 1903	Index to Organism Names	0.988
Euscorpius candiota	Euscorpius candiota	Euscorpius (Euscorpius) candiota Birula 1903	uBio NameBank	0.988
Euscorpius candiota	Euscorpius candiota	Euscorpius candiota Birula 1903	PLAZI treatments	0.988
Gryllomorpha cretensis	Gryllomorpha cretensis	Gryllomorpha cretensis	uBio NameBank	0.988
Gryllomorpha cretensis	Gryllomorpha cretensis	Gryllomorpha cretensis	Arctos	0.988
Gryllomorpha cretensis	Gryllomorpha cretensis	Gryllomorpha cretensis	Open Tree of Life Reference Taxonomy	0.988
Gryllomorpha cretensis	Gryllomorpha cretensis	Gryllomorpha cretensis Ramme, 1927	Catalogue of Life Checklist	0.988
Gryllomorpha cretensis	Gryllomorpha cretensis	Gryllomorpha (Gryllomorphella) cretensis Ramme, 1927	Catalogue of Life Checklist	0.988
Gryllomorpha cretensis	Gryllomorpha cretensis	Gryllomorpha cretensis Ramme, 1927	The Interim Register of Marine and Nonmarine Genera	0.988
Gryllomorpha cretensis	Gryllomorpha cretensis	Gryllomorpha cretensis Ramme, 1927	GBIF Backbone Taxonomy	0.988
Gryllomorpha cretensis	Gryllomorpha cretensis	Gryllomorpha cretensis Ramme, 1927	EUNIS	0.988
Gryllomorpha cretensis	Gryllomorpha cretensis	Gryllomorpha (Gryllomorpha) cretensis Ramme, 1927	Orthoptera Species File	0.988
Gryllomorpha cretensis	Gryllomorpha cretensis	Gryllomorpha cretensis Ramme, 1927	BioLib.cz	0.988
Gryllomorpha cretensis	Gryllomorpha cretensis	Gryllomorpha cretensis Ramme, 1927	nlbif	0.988
Gryllomorpha cretensis	Gryllomorpha cretensis	Gryllomorpha cretensis Ramme 1927	Index to Organism Names	0.988
Gryllomorpha cretensis	Gryllomorpha cretensis	Gryllomorpha cretensis Ramme, 1927	uBio NameBank	0.988
Harpactea coccifera	Harpactea coccifera	Harpactea coccifera	Wikispecies	0.988
Harpactea coccifera	Harpactea coccifera	Harpactea coccifera	Encyclopedia of Life	0.988
Harpactea coccifera	Harpactea coccifera	Harpactea coccifera	uBio NameBank	0.988
Harpactea coccifera	Harpactea coccifera	Harpactea coccifera	Arctos	0.988
Harpactea coccifera	Harpactea coccifera	Harpactea coccifera	Open Tree of Life Reference Taxonomy	0.988
Harpactea coccifera	Harpactea coccifera	Harpactea coccifera Brignoli, 1984	Catalogue of Life Checklist	0.988
Harpactea coccifera	Harpactea coccifera	Harpactea coccifera Brignoli, 1984	Integrated Taxonomic Information SystemITIS	0.988
Harpactea coccifera	Harpactea coccifera	Harpactea coccifera Brignoli, 1984	The Interim Register of Marine and Nonmarine Genera	0.988
Harpactea coccifera	Harpactea coccifera	Harpactea coccifera Brignoli, 1984	GBIF Backbone Taxonomy	0.988
Harpactea coccifera	Harpactea coccifera	Harpactea coccifera Brignoli, 1984	EUNIS	0.988
Harpactea coccifera	Harpactea coccifera	Harpactea coccifera Brignoli, 1984	BioLib.cz	0.988
Harpactea coccifera	Harpactea coccifera	Harpactea coccifera Brignoli, 1984	nlbif	0.988
Harpactea coccifera	Harpactea coccifera	Harpactea coccifera Brignoli 1984	Index to Organism Names	0.988
Harpactea coccifera	Harpactea coccifera	Harpactea coccifera Brignoli, 1984	uBio NameBank	0.988
Megaphyllum cretica	Megaphyllum cretica	Megaphyllum cretica	uBio NameBank	0.988
Megaphyllum cretica	Megaphyllum cretica	Megaphyllum cretica	Arctos	0.988
Megaphyllum cretica	Megaphyllum cretica	Megaphyllum cretica (Strasser, 1976)	Catalogue of Life Checklist	0.988
Megaphyllum cretica	Megaphyllum cretica	Megaphyllum cretica (Strasser, 1976)	World Register of Marine Species	0.988
Megaphyllum cretica	Megaphyllum cretica	Megaphyllum cretica (Strasser, 1976)	GBIF Backbone Taxonomy	0.988
Megaphyllum cretica	Megaphyllum cretica	Megaphyllum cretica (Strasser, 1976)	nlbif	0.988
Megaphyllum cretica	Megaphyllum cretica	Megaphyllum cretica (Strasser 1976)	Index to Organism Names	0.988
Megaphyllum cretica	Megaphyllum cretica	Megaphyllum cretica (Strasser, 1976)	uBio NameBank	0.988
Megaphyllum cretica	Megaphyllum cretica	megaphyllum cretica	Myriatrix	0.5
Pogonocherus creticus	Pogonocherus creticus	Pogonocherus creticus	Encyclopedia of Life	0.988
Pogonocherus creticus	Pogonocherus creticus	Pogonocherus creticus	uBio NameBank	0.988
Pogonocherus creticus	Pogonocherus creticus	Pogonocherus creticus	Arctos	0.988
Pogonocherus creticus	Pogonocherus creticus	Pogonocherus creticus	Open Tree of Life Reference Taxonomy	0.988
Pogonocherus creticus	Pogonocherus creticus	Pogonocherus creticus	PLAZI treatments	0.988
Pogonocherus creticus	Pogonocherus creticus	Pogonocherus creticus (Kratochvíl, 1985)	Catalogue of Life Checklist	0.988
Pogonocherus creticus	Pogonocherus creticus	Pogonocherus creticus Kratochvíl, 1985	The Interim Register of Marine and Nonmarine Genera	0.988
Pogonocherus creticus	Pogonocherus creticus	Pogonocherus creticus (Kratochvíl, 1985)	GBIF Backbone Taxonomy	0.988
Pogonocherus creticus	Pogonocherus creticus	Pogonocherus creticus Kratochvil, 1985	EUNIS	0.988
Pogonocherus creticus	Pogonocherus creticus	Pogonocherus creticus Kratochvíl, 1985	BioLib.cz	0.988
Pogonocherus creticus	Pogonocherus creticus	Pogonocherus creticus Kratochvíl, 1985	nlbif	0.988
Pogonocherus creticus	Pogonocherus creticus	Pogonocherus creticus Kratochvíl, 1985	uBio NameBank	0.988
Raiboscelis corvinus corvinus	Raiboscelis corvinus corvinus	Raiboscelis corvinus corvinus	Encyclopedia of Life	0.999
Raiboscelis corvinus corvinus	Raiboscelis corvinus corvinus	Raiboscelis corvinus corvinus (Kuster, 1851)	GBIF Backbone Taxonomy	0.999
Raiboscelis corvinus corvinus	Raiboscelis corvinus corvinus	Raiboscelis corvinus corvinus (Küster, 1851)	EUNIS	0.999
Raiboscelis corvinus corvinus	Raiboscelis corvinus corvinus	Raiboscelis corvinus corvinus (Küster, 1851)	BioLib.cz	0.999
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica	National Center for Biotechnology Information	0.988
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica	Encyclopedia of Life	0.988
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica	Index to Organism Names	0.988
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica	uBio NameBank	0.988
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica	Arctos	0.988
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica	Open Tree of Life Reference Taxonomy	0.988
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica	Myriatrix	0.988
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica Attems, 1902	Catalogue of Life Checklist	0.988
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica Lucas, 1853	Integrated Taxonomic Information SystemITIS	0.988
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica Attems, 1902	GBIF Backbone Taxonomy	0.988
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica Lucas, 1853	GBIF Backbone Taxonomy	0.988
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica Attems, 1902	EUNIS	0.988
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica Attems, 1902	BioLib.cz	0.988
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica Attems 1902	nlbif	0.988
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica Attems 1902	Index to Organism Names	0.988
Scolopendra cretica	Scolopendra cretica	Scolopendra cretica Attems 1902	uBio NameBank	0.988
Tapinopterus creticus	Tapinopterus creticus	Tapinopterus creticus	Wikispecies	0.988
Tapinopterus creticus	Tapinopterus creticus	Tapinopterus creticus	Encyclopedia of Life	0.988
Tapinopterus creticus	Tapinopterus creticus	Tapinopterus creticus	Open Tree of Life Reference Taxonomy	0.988
Tapinopterus creticus	Tapinopterus creticus	Tapinopterus (Tapinopterus) creticus (I.Frivaldszky von Frivald, 1845)	Catalogue of Life Checklist	0.988
Tapinopterus creticus	Tapinopterus creticus	Tapinopterus creticus (I.Frivaldszky von Frivald, 1845)	GBIF Backbone Taxonomy	0.988
Tapinopterus creticus	Tapinopterus creticus	Tapinopterus creticus (I. Frivaldszky von Frivald, 1845)	EUNIS	0.988
Tapinopterus creticus	Tapinopterus creticus	Tapinopterus creticus (I. Frivaldszky von Frivald, 1845)	BioLib.cz	0.988
Tapinopterus creticus	Tapinopterus creticus	Tapinopterus creticus Maran 1940	Index to Organism Names	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus	National Center for Biotechnology Information	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus	Encyclopedia of Life	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus	Index to Organism Names	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus	uBio NameBank	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus	Arctos	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus	Open Tree of Life Reference Taxonomy	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus Chopard, 1921	Catalogue of Life Checklist	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus (Dayscelus) spinulosus Chopard, 1921	Catalogue of Life Checklist	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus (Troglophilus) spinulosus Chopard, 1921	Catalogue of Life Checklist	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus Chopard, 1921	The Interim Register of Marine and Nonmarine Genera	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus Ingrisch, 1992	The Interim Register of Marine and Nonmarine Genera	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus Kollaros, Paragamian & Legakis, 1991	The Interim Register of Marine and Nonmarine Genera	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus Chopard, 1921	GBIF Backbone Taxonomy	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus Chopard, 1921	EUNIS	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus (Dayscelus) spinulosus Chopard, 1921	Orthoptera Species File	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus Chopard, 1921	BioLib.cz	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus Chopard, 1921	nlbif	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus Chopard 1921	Index to Organism Names	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus Chopard, 1921	uBio NameBank	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus Ingrisch, 1992	uBio NameBank	0.988
Troglophilus spinulosus	Troglophilus spinulosus	Troglophilus spinulosus Kollaros, Paragamian & Legakis, 1991	uBio NameBank	0.988
Zelotes daidalus	Zelotes daidalus	Zelotes daidalus	Wikispecies	0.988
Zelotes daidalus	Zelotes daidalus	Zelotes daidalus	Encyclopedia of Life	0.988
Zelotes daidalus	Zelotes daidalus	Zelotes daidalus	uBio NameBank	0.988
Zelotes daidalus	Zelotes daidalus	Zelotes daidalus	Arctos	0.988
Zelotes daidalus	Zelotes daidalus	Zelotes daidalus	Open Tree of Life Reference Taxonomy	0.988
Zelotes daidalus	Zelotes daidalus	Zelotes daidalus Chatzaki, 2003	Catalogue of Life Checklist	0.988
Zelotes daidalus	Zelotes daidalus	Zelotes daidalus Chatzaki, 2003	Integrated Taxonomic Information SystemITIS	0.988
Zelotes daidalus	Zelotes daidalus	Zelotes daidalus Chatzaki, 2003	The Interim Register of Marine and Nonmarine Genera	0.988
Zelotes daidalus	Zelotes daidalus	Zelotes daidalus Chatzaki, 2003	GBIF Backbone Taxonomy	0.988
Zelotes daidalus	Zelotes daidalus	Zelotes daidalus Chatzaki, 2003	EUNIS	0.988
Zelotes daidalus	Zelotes daidalus	Zelotes daidalus Chatzaki, 2003	BioLib.cz	0.988
Zelotes daidalus	Zelotes daidalus	Zelotes daidalus Chatzaki, 2003	nlbif	0.988
Zelotes daidalus	Zelotes daidalus	Zelotes daidalus Chatzaki 2003	Index to Organism Names	0.988
Zelotes daidalus	Zelotes daidalus	Zelotes daidalus Chatzaki, 2003	uBio NameBank	0.988
Hydraena subinura	Hydraena subinura	Hydraena subinura	Encyclopedia of Life	0.988
Hydraena subinura	Hydraena subinura	Hydraena (Hydraena) subinura Orchymont, 1944	Catalogue of Life Checklist	0.988
Hydraena subinura	Hydraena subinura	Hydraena subinura Orchymont, 1944	Integrated Taxonomic Information SystemITIS	0.988
Hydraena subinura	Hydraena subinura	Hydraena subinura Orchymont, 1944	GBIF Backbone Taxonomy	0.988
Hydraena subinura	Hydraena subinura	Hydraena subinura d'Orchymont, 1944	EUNIS	0.988
Hydraena subinura	Hydraena subinura	Hydraena subinura d'Orchymont, 1944	BioLib.cz	0.988
Hydraena subinura	Hydraena subinura	Hydraena (H.) subinura	Index to Organism Names	0.988
Jekelius brullei creticus	Jekelius brullei creticus	Jekelius brullei creticus	Encyclopedia of Life	0.999
Jekelius brullei creticus	Jekelius brullei creticus	Jekelius brullei creticus	uBio NameBank	0.999
Jekelius brullei creticus	Jekelius brullei creticus	Jekelius (Jekelius) brullei creticus (Fairmaire, 1876)	Catalogue of Life Checklist	0.999
Jekelius brullei creticus	Jekelius brullei creticus	Jekelius brullei creticus (Fairmaire, 1876)	GBIF Backbone Taxonomy	0.999
Jekelius brullei creticus	Jekelius brullei creticus	Jekelius brullei creticus (Fairmaire, 1876)	EUNIS	0.999
Jekelius brullei creticus	Jekelius brullei creticus	Jekelius brullei creticus (Fairmaire, 1876)	BioLib.cz	0.999
Jekelius brullei creticus	Jekelius brullei creticus	Jekelius brullei creticus Fairmaire 1876	Index to Organism Names	0.999
Jekelius brullei creticus	Jekelius brullei creticus	Jekelius brullei creticus Fairmaire, 1876	uBio NameBank	0.999
Jekelius brullei creticus	Jekelius brullei creticus	Jekelius brullei ssp. creticus Fairmaire, 1876	uBio NameBank	0.999
Jekelius brullei creticus	Jekelius brullei creticus	Jekelius brullei subsp. creticus Fairmaire, 1876	uBio NameBank	0.999
Jekelius brullei creticus	Jekelius brullei creticus	Jekelius brullei subsp. creticus	uBio NameBank	0.999
Malthonica minoa	Malthonica minoa	Malthonica minoa	Encyclopedia of Life	0.988
Malthonica minoa	Malthonica minoa	Malthonica minoa	uBio NameBank	0.988
Malthonica minoa	Malthonica minoa	Malthonica minoa	Arctos	0.988
Malthonica minoa	Malthonica minoa	Malthonica minoa	Open Tree of Life Reference Taxonomy	0.988
Malthonica minoa	Malthonica minoa	Malthonica minoa	PLAZI treatments	0.988
Malthonica minoa	Malthonica minoa	Malthonica minoa (Brignoli, 1976)	Catalogue of Life Checklist	0.988
Malthonica minoa	Malthonica minoa	Malthonica minoa (Brignoli, 1976)	Integrated Taxonomic Information SystemITIS	0.988
Malthonica minoa	Malthonica minoa	Malthonica minoa (Brignoli, 1976)	The Interim Register of Marine and Nonmarine Genera	0.988
Malthonica minoa	Malthonica minoa	Malthonica minoa (Brignoli, 1976)	GBIF Backbone Taxonomy	0.988
Malthonica minoa	Malthonica minoa	Malthonica minoa (Brignoli, 1976)	EUNIS	0.988
Malthonica minoa	Malthonica minoa	Malthonica minoa (Brignoli, 1976)	BioLib.cz	0.988
Malthonica minoa	Malthonica minoa	Malthonica minoa (Brignoli, 1976)	nlbif	0.988
Malthonica minoa	Malthonica minoa	Malthonica minoa (Brignoli 1976)	Index to Organism Names	0.988
Malthonica minoa	Malthonica minoa	Malthonica minoa (Brignoli, 1976)	uBio NameBank	0.988
Zabrus oertzeni	Zabrus oertzeni	Zabrus oertzeni	Wikispecies	0.988
Zabrus oertzeni	Zabrus oertzeni	Zabrus oertzeni	Encyclopedia of Life	0.988
Zabrus oertzeni	Zabrus oertzeni	Zabrus oertzeni	Index to Organism Names	0.988
Zabrus oertzeni	Zabrus oertzeni	Zabrus oertzeni	Open Tree of Life Reference Taxonomy	0.988
Zabrus oertzeni	Zabrus oertzeni	Zabrus (Pelor) oertzeni Reitter, 1885	Catalogue of Life Checklist	0.988
Zabrus oertzeni	Zabrus oertzeni	Zabrus oertzeni Reitter, 1885	GBIF Backbone Taxonomy	0.988
Zabrus oertzeni	Zabrus oertzeni	Zabrus oertzeni Reitter, 1885	EUNIS	0.988
Zabrus oertzeni	Zabrus oertzeni	Zabrus oertzeni Reitter, 1885	BioLib.cz	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens	Encyclopedia of Life	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens	uBio NameBank	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens	Arctos	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens	Open Tree of Life Reference Taxonomy	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens Willemse & Kruseman, 1976	Catalogue of Life Checklist	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens Willemse & Kruseman, 1976	The Interim Register of Marine and Nonmarine Genera	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens Willemse & Kruseman, 1976	GBIF Backbone Taxonomy	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens F. Willemse & Kruseman, 1976	EUNIS	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens Willemse & Kruseman, 1976	Orthoptera Species File	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens F. Willemse & Kruseman, 1976	BioLib.cz	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens Willemse, F.M.H. & Kruseman, 1976	nlbif	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens Williams 1977	Index to Organism Names	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens Willemse & Kruseman 1976	Index to Organism Names	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens Willemse & Kruseman, 1976	uBio NameBank	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens Willemse, F.M.H. & Kruseman 1976	uBio NameBank	0.988
Eupholidoptera latens	Eupholidoptera latens	Eupholidoptera latens Willemse & Kruseman 1976	PLAZI treatments	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica	National Center for Biotechnology Information	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica	Encyclopedia of Life	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica	uBio NameBank	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica	Arctos	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica	Open Tree of Life Reference Taxonomy	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica (Kulczyński, 1903)	Catalogue of Life Checklist	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica (Kulczynski, 1903)	Integrated Taxonomic Information SystemITIS	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica (Kulczynski, 1903)	The Interim Register of Marine and Nonmarine Genera	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica (Kulczyński, 1903)	GBIF Backbone Taxonomy	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica (Kulczynski, 1903)	EUNIS	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica (Kulczynski, 1903)	BioLib.cz	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica (Kulczynski, 1903)	nlbif	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica (Kulczynski 1903)	Index to Organism Names	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica (Kulczynski, 1903)	uBio NameBank	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica Lehtinen, 1967	uBio NameBank	0.988
Maimuna cretica	Maimuna cretica	Maimuna cretica Brignoli, 1976	uBio NameBank	0.988
Platyderus jedlickai	Platyderus jedlickai	Platyderus jedlickai	Wikispecies	0.988
Platyderus jedlickai	Platyderus jedlickai	Platyderus jedlickai	Encyclopedia of Life	0.988
Platyderus jedlickai	Platyderus jedlickai	Platyderus jedlickai	Open Tree of Life Reference Taxonomy	0.988
Platyderus jedlickai	Platyderus jedlickai	Platyderus jedlickai Maran, 1935	Catalogue of Life Checklist	0.988
Platyderus jedlickai	Platyderus jedlickai	Platyderus jedlickai Maran, 1935	GBIF Backbone Taxonomy	0.988
Platyderus jedlickai	Platyderus jedlickai	Platyderus jedlickai Maran, 1935	EUNIS	0.988
Platyderus jedlickai	Platyderus jedlickai	Platyderus jedlickai Maran, 1935	BioLib.cz	0.988
Platyderus jedlickai	Platyderus jedlickai	Platyderus jedlickai Maran 1935	Index to Organism Names	0.988
Tychus reitterianus	Tychus reitterianus	Tychus reitterianus	Encyclopedia of Life	0.988
