user_supplied_name	submitted_name	matched_name	data_source_title	score
Eupholidoptera pallipes	Eupholidoptera pallipes	Eupholidoptera pallipes	Arctos	0.988
Eupholidoptera pallipes	Eupholidoptera pallipes	Eupholidoptera pallipes	Open Tree of Life Reference Taxonomy	0.988
Eupholidoptera pallipes	Eupholidoptera pallipes	Eupholidoptera pallipes Willemse & Kruseman, 1976	Catalogue of Life Checklist	0.988
Eupholidoptera pallipes	Eupholidoptera pallipes	Eupholidoptera pallipes Willemse & Kruseman, 1976	The Interim Register of Marine and Nonmarine Genera	0.988
Eupholidoptera pallipes	Eupholidoptera pallipes	Eupholidoptera pallipes Willemse & Kruseman, 1976	GBIF Backbone Taxonomy	0.988
Eupholidoptera pallipes	Eupholidoptera pallipes	Eupholidoptera pallipes F. Willemse & Kruseman, 1976	EUNIS	0.988
Eupholidoptera pallipes	Eupholidoptera pallipes	Eupholidoptera pallipes Willemse & Kruseman, 1976	Orthoptera Species File	0.988
Eupholidoptera pallipes	Eupholidoptera pallipes	Eupholidoptera pallipes F. Willemse & Kruseman, 1976	BioLib.cz	0.988
Eupholidoptera pallipes	Eupholidoptera pallipes	Eupholidoptera pallipes Willemse, F.M.H. & Kruseman, 1976	nlbif	0.988
Eupholidoptera pallipes	Eupholidoptera pallipes	Eupholidoptera pallipes Williams 1977	Index to Organism Names	0.988
Eupholidoptera pallipes	Eupholidoptera pallipes	Eupholidoptera pallipes Willemse & Kruseman 1976	Index to Organism Names	0.988
Eupholidoptera pallipes	Eupholidoptera pallipes	Eupholidoptera pallipes Willemse & Kruseman, 1976	uBio NameBank	0.988
Eupholidoptera pallipes	Eupholidoptera pallipes	Eupholidoptera pallipes Willemse, F.M.H. & Kruseman 1976	uBio NameBank	0.988
Eupholidoptera pallipes	Eupholidoptera pallipes	Eupholidoptera pallipes Willemse & Kruseman 1976	PLAZI treatments	0.988
Faronus albimontium	Faronus albimontium	Faronus albimontium	Wikispecies	0.988
Faronus albimontium	Faronus albimontium	Faronus albimontium	Encyclopedia of Life	0.988
Faronus albimontium	Faronus albimontium	Faronus albimontium	Index to Organism Names	0.988
Faronus albimontium	Faronus albimontium	Faronus albimontium Brachat, 2019	Catalogue of Life Checklist	0.988
Faronus albimontium	Faronus albimontium	Faronus albimontium Brachat, 2019	GBIF Backbone Taxonomy	0.988
Faronus albimontium	Faronus albimontium	Faronus albimontium Brachat 2019	Index to Organism Names	0.988
Faronus albimontium	Faronus albimontium	Faronus albimontium Assing & Brachat & Meybohm 2019	PLAZI treatments	0.988
Heterocordylus heissi	Heterocordylus heissi	Heterocordylus heissi	Encyclopedia of Life	0.988
Heterocordylus heissi	Heterocordylus heissi	Heterocordylus heissi	uBio NameBank	0.988
Heterocordylus heissi	Heterocordylus heissi	Heterocordylus heissi	Open Tree of Life Reference Taxonomy	0.988
Heterocordylus heissi	Heterocordylus heissi	Heterocordylus (Heterocordylus) heissi Carapezza, 1990	Catalogue of Life Checklist	0.988
Heterocordylus heissi	Heterocordylus heissi	Heterocordylus heissi Carapezza, 1990	Catalogue of Life Checklist	0.988
Heterocordylus heissi	Heterocordylus heissi	Heterocordylus (Heterocordylus) heissi Carapezza 1990	Union 4	0.988
Heterocordylus heissi	Heterocordylus heissi	Heterocordylus heissi Carapezza, 1990	GBIF Backbone Taxonomy	0.988
Heterocordylus heissi	Heterocordylus heissi	Heterocordylus heissi Carapezza, 1990	EUNIS	0.988
Heterocordylus heissi	Heterocordylus heissi	Heterocordylus (Heterocordylus) heissi	CU*STAR	0.988
Heterocordylus heissi	Heterocordylus heissi	Heterocordylus heissi Carapezza, 1990	BioLib.cz	0.988
Heterocordylus heissi	Heterocordylus heissi	Heterocordylus heissi Carapezza 1990	Index to Organism Names	0.988
Heterocordylus heissi	Heterocordylus heissi	Heterocordylus (Heterocordylus) heissi Carapezza 1990	uBio NameBank	0.988
Kalama cretica	Kalama cretica	Kalama cretica	Encyclopedia of Life	0.988
Kalama cretica	Kalama cretica	Kalama cretica	CU*STAR	0.988
Kalama cretica	Kalama cretica	Kalama cretica	uBio NameBank	0.988
Kalama cretica	Kalama cretica	Kalama cretica (Péricart, 1979)	Integrated Taxonomic Information SystemITIS	0.988
Kalama cretica	Kalama cretica	Kalama cretica Péricart 1979	Union 4	0.988
Kalama cretica	Kalama cretica	Kalama cretica (Péricart, 1979)	GBIF Backbone Taxonomy	0.988
Kalama cretica	Kalama cretica	Kalama cretica (Péricart, 1979)	EUNIS	0.988
Kalama cretica	Kalama cretica	Kalama cretica (Péricart, 1979)	BioLib.cz	0.988
Kalama cretica	Kalama cretica	Kalama cretica Péricart 1979	uBio NameBank	0.988
Leiopus nebulosus insulanus	Leiopus nebulosus insulanus	Leiopus nebulosus insularis Slama 1985	Index to Organism Names	0.54
Ocalea cretica	Ocalea cretica	Ocalea cretica	Encyclopedia of Life	0.988
Ocalea cretica	Ocalea cretica	Ocalea cretica	Open Tree of Life Reference Taxonomy	0.988
Ocalea cretica	Ocalea cretica	Ocalea cretica Coiffait, 1976	Catalogue of Life Checklist	0.988
Ocalea cretica	Ocalea cretica	Ocalea (Ocalea) cretica Coiffait, 1976	Catalogue of Life Checklist	0.988
Ocalea cretica	Ocalea cretica	Ocalea cretica Coiffait, 1976	GBIF Backbone Taxonomy	0.988
Ocalea cretica	Ocalea cretica	Ocalea cretica Coiffait 1976	Index to Organism Names	0.988
Palmar cretica	Palmar cretica	Palmar cretica	uBio NameBank	0.988
Palmar cretica	Palmar cretica	Palmar cretica Zabransky, 1994	Catalogue of Life Checklist	0.988
Palmar cretica	Palmar cretica	Palmar cretica Zabransky, 1994	GBIF Backbone Taxonomy	0.988
Palmar cretica	Palmar cretica	Palmar cretica Zabransky 1994	Index to Organism Names	0.988
Phlegra theseusi	Phlegra theseusi	Phlegra theseusi	Wikispecies	0.988
Phlegra theseusi	Phlegra theseusi	Phlegra theseusi	Encyclopedia of Life	0.988
Phlegra theseusi	Phlegra theseusi	Phlegra theseusi	uBio NameBank	0.988
Phlegra theseusi	Phlegra theseusi	Phlegra theseusi	Arctos	0.988
Phlegra theseusi	Phlegra theseusi	Phlegra theseusi	Open Tree of Life Reference Taxonomy	0.988
Phlegra theseusi	Phlegra theseusi	Phlegra theseusi Logunov, 2001	Catalogue of Life Checklist	0.988
Phlegra theseusi	Phlegra theseusi	Phlegra theseusi Logunov, 2001	Integrated Taxonomic Information SystemITIS	0.988
Phlegra theseusi	Phlegra theseusi	Phlegra theseusi Logunov, 2001	The Interim Register of Marine and Nonmarine Genera	0.988
Phlegra theseusi	Phlegra theseusi	Phlegra theseusi Logunov, 2001	GBIF Backbone Taxonomy	0.988
Phlegra theseusi	Phlegra theseusi	Phlegra theseusi Logunov, 2001	EUNIS	0.988
Phlegra theseusi	Phlegra theseusi	Phlegra theseusi Logunov, 2001	BioLib.cz	0.988
Phlegra theseusi	Phlegra theseusi	Phlegra theseusi Logunov, 2001	nlbif	0.988
Phlegra theseusi	Phlegra theseusi	Phlegra theseusi Logunov 2001	Index to Organism Names	0.988
Phlegra theseusi	Phlegra theseusi	Phlegra theseusi Logunov, 2001	uBio NameBank	0.988
Phymatiotris quadricollis cretica	Phymatiotris quadricollis cretica	Phymatiotris Solier, 1836	The Interim Register of Marine and Nonmarine Genera	0.75
Phymatiotris quadricollis cretica	Phymatiotris quadricollis cretica	Phymatiotris Solier, 1836	GBIF Backbone Taxonomy	0.75
Phymatiotris quadricollis cretica	Phymatiotris quadricollis cretica	Phymatiotris	Encyclopedia of Life	0.75
Phymatiotris quadricollis cretica	Phymatiotris quadricollis cretica	Phymatiotris Solier 1836	Index to Organism Names	0.75
Phymatiotris quadricollis cretica	Phymatiotris quadricollis cretica	Phymatiotris Solier 1836	uBio NameBank	0.75
Phymatiotris quadricollis cretica	Phymatiotris quadricollis cretica	Phymatiotris	uBio NameBank	0.75
Phymatiotris quadricollis cretica	Phymatiotris quadricollis cretica	Phymatiotris Solier AJJ 1836	uBio NameBank	0.75
Phymatiotris quadricollis cretica	Phymatiotris quadricollis cretica	Phymatiotris	Index Animalium	0.75
Platycleis albopunctata cretica	Platycleis albopunctata cretica	Platycleis albopunctata cretica	Encyclopedia of Life	0.999
Platycleis albopunctata cretica	Platycleis albopunctata cretica	Platycleis albopunctata cretica	uBio NameBank	0.999
Platycleis albopunctata cretica	Platycleis albopunctata cretica	Platycleis albopunctata cretica Willemse & Kruseman, 1976	Catalogue of Life Checklist	0.999
Platycleis albopunctata cretica	Platycleis albopunctata cretica	Platycleis (Platycleis) albopunctata cretica Willemse & Kruseman, 1976	Catalogue of Life Checklist	0.999
Platycleis albopunctata cretica	Platycleis albopunctata cretica	Platycleis albopunctata cretica Willemse & Kruseman, 1976	GBIF Backbone Taxonomy	0.999
Platycleis albopunctata cretica	Platycleis albopunctata cretica	Platycleis albopunctata cretica Willemse & Kruseman, 1976	Orthoptera Species File	0.999
Platycleis albopunctata cretica	Platycleis albopunctata cretica	Platycleis albopunctata cretica Willemse, F.M.H. & Kruseman, 1976	BioLib.cz	0.999
Platycleis albopunctata cretica	Platycleis albopunctata cretica	Platycleis albopunctata cretica Willemse, F.M.H. & Kruseman, 1976	nlbif	0.999
Platycleis albopunctata cretica	Platycleis albopunctata cretica	Platycleis albopunctata cretica Willemse & Kruseman, 1976	uBio NameBank	0.999
Platycleis albopunctata cretica	Platycleis albopunctata cretica	Platycleis albopunctata cretica Willemse, F.M.H. & Kruseman 1976	uBio NameBank	0.999
Platycleis albopunctata cretica	Platycleis albopunctata cretica	Platycleis albopunctata subsp. cretica Willemse, F.M.H. & Kruseman 1976	uBio NameBank	0.999
Platycleis albopunctata cretica	Platycleis albopunctata cretica	Platycleis albopunctata subsp. cretica	uBio NameBank	0.999
Quedius praecisus	Quedius praecisus	Quedius praecisus	Wikispecies	0.988
Quedius praecisus	Quedius praecisus	Quedius praecisus	Encyclopedia of Life	0.988
Quedius praecisus	Quedius praecisus	Quedius praecisus	Open Tree of Life Reference Taxonomy	0.988
Quedius praecisus	Quedius praecisus	Quedius praecisus (Assing, 2015)	Catalogue of Life Checklist	0.988
Quedius praecisus	Quedius praecisus	Quedius praecisus Assing, 2015	GBIF Backbone Taxonomy	0.988
Quedius praecisus	Quedius praecisus	Quedius praecisus Assing 2015	Index to Organism Names	0.988
Trichoferus berberidis	Trichoferus berberidis	Trichoferus berberidis	Encyclopedia of Life	0.988
Trichoferus berberidis	Trichoferus berberidis	Trichoferus berberidis	uBio NameBank	0.988
Trichoferus berberidis	Trichoferus berberidis	Trichoferus berberidis	Arctos	0.988
Trichoferus berberidis	Trichoferus berberidis	Trichoferus berberidis	Open Tree of Life Reference Taxonomy	0.988
Trichoferus berberidis	Trichoferus berberidis	Trichoferus berberidis Sama, 1994	Catalogue of Life Checklist	0.988
Trichoferus berberidis	Trichoferus berberidis	Trichoferus berberidis Sama, 1994	The Interim Register of Marine and Nonmarine Genera	0.988
Trichoferus berberidis	Trichoferus berberidis	Trichoferus berberidis Sama, 1994	GBIF Backbone Taxonomy	0.988
Trichoferus berberidis	Trichoferus berberidis	Trichoferus berberidis Sama, 1994	EUNIS	0.988
Trichoferus berberidis	Trichoferus berberidis	Trichoferus berberidis Sama, 1994	BioLib.cz	0.988
Trichoferus berberidis	Trichoferus berberidis	Trichoferus berberidis Sama, 1994	nlbif	0.988
Trichoferus berberidis	Trichoferus berberidis	Trichoferus berberidis Sama 1994	Index to Organism Names	0.988
Trichoferus berberidis	Trichoferus berberidis	Trichoferus berberidis Sama, 1994	uBio NameBank	0.988
Trichoferus berberidis	Trichoferus berberidis	Trichoferus berberidis SAMA 1994	PLAZI treatments	0.988
Walckenaeria hammus	Walckenaeria hammus	Walckenaeria hamus Wunderlich, 1995	Catalogue of Life Checklist	0.75
Walckenaeria hammus	Walckenaeria hammus	Walckenaeria hamus	Wikispecies	0.75
Walckenaeria hammus	Walckenaeria hammus	Walckenaeria hamus Wunderlich, 1995	Integrated Taxonomic Information SystemITIS	0.75
Walckenaeria hammus	Walckenaeria hammus	Walckenaeria hamus Wunderlich, 1995	The Interim Register of Marine and Nonmarine Genera	0.75
Walckenaeria hammus	Walckenaeria hammus	Walckenaeria hamus Wunderlich, 1995	GBIF Backbone Taxonomy	0.75
Walckenaeria hammus	Walckenaeria hammus	Walckenaeria hamus	Encyclopedia of Life	0.75
Walckenaeria hammus	Walckenaeria hammus	Walckenaeria hamus Wunderlich, 1995	EUNIS	0.75
Walckenaeria hammus	Walckenaeria hammus	Walckenaeria hamus Wunderlich, 1995	BioLib.cz	0.75
Walckenaeria hammus	Walckenaeria hammus	Walckenaeria hamus Wunderlich, 1995	nlbif	0.75
Walckenaeria hammus	Walckenaeria hammus	Walckenaeria hamus Wunderlich 1994	Index to Organism Names	0.75
Walckenaeria hammus	Walckenaeria hammus	Walckenaeria hamus Wunderlich, 1995	uBio NameBank	0.75
Walckenaeria hammus	Walckenaeria hammus	Walckenaeria hamus	uBio NameBank	0.75
Walckenaeria hammus	Walckenaeria hammus	Walckenaeria hamus	Arctos	0.75
Walckenaeria hammus	Walckenaeria hammus	Walckenaeria hamus	Open Tree of Life Reference Taxonomy	0.75
Chrysis pseudoscutellaris	Chrysis pseudoscutellaris	Chrysis pseudoscutellaris	Encyclopedia of Life	0.988
Chrysis pseudoscutellaris	Chrysis pseudoscutellaris	Chrysis pseudoscutellaris	Index to Organism Names	0.988
Chrysis pseudoscutellaris	Chrysis pseudoscutellaris	Chrysis pseudoscutellaris	Open Tree of Life Reference Taxonomy	0.988
Chrysis pseudoscutellaris	Chrysis pseudoscutellaris	Chrysis pseudoscutellaris Linsenmaier, 1959	GBIF Backbone Taxonomy	0.988
Chrysis pseudoscutellaris	Chrysis pseudoscutellaris	Chrysis pseudoscutellaris Linsenmaier, 1959	EUNIS	0.988
Chrysis pseudoscutellaris	Chrysis pseudoscutellaris	Chrysis pseudoscutellaris Linsenmaier, 1959	BioLib.cz	0.988
Chrysis pseudoscutellaris	Chrysis pseudoscutellaris	Chrysis pseudoscutellaris Linsenmaier	uBio NameBank	0.988
Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	Encyclopedia of Life	0.999
Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	uBio NameBank	0.999
Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	Grammoptera auricollis basicornis Pic, 1924	Catalogue of Life Checklist	0.999
Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	Grammoptera auricollis basicornis Pic, 1924	GBIF Backbone Taxonomy	0.999
Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	Grammoptera auricollis basicornis Pic, 1924	EUNIS	0.999
Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	Grammoptera auricollis basicornis Pic, 1924	BioLib.cz	0.999
Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	Grammoptera auricollis basicornis Pic, 1924	nlbif	0.999
Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	Grammoptera auricollis basicornis Pic 1924	Index to Organism Names	0.999
Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	Grammoptera auricollis basicornis Pic 1924	uBio NameBank	0.999
Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	Grammoptera auricollis basicornis Sláma, 1997	uBio NameBank	0.999
Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	Grammoptera auricollis subsp. basicornis Pic, 1924	uBio NameBank	0.999
Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	Grammoptera auricollis subsp. basicornis Sláma, 1997	uBio NameBank	0.999
Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	Grammoptera auricollis subsp. basicornis	uBio NameBank	0.999
Grammoptera auricollis basicornis	Grammoptera auricollis basicornis	Grammoptera auricollis subsp. basicornis PIC 1924	PLAZI treatments	0.999
Iurus dekanum	Iurus dekanum	Iurus dekanum	National Center for Biotechnology Information	0.988
Iurus dekanum	Iurus dekanum	Iurus dekanum	Encyclopedia of Life	0.988
Iurus dekanum	Iurus dekanum	Iurus dekanum	uBio NameBank	0.988
Iurus dekanum	Iurus dekanum	Iurus dekanum	Open Tree of Life Reference Taxonomy	0.988
Iurus dekanum	Iurus dekanum	Iurus dekanum (Roewer, 1943)	Catalogue of Life Checklist	0.988
Iurus dekanum	Iurus dekanum	Iurus dekanum (Roewer, 1943)	GBIF Backbone Taxonomy	0.988
Iurus dekanum	Iurus dekanum	Iurus dekanum (Roewer 1943)	Index to Organism Names	0.988
Iurus dekanum	Iurus dekanum	Iurus dekanum (Roewer )	Index to Organism Names	0.988
Iurus dekanum	Iurus dekanum	Iurus dekanum (Roewer 1943)	uBio NameBank	0.988
Iurus dekanum	Iurus dekanum	Iurus dekanum (Roewer, 1943)	MCZbase	0.988
Iurus dekanum	Iurus dekanum	Iurus dekanum Soleglad & Fet & Kovařík & Yağmur 2012	PLAZI treatments	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii	Encyclopedia of Life	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii	Index to Organism Names	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii	uBio NameBank	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii	Arctos	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii	Open Tree of Life Reference Taxonomy	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii (Lucas, 1854)	Catalogue of Life Checklist	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii (Lucas, H., 1854)	The Interim Register of Marine and Nonmarine Genera	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii Yersin, 1860	The Interim Register of Marine and Nonmarine Genera	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii (Lucas, 1854)	GBIF Backbone Taxonomy	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii (Lucas, 1854)	EUNIS	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii (Lucas, 1854)	Orthoptera Species File	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii (Lucas, 1854)	BioLib.cz	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii (Lucas, H., 1854)	nlbif	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii (Lucas, H., 1854)	uBio NameBank	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii Yersin, 1860	uBio NameBank	0.988
Orchamus raulinii	Orchamus raulinii	Orchamus raulinii Lucas 1854	PLAZI treatments	0.988
Temnothorax variabilis	Temnothorax variabilis	Temnothorax variabilis	Arctos	0.988
Temnothorax variabilis	Temnothorax variabilis	Temnothorax variabilis Salata, Borowiec & Trichas 2018	Index to Organism Names	0.988
Amaurobius candia	Amaurobius candia	Amaurobius candia	Wikispecies	0.988
Amaurobius candia	Amaurobius candia	Amaurobius candia	Encyclopedia of Life	0.988
Amaurobius candia	Amaurobius candia	Amaurobius candia	uBio NameBank	0.988
Amaurobius candia	Amaurobius candia	Amaurobius candia	Arctos	0.988
Amaurobius candia	Amaurobius candia	Amaurobius candia	Open Tree of Life Reference Taxonomy	0.988
Amaurobius candia	Amaurobius candia	Amaurobius candia Thaler & Knoflach, 2002	Catalogue of Life Checklist	0.988
Amaurobius candia	Amaurobius candia	Amaurobius candia Thaler & Knoflach, 2002	Integrated Taxonomic Information SystemITIS	0.988
Amaurobius candia	Amaurobius candia	Amaurobius candia Thaler & Knoflach, 2002	The Interim Register of Marine and Nonmarine Genera	0.988
Amaurobius candia	Amaurobius candia	Amaurobius candia Thaler & Knoflach, 2002	GBIF Backbone Taxonomy	0.988
Amaurobius candia	Amaurobius candia	Amaurobius candia Thaler & Knoflach, 2002	EUNIS	0.988
Amaurobius candia	Amaurobius candia	Amaurobius candia Thaler & Knoflach, 2002	BioLib.cz	0.988
Amaurobius candia	Amaurobius candia	Amaurobius candia Thaler & Knoflach, 2002	nlbif	0.988
Amaurobius candia	Amaurobius candia	Amaurobius candia Thaler & Knoflach 2002	Index to Organism Names	0.988
Amaurobius candia	Amaurobius candia	Amaurobius candia Thaler & Knoflach, 2002	uBio NameBank	0.988
Limnephilus minos	Limnephilus minos	Limnephilus minos	Encyclopedia of Life	0.988
Limnephilus minos	Limnephilus minos	Limnephilus minos	Index to Organism Names	0.988
Limnephilus minos	Limnephilus minos	Limnephilus minos	uBio NameBank	0.988
Limnephilus minos	Limnephilus minos	Limnephilus minos	Arctos	0.988
Limnephilus minos	Limnephilus minos	Limnephilus minos	Open Tree of Life Reference Taxonomy	0.988
Limnephilus minos	Limnephilus minos	Limnephilus minos Malicky, 1971	Catalogue of Life Checklist	0.988
Limnephilus minos	Limnephilus minos	Limnephilus minos Malicky, 1971	Integrated Taxonomic Information SystemITIS	0.988
Limnephilus minos	Limnephilus minos	Limnephilus minos Malicky, 1971	The Interim Register of Marine and Nonmarine Genera	0.988
Limnephilus minos	Limnephilus minos	Limnephilus minos Malicky, 1971	GBIF Backbone Taxonomy	0.988
Limnephilus minos	Limnephilus minos	Limnephilus minos Malicky, 1971	EUNIS	0.988
Limnephilus minos	Limnephilus minos	Limnephilus minos Malicky, 1971	BioLib.cz	0.988
Limnephilus minos	Limnephilus minos	Limnephilus minos Malicky, 1971	nlbif	0.988
Limnephilus minos	Limnephilus minos	Limnephilus minos Malicky, 1971	uBio NameBank	0.988
Limnephilus minos	Limnephilus minos	Limnephilus minos Malicky 1970	PLAZI treatments	0.988
Oxyopomyrmex laevibus	Oxyopomyrmex laevibus	Oxyopomyrmex laevibus	Arctos	0.988
Oxyopomyrmex laevibus	Oxyopomyrmex laevibus	Oxyopomyrmex laevibus Salata & Borowiec, 2015	GBIF Backbone Taxonomy	0.988
Oxyopomyrmex laevibus	Oxyopomyrmex laevibus	Oxyopomyrmex laevibus Salata & Borowiec 2015	Index to Organism Names	0.988
Oxyopomyrmex laevibus	Oxyopomyrmex laevibus	Oxyopomyrmex laevibus Salata & Borowiec, 2015	PLAZI treatments	0.988
Pimelia phymatodes	Pimelia phymatodes	Pimelia phymatodes	Index Animalium	0.988
Pimelia phymatodes	Pimelia phymatodes	Pimelia phymatodes Solier 1836	Index to Organism Names	0.988
Pimelia sericella	Pimelia sericella	Pimelia sericella	uBio NameBank	0.988
Pimelia sericella	Pimelia sericella	Pimelia sericella	Index Animalium	0.988
Pimelia sericella	Pimelia sericella	Pimelia (Eurypimelia) sericella Solier AJJ 1836	Union 4	0.988
Pimelia sericella	Pimelia sericella	Pimelia (Eurypimelia) sericella	CU*STAR	0.988
Pimelia sericella	Pimelia sericella	Pimelia sericella Latr.	Index to Organism Names	0.988
Pimelia sericella	Pimelia sericella	Pimelia (Eurypimelia) sericella Solier AJJ 1836	uBio NameBank	0.988
Pimelia sericella	Pimelia sericella	Pimelia sericella Solier, 1836	uBio NameBank	0.988
Dendarus maximus	Dendarus maximus	Dendarus maximus	National Center for Biotechnology Information	0.988
Dendarus maximus	Dendarus maximus	Dendarus maximus	Encyclopedia of Life	0.988
Dendarus maximus	Dendarus maximus	Dendarus maximus	uBio NameBank	0.988
Dendarus maximus	Dendarus maximus	Dendarus maximus Koch, 1948	GBIF Backbone Taxonomy	0.988
Dendarus maximus	Dendarus maximus	Dendarus maximus Koch, 1948	EUNIS	0.988
Dendarus maximus	Dendarus maximus	Dendarus maximus Koch, 1948	BioLib.cz	0.988
Dendarus maximus	Dendarus maximus	Dendarus maximus Koch 1948	Index to Organism Names	0.988
Dendarus maximus	Dendarus maximus	Dendarus maximus Koch 1948	uBio NameBank	0.988
Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Encyclopedia of Life	0.988
Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	uBio NameBank	0.988
Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Arctos	0.988
Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Open Tree of Life Reference Taxonomy	0.988
Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Eupholidoptera jacquelinae Tilmans, 2002	Catalogue of Life Checklist	0.988
Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Eupholidoptera jacquelinae Tilmans, 2002	The Interim Register of Marine and Nonmarine Genera	0.988
Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Eupholidoptera jacquelinae Tilmans, 2002	GBIF Backbone Taxonomy	0.988
Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Eupholidoptera jacquelinae Tilmans, 2002	EUNIS	0.988
Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Eupholidoptera jacquelinae Tilmans, 2002	Orthoptera Species File	0.988
Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Eupholidoptera jacquelinae Tilmans, 2002	BioLib.cz	0.988
Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Eupholidoptera jacquelinae Tilmans, 2002	nlbif	0.988
Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Eupholidoptera jacquelinae Tilmans 2002	Index to Organism Names	0.988
Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Eupholidoptera jacquelinae Tilmans, 2002	uBio NameBank	0.988
Eupholidoptera jacquelinae	Eupholidoptera jacquelinae	Eupholidoptera jacquelinae Tilmans 2002	PLAZI treatments	0.988
Raiboscelis corvinus bilyi	Raiboscelis corvinus bilyi	Raiboscelis corvinus bilyi	Encyclopedia of Life	0.999
Raiboscelis corvinus bilyi	Raiboscelis corvinus bilyi	Raiboscelis corvinus bilyi	uBio NameBank	0.999
Raiboscelis corvinus bilyi	Raiboscelis corvinus bilyi	Raiboscelis corvinus bilyi Picka, 1984	GBIF Backbone Taxonomy	0.999
Raiboscelis corvinus bilyi	Raiboscelis corvinus bilyi	Raiboscelis corvinus bilyi Picka, 1984	EUNIS	0.999
Raiboscelis corvinus bilyi	Raiboscelis corvinus bilyi	Raiboscelis corvinus bilyi Picka, 1984	BioLib.cz	0.999
Raiboscelis corvinus bilyi	Raiboscelis corvinus bilyi	Raiboscelis corvinus bilyi Picka 1984	Index to Organism Names	0.999
Anamastigona mediterranea	Anamastigona mediterranea	Anamastigona mediterranea	Encyclopedia of Life	0.988
Anamastigona mediterranea	Anamastigona mediterranea	Anamastigona mediterranea	uBio NameBank	0.988
Anamastigona mediterranea	Anamastigona mediterranea	Anamastigona mediterranea	Arctos	0.988
Anamastigona mediterranea	Anamastigona mediterranea	Anamastigona mediterranea	Open Tree of Life Reference Taxonomy	0.988
Anamastigona mediterranea	Anamastigona mediterranea	Anamastigona mediterranea	Myriatrix	0.988
Anamastigona mediterranea	Anamastigona mediterranea	Anamastigona mediterranea Ćurčić, Makarov & Lymberakis, 2001	Catalogue of Life Checklist	0.988
Anamastigona mediterranea	Anamastigona mediterranea	Anamastigona mediterranea Ćurčić, Makarov & Lymberakis, 2001	World Register of Marine Species	0.988
Anamastigona mediterranea	Anamastigona mediterranea	Anamastigona mediterranea Ćurčić, Makarov & Lymberakis, 2001	GBIF Backbone Taxonomy	0.988
Anamastigona mediterranea	Anamastigona mediterranea	Anamastigona mediterranea Curcic, Makarov & Lymberakis, 2001	EUNIS	0.988
Anamastigona mediterranea	Anamastigona mediterranea	Anamastigona mediterranea Curcic, Makarov & Lymberakis, 2001	BioLib.cz	0.988
Anamastigona mediterranea	Anamastigona mediterranea	Anamastigona mediterranea Curcic, Makarov & Lymberakis, 2001	nlbif	0.988
Anamastigona mediterranea	Anamastigona mediterranea	Anamastigona mediterranea Curcic, Makarov & Lymberakis, 2001	uBio NameBank	0.988
