internalTaxonId	scientificName	kingdomName	phylumName	className	orderName	familyName	genusName	speciesName	infraType	infraName	infraAuthority	subpopulationName	authority	taxonomicNotes
83305841	Hemicordulia haluco	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	CORDULIIDAE	Hemicordulia	haluco	NA	NA	NA	NA	Asahina, 1940	NA
167199	Pseudagrion microcephalum	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	COENAGRIONIDAE	Pseudagrion	microcephalum	NA	NA	NA	NA	(Rambur, 1842)	A subspecies, <em>P. m. stainbergerorum </em>Marinov, 2012 is known from the Kingdom of Tonga.
83127219	Melanesobasis simmondsi	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	COENAGRIONIDAE	Melanesobasis	simmondsi	NA	NA	NA	NA	(Tillyard, 1924)	NA
83150405	Teinobasis nigrolutea	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	COENAGRIONIDAE	Teinobasis	nigrolutea	NA	NA	NA	NA	Lieftinck, 1962	NA
83127651	Nesobasis flavifrons	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	COENAGRIONIDAE	Nesobasis	flavifrons	NA	NA	NA	NA	Donnelly, 1990	NA
83127661	Nesobasis heteroneura	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	COENAGRIONIDAE	Nesobasis	heteroneura	NA	NA	NA	NA	Tillyard, 1924	NA
83148526	Teinobasis chionopleura	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	COENAGRIONIDAE	Teinobasis	chionopleura	NA	NA	NA	NA	Lieftinck, 1987	NA
83304904	Gynacantha rosenbergi	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	AESHNIDAE	Gynacantha	rosenbergi	NA	NA	NA	NA	Brauer, 1867	NA
83125489	Ischnura sanguinostigma	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	COENAGRIONIDAE	Ischnura	sanguinostigma	NA	NA	NA	NA	Fraser, 1953	NA
83127657	Nesobasis flavostigma	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	COENAGRIONIDAE	Nesobasis	flavostigma	NA	NA	NA	NA	Donnelly, 1990	NA
83149869	Teinobasis fatakula	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	COENAGRIONIDAE	Teinobasis	fatakula	NA	NA	NA	NA	Marinov &amp; Donnelly, 2013	NA
83125485	Ischnura rurutana	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	COENAGRIONIDAE	Ischnura	rurutana	NA	NA	NA	NA	Englund &amp; Polhemus, 2010	NA
83129373	Nesobasis telegastrum	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	COENAGRIONIDAE	Nesobasis	telegastrum	NA	NA	NA	NA	Selys, 1891	NA
83127679	Nesobasis ingens	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	COENAGRIONIDAE	Nesobasis	ingens	NA	NA	NA	NA	Donnelly, 1990	NA
167168	Anaciaeschna jaspidea	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	AESHNIDAE	Anaciaeschna	jaspidea	NA	NA	NA	NA	(Burmeister, 1839)	NA
83153638	Cnemisticta latilobata	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	ISOSTICTIDAE	Cnemisticta	latilobata	NA	NA	NA	NA	Donnelly, 1993	NA
163851	Lieftinckia lairdi	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	PLATYCNEMIDIDAE	Lieftinckia	lairdi	NA	NA	NA	NA	Lieftinck, 1963	NA
83026908	Eoargiolestes ochraceus	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	ARGIOLESTIDAE	Eoargiolestes	ochraceus	NA	NA	NA	NA	(Montrousier, 1864)	NA
83129238	Nesobasis recava	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	COENAGRIONIDAE	Nesobasis	recava	NA	NA	NA	NA	Donnelly, 1990	NA
83126755	Melanesobasis corniculata	ANIMALIA	ARTHROPODA	INSECTA	ODONATA	COENAGRIONIDAE	Melanesobasis	corniculata	NA	NA	NA	NA	(Tillyard, 1924)	NA
