species	aoo	aoo_natura
Trichoferus berberidis	20.0804657063428	12.0490051626165
Trichoferus bergeri	35.9605987792095	7.86491759787525
Troglophilus spinulosus	427.865522797204	188.884490944601
Tschitscherinellus cordatus minos	31.9827849775932	0.41020572005489
Tychus chanianus	4.01090522830757	0
Tychus lagrecai	12.0116112506361	8.00629746283009
Tychus reitterianus	167.882240198242	65.4153653745877
Typhlocyptus creticus	12.0025415063854	1.29733446449418
Walckenaeria clavilobus	3.99989252519087	3.99989252519111
Walckenaeria cretaensis	96.2883022519337	26.4703401791522
Walckenaeria hammus	8.03121439801881	8.03121439801792
Xantholinus creticus	28.079338084771	13.9412036126102
Xantholinus erinaceus	72.2278685510058	21.1163463465021
Xanthomus ovulus	8.02529123618744	0
Yllenus gavdos	4.00096367620946	3.67055766743069
Zabrus oertzeni	8.03059685721825	5.55298930743608
Zabrus oertzeni creticus	20.0245707578615	19.989866986352
Zabrus oertzeni leukaorensis	68.2242640902818	64.0634500561563
Zabrus oertzeni oertzeni	95.9890108816162	56.5090350093166
Zabrus oertzeni stepaneki	4.00005758602348	4.00005758602388
Zelotes chaniaensis	56.1825544792555	22.0372851940958
Zelotes creticus	103.972264832567	41.2330582106819
Zelotes daidalus	92.0016093665463	33.5300973706292
Zelotes minous	31.9872607761206	14.3148366035243
Zodarion albipatellarae	12.0574444453769	2.58985428309274
Zodarion spinibarbe	212.970222462228	46.2219497425521
