gbif	kingdom	phylum	genus	species	class	order	family
10857245	Animalia	Arthropoda	Acraea	Telchinia burni	Insecta	Lepidoptera	Nymphalidae
10858460	Animalia	Arthropoda	Pyrrhargiolestes	Pyrrhargiolestes aulicus	Insecta	Odonata	Argiolestidae
10858809	Animalia	Arthropoda	Leptomyrina	Leptomyrina lara	Insecta	Lepidoptera	Lycaenidae
10859148	Animalia	Arthropoda	Euphaea	Euphaea inouei	Insecta	Odonata	Euphaeidae
10860018	Animalia	Arthropoda	Amphicnemis	Amphicnemis triplex	Insecta	Odonata	Coenagrionidae
10860486	Animalia	Arthropoda	Coeliccia	Coeliccia coronata	Insecta	Odonata	Platycnemididae
10862637	Animalia	Arthropoda	Nososticta	Nososticta dora	Insecta	Odonata	Protoneuridae
10864157	Animalia	Arthropoda	Metagrion	Metagrion fornicatum	Insecta	Odonata	Argiolestidae
10864895	Animalia	Arthropoda	Matronoides	Matronoides cyaneipennis	Insecta	Odonata	Calopterygidae
10865229	Animalia	Arthropoda	Microtrigonia	Microtrigonia petaurinia	Insecta	Odonata	Libellulidae
10866019	Animalia	Arthropoda	Hylaeargia	Hylaeargia vanmastrigti	Insecta	Odonata	Coenagrionidae
10866790	Animalia	Arthropoda	Agyrtacantha	Agyrtacantha browni	Insecta	Odonata	Aeshnidae
10867334	Animalia	Arthropoda	Telosticta	Telosticta santubong	Insecta	Odonata	Platystictidae
10869910	Animalia	Arthropoda	Canthon	Canthon arcabuquensis	Insecta	Coleoptera	Scarabaeidae
10871585	Animalia	Arthropoda	Teinobasis	Teinobasis angusticlavia	Insecta	Odonata	Coenagrionidae
10871638	Animalia	Arthropoda	Hivaagrion	Hivaagrion halecarpenteri	Insecta	Odonata	Coenagrionidae
10872373	Animalia	Arthropoda	Phanogomphus	Phanogomphus sandrius	Insecta	Odonata	Gomphidae
10873137	Animalia	Arthropoda	Charaxes	Charaxes wakefieldi	Insecta	Lepidoptera	Nymphalidae
10873651	Animalia	Arthropoda	Orachrysops	Orachrysops mijburghi	Insecta	Lepidoptera	Lycaenidae
10873977	Animalia	Arthropoda	Pyrrhargiolestes	Pyrrhargiolestes yela	Insecta	Odonata	Argiolestidae
10874109	Animalia	Arthropoda	Orthetrum	Orthetrum andamanicum	Insecta	Odonata	Libellulidae
1087637	Animalia	Arthropoda	Diorygopyx	Diorygopyx duplodentatus	Insecta	Coleoptera	Scarabaeidae
10877159	Animalia	Arthropoda	Drepanosticta	Drepanosticta elaphos	Insecta	Odonata	Platystictidae
10878512	Animalia	Arthropoda	Nososticta	Nososticta megantereon	Insecta	Odonata	Protoneuridae
10879121	Animalia	Arthropoda	Dingana	Dingana alaedeus	Insecta	Lepidoptera	Nymphalidae
10879682	Animalia	Arthropoda	Lepidochrysops	Lepidochrysops rossouwi	Insecta	Lepidoptera	Lycaenidae
10880003	Animalia	Arthropoda	Metagrion	Metagrion sponsus	Insecta	Odonata	Argiolestidae
10880314	Animalia	Arthropoda	Gynacantha	Gynacantha nuda	Insecta	Odonata	Aeshnidae
10880636	Animalia	Arthropoda	Aloeides	Aloeides dicksoni	Insecta	Lepidoptera	Lycaenidae
1088105	Animalia	Arthropoda	Aulacopris	Aulacopris reichei	Insecta	Coleoptera	Scarabaeidae
10882212	Animalia	Arthropoda	Nososticta	Nososticta oculata	Insecta	Odonata	Protoneuridae
10882840	Animalia	Arthropoda	Torynesis	Torynesis hawequas	Insecta	Lepidoptera	Nymphalidae
10884074	Animalia	Arthropoda	Wahnesia	Wahnesia annulipes	Insecta	Odonata	Argiolestidae
10884113	Animalia	Arthropoda	Huosoma	Huosoma tinctipenne	Insecta	Odonata	Coenagrionidae
10885671	Animalia	Arthropoda	Phanogomphus	Phanogomphus borealis	Insecta	Odonata	Gomphidae
10885922	Animalia	Arthropoda	Palaiargia	Palaiargia tydecksjuerging	Insecta	Odonata	Coenagrionidae
10886665	Animalia	Arthropoda	Thestor	Thestor camdeboo	Insecta	Lepidoptera	Lycaenidae
10888105	Animalia	Arthropoda	Phanogomphus	Phanogomphus minutus	Insecta	Odonata	Gomphidae
10888171	Animalia	Arthropoda	Papuagrion	Papuagrion maribori	Insecta	Odonata	Coenagrionidae
10888224	Animalia	Arthropoda	Nososticta	Nososticta caerulea	Insecta	Odonata	Protoneuridae
10889640	Animalia	Arthropoda	Agriocnemis	Agriocnemis bumhilli	Insecta	Odonata	Coenagrionidae
10889773	Animalia	Arthropoda	Wahnesia	Wahnesia kirbyi	Insecta	Odonata	Argiolestidae
10891988	Animalia	Arthropoda	Idiocnemis	Idiocnemis schorri	Insecta	Odonata	Platycnemididae
10892923	Animalia	Arthropoda	Telosticta	Telosticta serapi	Insecta	Odonata	Platystictidae
10893943	Animalia	Arthropoda	Pericnemis	Pericnemis flavicornis	Insecta	Odonata	Coenagrionidae
10894148	Animalia	Arthropoda	Lepidochrysops	Lepidochrysops letsea	Insecta	Lepidoptera	Lycaenidae
1089480	Animalia	Arthropoda	Onthophagus	Onthophagus aureofuscus	Insecta	Coleoptera	Scarabaeidae
10896468	Animalia	Arthropoda	Aloeides	Aloeides henningi	Insecta	Lepidoptera	Lycaenidae
10896692	Animalia	Arthropoda	Drepanosticta	Drepanosticta draco	Insecta	Odonata	Platystictidae
10898900	Animalia	Arthropoda	Bayadera	Bayadera kinnara	Insecta	Odonata	Euphaeidae
10902636	Animalia	Arthropoda	Poecilmitis	Poecilmitis aridus	Insecta	Lepidoptera	Lycaenidae
10906079	Animalia	Arthropoda	Oreagrion	Oreagrion xanthocyane	Insecta	Odonata	Coenagrionidae
10915485	Animalia	Arthropoda	Poecilmitis	Poecilmitis penningtoni	Insecta	Lepidoptera	Lycaenidae
10916549	Animalia	Arthropoda	Neurogomphus	Neurogomphus pinheyi	Insecta	Odonata	Gomphidae
10917688	Animalia	Arthropoda	Poecilmitis	Poecilmitis orientalis	Insecta	Lepidoptera	Lycaenidae
10923312	Animalia	Arthropoda	Amphicnemis	Amphicnemis mcgregori	Insecta	Odonata	Coenagrionidae
10936613	Animalia	Arthropoda	Drepanosticta	Drepanosticta paruatia	Insecta	Odonata	Platystictidae
10938626	Animalia	Arthropoda	Poecilmitis	Poecilmitis irene	Insecta	Lepidoptera	Lycaenidae
1093992	Animalia	Arthropoda	Cryptocanthon	Cryptocanthon brevisetosus	Insecta	Coleoptera	Scarabaeidae
10941757	Animalia	Arthropoda	Epamera	Epamera sidus	Insecta	Lepidoptera	Lycaenidae
10943353	Animalia	Arthropoda	Bayadera	Bayadera chittaranjani	Insecta	Odonata	Euphaeidae
10944573	Animalia	Arthropoda	Poecilmitis	Poecilmitis braueri	Insecta	Lepidoptera	Lycaenidae
10945012	Animalia	Arthropoda	Acraea	Acraea anacreon	Insecta	Lepidoptera	Nymphalidae
10945129	Animalia	Arthropoda	Amphicnemis	Amphicnemis glauca	Insecta	Odonata	Coenagrionidae
10950182	Animalia	Arthropoda	Tragogomphus	Tragogomphus mamfei	Insecta	Odonata	Gomphidae
10954671	Animalia	Arthropoda	Risiocnemis	Risiocnemis fuligifrons	Insecta	Odonata	Platycnemididae
10955185	Animalia	Arthropoda	Synthemis	Synthemis kimminsi	Insecta	Odonata	Synthemistidae
10958082	Animalia	Arthropoda	Poecilmitis	Poecilmitis plutus	Insecta	Lepidoptera	Lycaenidae
10962973	Animalia	Arthropoda	Risiocnemis	Risiocnemis melanops	Insecta	Odonata	Platycnemididae
10965032	Animalia	Arthropoda	Acraea	Acraea igola	Insecta	Lepidoptera	Nymphalidae
10965507	Animalia	Arthropoda	Poecilmitis	Poecilmitis midas	Insecta	Lepidoptera	Lycaenidae
10968151	Animalia	Arthropoda	Pseudagrion	Pseudagrion demorsum	Insecta	Odonata	Coenagrionidae
10968959	Animalia	Arthropoda	Risiocnemis	Risiocnemis plebeja	Insecta	Odonata	Platycnemididae
10976760	Animalia	Arthropoda	Risiocnemis	Risiocnemis odobeni	Insecta	Odonata	Platycnemididae
10976998	Animalia	Arthropoda	Castalius	Castalius hesperis	Insecta	Lepidoptera	Lycaenidae
10980974	Animalia	Arthropoda	Acraea	Acraea esebria	Insecta	Lepidoptera	Nymphalidae
10982993	Animalia	Arthropoda	Paternympha	Paternympha loxophthalma	Insecta	Lepidoptera	Nymphalidae
10983115	Animalia	Arthropoda	Risiocnemis	Risiocnemis nigra	Insecta	Odonata	Platycnemididae
10984361	Animalia	Arthropoda	Oreagrion	Oreagrion lorentzi	Insecta	Odonata	Coenagrionidae
10987520	Animalia	Arthropoda	Lokia	Lokia coryndoni	Insecta	Odonata	Libellulidae
10991991	Animalia	Arthropoda	Risiocnemis	Risiocnemis polilloensis	Insecta	Odonata	Platycnemididae
10992858	Animalia	Arthropoda	Chlorocypha	Chlorocypha rubriventris	Insecta	Odonata	Chlorocyphidae
10994584	Animalia	Arthropoda	Prodasineura	Prodasineura perisi	Insecta	Odonata	Protoneuridae
10994831	Animalia	Arthropoda	Poecilmitis	Poecilmitis pelion	Insecta	Lepidoptera	Lycaenidae
10996623	Animalia	Arthropoda	Aeshna	Aeshna brevistyla	Insecta	Odonata	Aeshnidae
10996801	Animalia	Arthropoda	Onychogomphus	Onychogomphus emiliae	Insecta	Odonata	Gomphidae
10997131	Animalia	Arthropoda	Protosticta	Protosticta tubau	Insecta	Odonata	Platystictidae
10998804	Animalia	Arthropoda	Oreagrion	Oreagrion armeniacum	Insecta	Odonata	Coenagrionidae
11002377	Animalia	Arthropoda	Acraea	Acraea cabira	Insecta	Lepidoptera	Nymphalidae
11009380	Animalia	Arthropoda	Poecilmitis	Poecilmitis lyndseyae	Insecta	Lepidoptera	Lycaenidae
11010400	Animalia	Arthropoda	Eronia	Eronia leda	Insecta	Lepidoptera	Pieridae
11010581	Animalia	Arthropoda	Paraphnaeus	Paraphnaeus hutchinsonii	Insecta	Lepidoptera	Lycaenidae
11015325	Animalia	Arthropoda	Synthemis	Synthemis cervula	Insecta	Odonata	Synthemistidae
11030552	Animalia	Arthropoda	Risiocnemis	Risiocnemis calceata	Insecta	Odonata	Platycnemididae
11035646	Animalia	Arthropoda	Onychogomphus	Onychogomphus bwambae	Insecta	Odonata	Gomphidae
11046077	Animalia	Arthropoda	Risiocnemis	Risiocnemis incisa	Insecta	Odonata	Platycnemididae
11047413	Animalia	Arthropoda	Oreagrion	Oreagrion oreadum	Insecta	Odonata	Coenagrionidae
11048022	Animalia	Arthropoda	Paragomphus	Paragomphus mariannae	Insecta	Odonata	Gomphidae
11050882	Animalia	Arthropoda	Lokia	Lokia gamblesi	Insecta	Odonata	Libellulidae
11051757	Animalia	Arthropoda	Poecilmitis	Poecilmitis beulah	Insecta	Lepidoptera	Lycaenidae
11055713	Animalia	Arthropoda	Risiocnemis	Risiocnemis siniae	Insecta	Odonata	Platycnemididae
11056663	Animalia	Arthropoda	Chlorocypha	Chlorocypha crocea	Insecta	Odonata	Chlorocyphidae
11058760	Animalia	Arthropoda	Poecilmitis	Poecilmitis lycegenes	Insecta	Lepidoptera	Lycaenidae
11063520	Animalia	Arthropoda	Chlorocypha	Chlorocypha molindica	Insecta	Odonata	Chlorocyphidae
11064542	Animalia	Arthropoda	Risiocnemis	Risiocnemis kaiseri	Insecta	Odonata	Platycnemididae
11065221	Animalia	Arthropoda	Aphniolaus	Aphniolaus pallene	Insecta	Lepidoptera	Lycaenidae
11065336	Animalia	Arthropoda	Onychogomphus	Onychogomphus fruhstorferi	Insecta	Odonata	Gomphidae
11072038	Animalia	Arthropoda	Platycnemis	Platycnemis congolensis	Insecta	Odonata	Platycnemididae
11074655	Animalia	Arthropoda	Chrysoritis	Chrysoritis trimeni	Insecta	Lepidoptera	Lycaenidae
11074855	Animalia	Arthropoda	Protosticta	Protosticta feronia	Insecta	Odonata	Platystictidae
11077340	Animalia	Arthropoda	Chrysoritis	Chrysoritis daphne	Insecta	Lepidoptera	Lycaenidae
11084500	Animalia	Arthropoda	Poecilmitis	Poecilmitis natalensis	Insecta	Lepidoptera	Lycaenidae
11086153	Animalia	Arthropoda	Colotis	Colotis subfasciatus	Insecta	Lepidoptera	Pieridae
11087515	Animalia	Arthropoda	Risiocnemis	Risiocnemis pistor	Insecta	Odonata	Platycnemididae
11095012	Animalia	Arthropoda	Pseudonympha	Pseudonympha detecta	Insecta	Lepidoptera	Nymphalidae
11096877	Animalia	Arthropoda	Synthemis	Synthemis wollastoni	Insecta	Odonata	Synthemistidae
11098275	Animalia	Arthropoda	Aphnaeus	Aphnaeus phanes	Insecta	Lepidoptera	Lycaenidae
11102973	Animalia	Arthropoda	Tragogomphus	Tragogomphus christinae	Insecta	Odonata	Gomphidae
11109674	Animalia	Arthropoda	Poecilmitis	Poecilmitis perseus	Insecta	Lepidoptera	Lycaenidae
11124258	Animalia	Arthropoda	Pericnemis	Pericnemis gili	Insecta	Odonata	Coenagrionidae
11129394	Animalia	Arthropoda	Protosticta	Protosticta binhi	Insecta	Odonata	Platystictidae
11141744	Animalia	Arthropoda	Opaluma	Opaluma opulens	Insecta	Diptera	Stratiomyidae
11143825	Animalia	Arthropoda	Drepanosticta	Drepanosticta karubei	Insecta	Odonata	Platystictidae
11165573	Animalia	Arthropoda	Photuris	Photuris forresti	Insecta	Coleoptera	Lampyridae
11173934	Animalia	Arthropoda	Opaluma	Opaluma iridescens	Insecta	Diptera	Stratiomyidae
11175980	Animalia	Arthropoda	Megalogomphus	Megalogomphus buddi	Insecta	Odonata	Gomphidae
11176180	Animalia	Arthropoda	Coeliccia	Coeliccia schorri	Insecta	Odonata	Platycnemididae
11176339	Animalia	Arthropoda	Pericnemis	Pericnemis yakal	Insecta	Odonata	Coenagrionidae
11177653	Animalia	Arthropoda	Reliquantha	Reliquantha variipes	Insecta	Diptera	Anthomyzidae
11182571	Animalia	Arthropoda	Pericnemis	Pericnemis bisaya	Insecta	Odonata	Coenagrionidae
11193719	Animalia	Arthropoda	Opaluma	Opaluma unicornis	Insecta	Diptera	Stratiomyidae
11197382	Animalia	Arthropoda	Libellago	Libellago corbeti	Insecta	Odonata	Chlorocyphidae
11208541	Animalia	Arthropoda	Pericnemis	Pericnemis muragbonita	Insecta	Odonata	Coenagrionidae
11210174	Animalia	Arthropoda	Heliogomphus	Heliogomphus aluoiensis	Insecta	Odonata	Gomphidae
11371413	Animalia	Arthropoda	Photuris	Photuris floridana	Insecta	Coleoptera	Lampyridae
11373918	Animalia	Arthropoda	Haliplus	Haliplus madagascariensis	Insecta	Coleoptera	Haliplidae
11375508	Animalia	Arthropoda	Acraea	Telchinia serena	Insecta	Lepidoptera	Nymphalidae
11375831	Animalia	Arthropoda	Photuris	Photuris lineaticollis	Insecta	Coleoptera	Lampyridae
11377079	Animalia	Arthropoda	Ophiogomphus	Ophiogomphus longihamulus	Insecta	Odonata	Gomphidae
11377118	Animalia	Arthropoda	Platycypha	Platycypha angolensis	Insecta	Odonata	Chlorocyphidae
11377562	Animalia	Arthropoda	Ophiogomphus	Ophiogomphus minimus	Insecta	Odonata	Gomphidae
11396825	Animalia	Arthropoda	Anisogomphus	Anisogomphus wuzhishanus	Insecta	Odonata	Gomphidae
11396889	Animalia	Arthropoda	Kosciuscola	Kosciuscola restrictus	Insecta	Orthoptera	Acrididae
11402304	Animalia	Arthropoda	Onychogomphus	Onychogomphus flavicaudus	Insecta	Odonata	Gomphidae
11425992	Animalia	Arthropoda	Ceylonosticta	Ceylonosticta rupasinghe	Insecta	Odonata	Platystictidae
11430250	Animalia	Arthropoda	Protosticta	Protosticta proboscis	Insecta	Odonata	Platystictidae
11430808	Animalia	Arthropoda	Cordulegaster	Cordulegaster parvistigma	Insecta	Odonata	Cordulegastridae
11438335	Animalia	Arthropoda	Agriocnemis	Agriocnemis lepida	Insecta	Odonata	Coenagrionidae
11451102	Animalia	Arthropoda	Planaeschna	Planaeschna guentherpetersi	Insecta	Odonata	Aeshnidae
11484680	Animalia	Arthropoda	Macromia	Macromia murakii	Insecta	Odonata	Corduliidae
11486385	Animalia	Arthropoda	Microgomphus	Microgomphus farrelli	Insecta	Odonata	Gomphidae
11492935	Animalia	Arthropoda	Chrysoritis	Chrysoritis phosphor	Insecta	Lepidoptera	Lycaenidae
11497977	Animalia	Arthropoda	Drepanosticta	Drepanosticta gazelle	Insecta	Odonata	Platystictidae
11502813	Animalia	Arthropoda	Agriomorpha	Agriomorpha xynglongensis	Insecta	Odonata	Megapodagrionidae
11503969	Animalia	Arthropoda	Cephalaeschna	Cephalaeschna algorei	Insecta	Odonata	Aeshnidae
11506776	Animalia	Arthropoda	Archibasis	Archibasis lieftincki	Insecta	Odonata	Coenagrionidae
11514414	Animalia	Arthropoda	Pseudagrion	Pseudagrion schieli	Insecta	Odonata	Coenagrionidae
11523622	Animalia	Arthropoda	Rhinocypha	Rhinocypha peitho	Insecta	Odonata	Chlorocyphidae
11525774	Animalia	Arthropoda	Leptogomphus	Leptogomphus tamdaoensis	Insecta	Odonata	Gomphidae
11526847	Animalia	Arthropoda	Nososticta	Nososticta nancowra	Insecta	Odonata	Protoneuridae
11529797	Animalia	Arthropoda	Indocypha	Indocypha cyanicauda	Insecta	Odonata	Chlorocyphidae
11534363	Animalia	Arthropoda	Agriocnemis	Agriocnemis kalinga	Insecta	Odonata	Coenagrionidae
11535286	Animalia	Arthropoda	Papuargia	Papuargia brevistigma	Insecta	Odonata	Coenagrionidae
11539048	Animalia	Arthropoda	Rhyothemis	Rhyothemis rita	Insecta	Odonata	Libellulidae
11548101	Animalia	Arthropoda	Nychogomphus	Nychogomphus yangi	Insecta	Odonata	Gomphidae
11577041	Animalia	Arthropoda	Periaeschna	Periaeschna sanoi	Insecta	Odonata	Aeshnidae
11584252	Animalia	Arthropoda	Dubitogomphus	Dubitogomphus laosensis	Insecta	Odonata	Gomphidae
11591646	Animalia	Arthropoda	Antissella	Antissella purprasina	Insecta	Diptera	Stratiomyidae
11596592	Animalia	Arthropoda	Chrysoritis	Chrysoritis turneri	Insecta	Lepidoptera	Lycaenidae
11597923	Animalia	Arthropoda	Solomonargiolestes	Solomonargiolestes bougainville	Insecta	Odonata	Argiolestidae
11599943	Animalia	Arthropoda	Leptogomphus	Leptogomphus inouei	Insecta	Odonata	Gomphidae
11608266	Animalia	Arthropoda	Vestalis	Vestalis nigrescens	Insecta	Odonata	Calopterygidae
11623638	Animalia	Arthropoda	Chrysoritis	Chrysoritis pan	Insecta	Lepidoptera	Lycaenidae
1162733	Animalia	Arthropoda	Lucidota	Lucidota punctata	Insecta	Coleoptera	Lampyridae
1162734	Animalia	Arthropoda	Lucidota	Lucidota atra	Insecta	Coleoptera	Lampyridae
1162735	Animalia	Arthropoda	Lucidota	Lucidota luteicollis	Insecta	Coleoptera	Lampyridae
1162741	Animalia	Arthropoda	Aspisoma	Aspisoma ignitum	Insecta	Coleoptera	Lampyridae
1162743	Animalia	Arthropoda	Bicellonycha	Bicellonycha wickershamorum	Insecta	Coleoptera	Lampyridae
1162748	Animalia	Arthropoda	Photinus	Photinus ignitus	Insecta	Coleoptera	Lampyridae
1162750	Animalia	Arthropoda	Photinus	Photinus marginellus	Insecta	Coleoptera	Lampyridae
1162752	Animalia	Arthropoda	Photinus	Photinus stellaris	Insecta	Coleoptera	Lampyridae
1162755	Animalia	Arthropoda	Photinus	Photinus consanguineus	Insecta	Coleoptera	Lampyridae
1162756	Animalia	Arthropoda	Photinus	Photinus curtatus	Insecta	Coleoptera	Lampyridae
1162760	Animalia	Arthropoda	Photinus	Photinus indictus	Insecta	Coleoptera	Lampyridae
1162761	Animalia	Arthropoda	Photinus	Photinus carolinus	Insecta	Coleoptera	Lampyridae
1162762	Animalia	Arthropoda	Photinus	Photinus lineellus	Insecta	Coleoptera	Lampyridae
1162763	Animalia	Arthropoda	Photinus	Photinus pyralis	Insecta	Coleoptera	Lampyridae
1162764	Animalia	Arthropoda	Photinus	Photinus ardens	Insecta	Coleoptera	Lampyridae
1162765	Animalia	Arthropoda	Photinus	Photinus obscurellus	Insecta	Coleoptera	Lampyridae
1162766	Animalia	Arthropoda	Photinus	Photinus tenuicinctus	Insecta	Coleoptera	Lampyridae
1162767	Animalia	Arthropoda	Photinus	Photinus collustrans	Insecta	Coleoptera	Lampyridae
1162768	Animalia	Arthropoda	Photinus	Photinus cookii	Insecta	Coleoptera	Lampyridae
1162769	Animalia	Arthropoda	Photinus	Photinus floridanus	Insecta	Coleoptera	Lampyridae
1162776	Animalia	Arthropoda	Photinus	Photinus scintillans	Insecta	Coleoptera	Lampyridae
1162777	Animalia	Arthropoda	Photinus	Photinus brimleyi	Insecta	Coleoptera	Lampyridae
1162778	Animalia	Arthropoda	Photinus	Photinus umbratus	Insecta	Coleoptera	Lampyridae
1162779	Animalia	Arthropoda	Photinus	Photinus consimilis	Insecta	Coleoptera	Lampyridae
1162780	Animalia	Arthropoda	Photinus	Photinus dimissus	Insecta	Coleoptera	Lampyridae
1162782	Animalia	Arthropoda	Pyractomena	Pyractomena angulata	Insecta	Coleoptera	Lampyridae
1162783	Animalia	Arthropoda	Pyractomena	Pyractomena borealis	Insecta	Coleoptera	Lampyridae
1162785	Animalia	Arthropoda	Pyractomena	Pyractomena linearis	Insecta	Coleoptera	Lampyridae
1162789	Animalia	Arthropoda	Pyractomena	Pyractomena dispersa	Insecta	Coleoptera	Lampyridae
1162794	Animalia	Arthropoda	Pyractomena	Pyractomena ecostata	Insecta	Coleoptera	Lampyridae
1162799	Animalia	Arthropoda	Pyropyga	Pyropyga modesta	Insecta	Coleoptera	Lampyridae
1162800	Animalia	Arthropoda	Pyropyga	Pyropyga nigricans	Insecta	Coleoptera	Lampyridae
1162801	Animalia	Arthropoda	Pyropyga	Pyropyga minuta	Insecta	Coleoptera	Lampyridae
1162802	Animalia	Arthropoda	Pyropyga	Pyropyga decipiens	Insecta	Coleoptera	Lampyridae
1162809	Animalia	Arthropoda	Micronaspis	Micronaspis floridana	Insecta	Coleoptera	Lampyridae
1162812	Animalia	Arthropoda	Photuris	Photuris aureolucens	Insecta	Coleoptera	Lampyridae
1162826	Animalia	Arthropoda	Photuris	Photuris cinctipennis	Insecta	Coleoptera	Lampyridae
1162827	Animalia	Arthropoda	Photuris	Photuris lucicrescens	Insecta	Coleoptera	Lampyridae
1162834	Animalia	Arthropoda	Pleotomodes	Pleotomodes needhami	Insecta	Coleoptera	Lampyridae
1162835	Animalia	Arthropoda	Pleotomodes	Pleotomodes knulli	Insecta	Coleoptera	Lampyridae
1162837	Animalia	Arthropoda	Pollaclasis	Pollaclasis bifaria	Insecta	Coleoptera	Lampyridae
1162840	Animalia	Arthropoda	Microphotus	Microphotus chiricahuae	Insecta	Coleoptera	Lampyridae
1162841	Animalia	Arthropoda	Microphotus	Microphotus pecosensis	Insecta	Coleoptera	Lampyridae
1162842	Animalia	Arthropoda	Microphotus	Microphotus dilatatus	Insecta	Coleoptera	Lampyridae
1162843	Animalia	Arthropoda	Microphotus	Microphotus octarthrus	Insecta	Coleoptera	Lampyridae
1162845	Animalia	Arthropoda	Microphotus	Microphotus angustus	Insecta	Coleoptera	Lampyridae
1162847	Animalia	Arthropoda	Pleotomus	Pleotomus pallens	Insecta	Coleoptera	Lampyridae
1162849	Animalia	Arthropoda	Pleotomus	Pleotomus nigripennis	Insecta	Coleoptera	Lampyridae
1162851	Animalia	Arthropoda	Tenaspis	Tenaspis angularis	Insecta	Coleoptera	Lampyridae
1162853	Animalia	Arthropoda	Phausis	Phausis luminosa	Insecta	Coleoptera	Lampyridae
1162854	Animalia	Arthropoda	Phausis	Phausis riversi	Insecta	Coleoptera	Lampyridae
1162857	Animalia	Arthropoda	Phausis	Phausis dorothae	Insecta	Coleoptera	Lampyridae
1162860	Animalia	Arthropoda	Phausis	Phausis reticulata	Insecta	Coleoptera	Lampyridae
1162861	Animalia	Arthropoda	Phausis	Phausis nigra	Insecta	Coleoptera	Lampyridae
1162863	Animalia	Arthropoda	Phausis	Phausis skelleyi	Insecta	Coleoptera	Lampyridae
1162864	Animalia	Arthropoda	Phausis	Phausis rhombica	Insecta	Coleoptera	Lampyridae
1162865	Animalia	Arthropoda	Phausis	Phausis inaccensa	Insecta	Coleoptera	Lampyridae
1162868	Animalia	Arthropoda	Pterotus	Pterotus obscuripennis	Insecta	Coleoptera	Lampyridae
1162871	Animalia	Arthropoda	Photinus	Photinus granulicollis	Insecta	Coleoptera	Lampyridae
1162872	Animalia	Arthropoda	Photinus	Photinus simplex	Insecta	Coleoptera	Lampyridae
