sci_name	gbifid.ids	gbifid.class	gbifid.match	gbifid.multiple_matches	gbifid.pattern_match	gbifid.uri
Telebasis obsoleta	6243200	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/6243200
Protoneura calverti	1421548	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421548
Palaemnema reventazoni	1421463	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421463
Orthemis concolor	1427824	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427824
Rhodopygia hinei	1428935	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428935
Progomphus incurvatus	1425854	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1425854
Perithemis icteroptera	1428061	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428061
Cyanogomphus waltheri	1426602	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426602
Epipleoneura manauensis	1421778	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421778
Micrathyria longifasciata	1427664	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427664
Epipleoneura albuquerquei	1421763	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421763
Allopetalia reticulosa	1424907	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424907
Dimeragrion percubitale	1424583	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424583
Phyllogomphoides annectens	1425405	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425405
Neoneura jurzitzai	1421797	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421797
Erythemis haematogastra	1429336	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429336
Argentagrion ambiguum	5791664	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5791664
Neuraeschna mina	1425346	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1425346
Telebasis willinki	5051367	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051367
Epipleoneura kaxuriana	1421774	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421774
Gynothemis pumila	1427675	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427675
Oligoclada abbreviata	5052175	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5052175
Lestes curvatus	5051640	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5051640
Progomphus amazonicus	1425821	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425821
Leptagrion acutum	1422500	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1422500
Progomphus conjectus	1425809	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425809
Teinopodagrion vilorianum	1424463	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424463
Lestes undulatus	5051560	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051560
Planiplax arachne	1428901	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428901
Micrathyria hippolyte	1427611	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427611
Polythore terminata	1427418	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427418
Macrothemis heteronycha	1428040	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428040
Progomphus angeloi	1425851	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425851
Erythrodiplax cauca	1428979	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428979
Chalcopteryx rutilans	1427428	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427428
Neocordulia volxemi	1429684	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429684
Argia subapicalis	5051406	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051406
Perithemis lais	1428075	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1428075
Cyanallagma bonariense	1423483	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1423483
Argia inculta	5051515	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051515
Orthemis regalis	1427840	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427840
Phyllogomphoides joaquini	1425393	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425393
Acanthallagma luteum	1422180	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1422180
Tibiagomphus uncatus	1426589	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426589
Erythrodiplax lygaea	1429059	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429059
Rhodopygia hollandi	1428931	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428931
Hetaerina mendezi	1427150	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427150
Idioneura ancilla	5051234	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051234
Allopodagrion contortum	1424246	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424246
Lestes urubamba	5051608	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051608
Oligoclada monosticha	5052170	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5052170
Sympetrum paramo	1428326	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428326
Progomphus intricatus	1425819	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425819
Micrathyria atra	1427660	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427660
Nephepeltia phryne	1429165	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429165
Epipleoneura lamina	1421766	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421766
Telebasis corallina	5051371	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051371
Acanthagrion kennedii	1422443	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1422443
Gynacantha chelifera	1424781	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424781
Melanocacus mungo	1425888	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425888
Perithemis cornelia	1428073	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428073
Hetaerina indeprensa	1427179	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427179
Erythrodiplax juliana	1429045	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429045
Orthemis biolleyi	1427837	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427837
Micrathyria kleerekoperi	1427661	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427661
Staurophlebia gigantula	1424904	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424904
Polythore aurora	1427404	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427404
Phyllogomphoides pseudangularis	1425395	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425395
Peristicta lizeria	1421695	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421695
Cyanallagma angelae	1423477	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1423477
Neocordulia mambucabensis	1429679	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429679
Epipleoneura pereirai	1421760	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421760
Peristicta gauchae	1421694	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421694
Mnesarete mariana	1427338	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427338
Perithemis rubita	1428062	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428062
Progomphus pygmaeus	1425800	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425800
Phyllogomphoides angularis	1425423	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1425423
Progomphus recurvatus	1425837	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1425837
Forcepsioneura itatiaiae	1421671	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421671
Micrathyria stawiarskii	1427612	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427612
Acanthallagma strohmi	1422178	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1422178
Triacanthagyna obscuripennis	1424889	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424889
Hetaerina curvicauda	1427148	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427148
Planiplax machadoi	1428902	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428902
Neuraeschna harpya	1425331	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425331
Metaleptobasis lillianae	1422331	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1422331
Heteragrion erythrogastrum	1424404	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424404
Progomphus brachycnemis	1425842	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425842
Perilestes solutus	1424232	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424232
Erythrodiplax andagoya	1428986	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428986
Rhionaeschna diffinis	1424972	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424972
Oxyagrion impunctatum	1423572	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1423572
Rhodopygia cardinalis	1428933	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428933
Argentagrion silviae	6243014	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/6243014
Navicordulia atlantica	1429743	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429743
Metaleptobasis bicornis	1422333	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1422333
Metaleptobasis minteri	1422321	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1422321
Micrathyria duplicata	1427608	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427608
Macrothemis lauriana	1428010	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428010
Lestes paulistus	5051557	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051557
Phyllocycla gladiata	1426127	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426127
Zenithoptera viola	1429420	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429420
Euthore meridana	1427435	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427435
Telebasis racenisi	5051338	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051338
Leptagrion perlongum	1422503	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1422503
Perilestes kahli	1424230	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424230
Philogenia cassandra	1424562	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424562
Erythrodiplax fulva	1429037	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1429037
Lestes helix	5051555	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5051555
Erythrodiplax ochracea	1429038	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429038
Heteragrion majus	1424378	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1424378
Cora marina	5052100	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5052100
Argyrothemis argentea	1428415	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428415
Leptagrion croceum	1422494	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1422494
Oxyagrion sulinum	1423589	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1423589
Euthore fastigiata	1427441	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427441
Lestes dichrostigma	5051549	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051549
Telebasis demararum	5051352	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051352
Macrothemis hemichlora	1428017	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428017
Progomphus adaptatus	1425845	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425845
Neuraeschna tapajonica	1425334	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425334
Lestes debellardi	5051617	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051617
Antiagrion gayi	1423129	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1423129
Tramea rustica	1428502	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428502
Perilestes attenuatus	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Progomphus phyllochromus	1425859	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425859
Cyanallagma ferenigrum	1423479	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1423479
Acanthagrion chacoense	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Neogomphus bidens	1425568	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425568
Epipleoneura metallica	1421786	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421786
Teinopodagrion turikum	1424450	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424450
Navicordulia amazonica	1429742	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429742
Micrathyria divergens	1427619	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427619
Perithemis parzefalli	1428070	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428070
Progomphus occidentalis	1425817	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425817
Telebasis livida	5051342	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051342
Phyllogomphoides cepheus	1425399	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425399
Gomphomacromia fallax	1429754	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429754
Lestes auritus	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Fylgia amazonica	5052140	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5052140
Acanthagrion adustum	1422442	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1422442
Orthemis nodiplaga	1427839	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427839
Sympetrum chaconi	1428243	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428243
Neoneura desana	1421822	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421822
Phyllogomphoides suspectus	1425409	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425409
Micrathyria caerulistyla	1427651	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427651
Aceratobasis cornicauda	6243135	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/6243135
Argia nigrior	5051479	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051479
Argia bicellulata	5051501	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051501
Phyllocycla sordida	1426121	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426121
Phyllocycla viridipleuris	1426114	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426114
Heteragrion aurantiacum	1424417	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424417
Platystigma buckleyi	10761328	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10761328
Diaphlebia angustipennis	1425937	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425937
Hetaerina gallardi	1427127	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427127
Phyllogomphoides pseudoundulatus	1425429	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425429
Dasythemis mincki	1429484	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429484
Neoneura fulvicollis	1421821	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1421821
Cannaphila vibex	1428889	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428889
Epipotoneura nehalennia	1421688	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1421688
Progomphus maculatus	1425836	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425836
Macrothemis flavescens	1428034	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428034
Hetaerina sempronia	1427123	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427123
Protoneura tenuis	1421537	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421537
Planiplax erythropyga	1428904	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1428904
Ebegomphus schroederi	5791915	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5791915
Micrathyria artemis	1427657	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427657
Acanthagrion truncatum	1422483	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1422483
Hetaerina majuscula	1427121	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427121
Sympetrum evanescens	1428211	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428211
Diastatops pullata	1428789	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428789
Teinopodagrion meridionale	1424443	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424443
Phyllocycla baria	1426113	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1426113
Heteragrion triangulare	1424386	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424386
Phyllogomphoides andromeda	1425413	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425413
Diastatops dimidiata	1428787	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428787
Mnesarete guttifera	1427330	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427330
Ischnura fluviatilis	1423384	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1423384
Epigomphus paludosus	1425450	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425450
Erythemis carmelita	1429332	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429332
Micrathyria spinifera	1427655	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427655
Aphylla theodorina	1425754	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425754
Aphylla brasiliensis	1425765	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425765
Micrathyria spuria	1427628	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427628
Allopodagrion erinys	1424245	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424245
Antiagrion blanchardi	1423130	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1423130
Aphylla barbata	1425773	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425773
Acanthagrion inexpectum	1422441	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1422441
Epipleoneura fuscaenea	1421776	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421776
Mesoleptobasis incus	1422524	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1422524
Anisagrion inornatum	1423506	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1423506
Andaeschna timotocuica	1425050	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425050
Palaemnema orientalis	1421471	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421471
Argia huanacina	5051451	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051451
Perilestes gracillimus	1424233	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424233
Aphylla brevipes	1425767	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425767
Heteragrion makiritare	1424401	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424401
Oxyagrion bruchi	1423570	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1423570
Telebasis garleppi	5051358	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051358
Perithemis electra	1428074	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428074
Rhionaeschna galapagoensis	1424957	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424957
Cyanallagma interruptum	1423469	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1423469
Mnesarete smaragdina	1427347	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427347
Rhionaeschna planaltica	1424977	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424977
Telebasis rubricauda	5051324	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5051324
Perissolestes cornutus	1424222	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424222
Zonophora regalis	1426449	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426449
Oxyagrion miniopsis	1423573	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1423573
Archaeogomphus hamatus	5051858	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5051858
Micrathyria pseudhypodidyma	1427650	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1427650
Neoneura lucas	1421796	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421796
Misagria bimacula	1428534	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428534
Erythrodiplax acantha	1429008	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429008
Telebasis simulacrum	6243216	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/6243216
Progomphus costalis	1425861	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1425861
Macrothemis brevidens	1428026	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428026
Phyllocycla pallida	1426118	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1426118
Erythrodiplax diversa	1428971	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428971
Tuberculobasis inversa	6242995	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/6242995
Erythrodiplax paraguayensis	1429005	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429005
Minagrion mecistogastrum	1422270	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1422270
Staurophlebia bosqi	1424905	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1424905
Acanthagrion cuyabae	1422450	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1422450
Erythrodiplax nivea	1428985	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1428985
Macrothemis idalia	1428022	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1428022
Epipleoneura capilliformis	1421772	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421772
Elga newtonsantosi	1429061	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429061
Palaemnema lorena	1421438	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1421438
Antiagrion grinbergsi	1423127	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1423127
Leptagrion macrurum	1422509	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1422509
Zenithoptera fasciata	1429424	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1429424
Hetaerina hebe	1427136	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1427136
Palpopleura albifrons	1428953	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1428953
Panoquina errans	4301355	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/4301355
Thermoniphas distincta	1923690	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1923690
Mimacraea skoptoles	1931368	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1931368
Baliochila hildegarda	1928773	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1928773
Lepidochrysops barnesi	1927590	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1927590
Azanus isis	1926551	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1926551
Hewitsonia congoensis	5138212	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5138212
Catuna oberthueri	5135563	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5135563
Geritola goodii	10834613	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10834613
Papilio aristophontes	4693055	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4693055
Pseudaletis arrhon	1924207	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1924207
Ornipholidotos francisci	10700469	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10700469
Neptis larseni	10893261	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/10893261
Liptena praestans	1928125	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1928125
Papilio benguetanus	1937890	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1937890
Lipaphnaeus loxura	9959568	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/9959568
Papilio carolinensis	4692758	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4692758
Euptera dorothea	8730697	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/8730697
Papilio chikae	1937934	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1937934
Hypolycaena auricostalis	7541774	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/7541774
Pilodeudorix catori	10789502	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10789502
Abisara rutherfordii	1935365	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1935365
Teriomima williami	10881962	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10881962
Papilio grosesmithi	1937865	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1937865
Papilio homerus	1937910	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1937910
Ancema anysis	1926600	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1926600
Arhopala cleander	8889579	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/8889579
Cymothoe consanguis	5132755	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5132755
Papilio jordani	1937738	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1937738
Aloeides mullini	10855043	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10855043
Lepidochrysops kitale	1927574	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1927574
Papilio leucotaenia	1937784	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1937784
Uranothauma antinorii	1932895	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1932895
Belenois rubrosignata	1919180	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1919180
Papilio mangoura	1937701	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1937701
Papilio manlius	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Pentila picena	1931433	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1931433
Papilio maraho	4691994	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4691994
Euthalia dirtea	5130920	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5130920
Paradeudorix eleala	9171278	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/9171278
Iridana nigeriana	1926376	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1926376
Papilio maroni	1937925	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1937925
Liptena tiassale	1928154	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1928154
Pseudaletis melissae	10700575	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10700575
Cymothoe weymeri	5132680	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5132680
Mylothris asphodelus	5138020	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5138020
Papilio morondavana	1938160	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1938160
Charaxes phoebus	5128601	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5128601
Aslauga latifurca	10244641	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10244641
Lachnocnema sosia	10840501	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10840501
Lepidochrysops delicata	1927624	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1927624
Stempfferia badura	10996131	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10996131
Papilio neumoegeni	1937965	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1937965
Hypochrysops digglesi	4708975	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4708975
Papilio osmana	4692930	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/4692930
Pseudathyma martini	10864688	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10864688
Ornipholidotos ghesquierei	10706479	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10706479
