sci_name	gbifid.ids	gbifid.class	gbifid.match	gbifid.multiple_matches	gbifid.pattern_match	gbifid.uri
Typhlatya miravetensis	4309719	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4309719
Troglocaris bosnica	5862980	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5862980
Troglocaris neglecta	6454800	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/6454800
Typhlocaris salentina	4417571	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4417571
Dugastella valentina	4417566	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4417566
Troglocaris kapelana	6454802	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/6454802
Gallocaris inermis	6454743	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/6454743
Troglocaris anophthalma ssp. intermedia	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Troglocaris anophthalma ssp. anophthalma	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Hydrotarsus compunctus	5791516	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5791516
Hydrotarsus pilosus	4470014	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4470014
Imnadia panonica	5789881	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5789881
Imnadia cristata	5789883	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5789883
Imnadia banatica	5789882	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5789882
Lasius reginae	5035822	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5035822
Leptothorax buschingeri	1323810	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1323810
Macrothele cretica	2145076	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2145076
Androniscus stygius ssp. dentatus	6284145	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/6284145
Meladema imbricata	4469758	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4469758
Meladema lanio	4469756	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4469756
Metacyclops gasparoi	4326878	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4326878
Metacyclops postojnae	4326805	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4326805
Monolistra bolei	2207172	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2207172
Monolistra calopyge	2207185	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2207185
Monolistra schottlaenderi	2207177	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2207177
Monolistra racovitzai ssp. conopyge	6283758	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/6283758
Monolistra spinosissima	2207187	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/2207187
Moserius percoi	2208332	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2208332
Myrmica bibikoffi	1318964	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1318964
Myrmica faniensis	1318962	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1318962
Myrmica hirsuta	1318807	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1318807
Myrmica myrmicoxena	1318963	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1318963
Myrmica samnitica	1318942	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1318942
Myrmica laurae	1318818	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1318818
Myrmica winterae	1318840	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1318840
Myrmica symbiotica	1318907	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1318907
Niphargobates orophobata	4417482	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4417482
Niphargobates lefkodemonaki	4417483	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4417483
Niphargus aberrans	5789903	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5789903
Niphargus hadzii	4417374	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/4417374
Niphargus ilidzensis ssp. slovenicus	4417363	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4417363
Niphargus spoeckeri	5789907	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5789907
Niphargus sphagnicolus	4417250	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4417250
Nitocrella stochi	4317103	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4317103
Niphargus stenopus	4417472	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4417472
Nitocrella slovenica	2111887	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2111887
Delagrangeus schurmanni	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Athous zuzartei	5791562	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5791562
Ampedus francolinus	4429418	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4429418
Crotchiella brachyptera	1146542	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1146542
Athous recaldei	5791560	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5791560
Leipaspis pinicola	4449485	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4449485
Hylis slipinskii	4431061	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4431061
Brachygonus meraculus	4428744	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4428744
Ampedus gallicus	4429493	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4429493
Alestrus dolosus	4428993	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4428993
Pediacus tabellatus	1043791	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1043791
Athous mendesi	5791559	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5791559
Ampedus callegarii	4429481	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4429481
Ampedus impressicollis	4429427	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/4429427
Ampedus ziegleri	4429480	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4429480
Scobicia barbifrons	4427553	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4427553
Agriotes passosi	5791557	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5791557
Athous strictus	5791561	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5791561
Isotomus barbarae	1132852	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1132852
Scobicia ficicola	4427555	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4427555
Cardiophorus widenfalki	4429187	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4429187
Ampedus balcanicus	4429439	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4429439
Leipaspis lauricola	4449486	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/4449486
Stephanopachys brunneus	4427604	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4427604
Ampedus carinthiacus	4429430	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4429430
Athous schurmanni	5791558	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5791558
Pseudochazara cingovskii	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Erebia palarica	5134583	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5134583
Paramorariopsis anae	4317722	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4317722
Osmoderma italica	4424851	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4424851
Hipparchia azorina	1918795	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1918795
Hipparchia tilosi	4535537	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4535537
Hipparchia neapolitana	1918636	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1918636
Pararge xiphia	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Hipparchia gomera	1918663	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1918663
Cyclyrius webbianus	1925410	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1925410
Gonepteryx cleobule	4535271	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4535271
Pararge xiphioides	1894571	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1894571
Hipparchia miguelensis	1918783	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1918783
Euchloe grancanariensis	4535277	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4535277
Polyommatus nivescens	5772702	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5772702
Erebia claudina	5134971	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5134971
Euchloe hesperidum	4535285	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4535285
Thymelicus christi	1944071	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1944071
Polyommatus eleniae	5772735	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5772735
Euchloe eversi	4535280	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4535280
Hipparchia bacchus	1918676	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1918676
Hipparchia tamadabae	4535539	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4535539
Polyommatus fulgens	5772736	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5772736
Hipparchia wyssii	1918688	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1918688
Plagiolepis grassei	1320826	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1320826
Plagiolepis ampeloni	1320825	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1320825
Anapistula ataecina	5791508	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5791508
Polyommatus galloi	5772751	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5772751
Polyommatus humedasae	5772725	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5772725
Proasellus parvulus	2206045	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2206045
Proasellus pavani ssp. orientalis	5789924	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5789924
Proasellus slovenicus	2205928	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2205928
Pseudocandona cavicola	5741802	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5741802
Pseudocandona pretneri	5741799	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5741799
Pseudocandona trigonelia	5789899	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5789899
Fabaeformiscandona aemonae	4417950	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4417950
Pseudomoraria triglavensis	4318030	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4318030
Rhithrodytes agnus	4470235	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4470235
Siettitia balsetensis	4470221	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4470221
Spelaeodiaptomus rouchi	4331926	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/4331926
Strongylognathus alboini	1317672	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1317672
Strongylognathus alpinus	1317690	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1317690
Strongylognathus cecconii	1317692	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1317692
Strongylognathus dalmaticus	1317684	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1317684
Strongylognathus destefanii	1317676	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1317676
Strongylognathus emeryi	1317693	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1317693
Strongylognathus insularis	1317668	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1317668
Strongylognathus italicus	1317686	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1317686
Strongylognathus kratochvilli	1317670	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1317670
Strongylognathus pisarskii	1317671	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1317671
Strongylognathus silvestrii	1317673	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1317673
Stygodiaptomus kieferi	4333017	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4333017
Asellus aquaticus ssp. carniolicus	5176404	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5176404
Teleutomyrmex kutteri	1318685	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1318685
Asellus aquaticus ssp. cyclobranchialis	5176410	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5176410
Troglohyphantes gracilis	2134995	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2134995
Troglohyphantes similis	2135034	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2135034
Troglohyphantes spinipes	2134983	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2134983
Calconiscellus gotscheensis	2208061	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2208061
Carabus olympiae	4470646	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/4470646
Pieris cheiranthi	1920509	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1920509
Gonepteryx maderensis	4535270	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4535270
Hipparchia maderensis	1918731	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1918731
Pieris wollastoni	4535297	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4535297
Epimyrma adlerzi	1320625	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1320625
Rossomyrmex minuchae	1319077	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1319077
Strongylognathus caeciliae	1317674	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1317674
Ceuthonectes rouchi	4318295	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4318295
Chalepoxenus muellerianus	1323732	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1323732
Chalepoxenus kutteri	1323733	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1323733
Chirocephalus reiseri	2235333	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2235333
Chirocephalus pelagonicus	2235329	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2235329
Deronectes aljibensis	5791514	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5791514
Deronectes depressicollis	4470101	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4470101
Deronectes ferrugineus	4470092	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4470092
Diaptomus rostripes	4332880	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4332880
Doronomyrmex kutteri	1326809	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1326809
Doronomyrmex pacis	1326808	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1326808
Elaphoidella franci	4318277	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4318277
Elaphoidella jeanneli	4318120	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4318120
Elaphoidella kieferi	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Epimyrma ravouxi	1320630	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1320630
Epimyrma bernardi	1320624	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1320624
Epimyrma corsica	1320631	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1320631
Epimyrma kraussei	1320623	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1320623
Epimyrma stumperi	1320622	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1320622
Epimyrma zaleskyi	1320626	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1320626
Graptodytes delectus	4470163	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4470163
Hadzia fragilis ssp. stochi	5789912	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5789912
Haplophthalmus abbreviatus	2208253	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2208253
Agabus hozgargantae	4469831	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4469831
Acanthocyclops hypogeus	4327193	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4327193
Alona sketi	5741970	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5741970
Alona hercegovinae	5741962	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5741962
Alona smirnovi	5741966	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5741966
Colletes creticus	1348710	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1348710
Colletes dimidiatus	1349010	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1349010
Colletes dinizi	1349001	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1349001
Colletes merceti	1348753	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1348753
Colletes moricei	1349007	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1349007
Colletes schmidi	1348569	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1348569
Colletes standfussi	1348780	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1348780
Colletes wolfi	1348794	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1348794
Flavipanurgus flavus	1355970	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1355970
Halopanurgus fuzetus	12055335	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/12055335
Flavipanurgus merceti	1355964	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1355964
Panurginus annulatus	1355875	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1355875
Panurginus schwarzi	1355859	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1355859
Panurgus meridionalis	1355947	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1355947
Simpanurgus phyllopodus	1355798	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1355798
Ceratina teunisseni	5039792	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5039792
Dasypoda iberica	1345870	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1345870
Melitta hispanica	5040892	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5040892
Melitta iberica	5040862	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5040862
Melitta kastiliensis	5040894	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5040894
Melitta murciana	5040861	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5040861
Melitta seitzi	5040886	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5040886
Seladonia concinna	1353491	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1353491
Halictus frontalis	1353361	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1353361
Halictus fumatipennis	1353328	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1353328
Halictus holomelaenus	1353413	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1353413
Seladonia inpilosa	1353491	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1353491
Halictus jaramielicus	1353312	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1353312
Seladonia microcardia	1353491	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1353491
Halictus pseudotetrazonius	1353303	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1353303
Halictus pyrenaeus	1353273	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1353273
Halictus tridivisus	1353342	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1353342
Halictus quadripartitus	1353228	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1353228
Zubovskya banatica	1711361	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1711361
Isophya harzi	1684370	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1684370
Podismopsis transsylvanica	1706648	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1706648
Chorthippus acroleucus	1708596	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1708596
Chortopodisma cobellii	1705496	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1705496
Italopodisma lucianae	1705951	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1705951
Italopodisma fiscellana	1705961	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1705961
Italopodisma lagrecai	1705945	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1705945
Italopodisma acuminata	1705953	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1705953
Prionotropis azami	9166296	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/9166296
Colletes pannonicus	10828240	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/10828240
Dolichopoda hussoni	1729249	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1729249
Oropodisma chelmosi	1704555	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1704555
Oropodisma willemsei	1704554	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1704554
Oropodisma karavica	1704558	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1704558
Andrena olympica	1357147	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1357147
Andrena relata	1358325	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1358325
Andrena sagittaria	1357629	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1357629
Andrena siciliana	1358343	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1358343
Andrena standfussorum	9674506	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/9674506
Andrena taxana	1356972	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1356972
Andrena trikalensis	1357962	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1357962
Andrena vacella	1357525	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1357525
Hylaeus ater	10862726	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/10862726
Hylaeus canariensis	1349414	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1349414
Hylaeus hellenicus	1349788	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1349788
Hylaeus hohmanni	1349640	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1349640
Hylaeus ibericus	1349466	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1349466
Hylaeus koenigsmanni	1349648	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1349648
Hylaeus maderensis	9546600	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/9546600
Hylaeus milossus	10754223	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/10754223
Chelostoma siciliae	8457812	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/8457812
Hoplitis peniculifera	8585968	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/8585968
Hoplitis hilbera	8537289	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/8537289
Hoplitis lithodorae	8668708	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/8668708
Hoplitis manuelae	8532444	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/8532444
Dioxys atlanticus	5038531	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5038531
Dioxys lanzarotensis	5038502	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5038502
Pseudoanthidium canariense	1334668	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1334668
Stelis ortizi	10843230	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/10843230
Ammobatoides okalii	5040758	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5040758
Epeolus compar	1341910	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1341910
Epeolus flavociliatus	1341859	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1341859
Epeolus siculus	1341889	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1341889
Epeolus sigillatus	1341879	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1341879
Eucera gracilipes	1341098	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1341098
Tetralonia hohmanni	4496077	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/4496077
Tetralonia lanzarotensis	4496079	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/4496079
Sphecodes atlanticus	5042351	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5042351
Chelostoma hellenicum	1334485	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1334485
Chelostoma laticaudum	1334542	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1334542
Hoplitis albatera	8013042	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/8013042
Hoplitis cretaea	1337256	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1337256
Hoplitis fabrei	9652556	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/9652556
Hoplitis graeca	1336994	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1336994
Hoplitis parnesica	1337261	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1337261
Hoplitis tkalcuella	5038889	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5038889
Hoplitis zandeni	1337257	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1337257
Osmia ariadne	5039395	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5039395
Osmia balearica	5039261	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5039261
Osmia dusmeti	9794322	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/9794322
Osmia larochei	9125017	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/9125017
Osmia madeirensis	5039392	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5039392
Osmia mirhiji	5039219	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/5039219
Osmia moreensis	9691646	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/9691646
Osmia palmae	5039199	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5039199
Osmia picena	11094673	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/11094673
Metatrichoniscoides celticus	2208436	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/2208436
Campsicnemus atlanticus	1607364	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1607364
Hydropsyche tobiasi	5054214	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5054214
Nomada barcelonensis	1343988	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1343988
Nomada bolivari	1343773	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1343773
Nomada gruenwaldti	1343591	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1343591
Nomada priesneri	1343297	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1343297
Nomada rufoabdominalis	1343578	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1343578
Nomada sicula	1343277	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1343277
Nomada standfussi	1343986	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1343986
Melecta canariensis	1345312	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/1345312
Melecta caroli	1345361	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1345361
Melecta curvispina	1345297	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1345297
Melecta gracilipes	1345362	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1345362
Thyreus hohmanni	NA	gbifid	NA due to ask=FALSE & > 1 result	TRUE	FALSE	NA
Amegilla canifrons	1339861	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1339861
Anthophora alluaudi	1344229	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1344229
Anthophora andalusica	1344168	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1344168
Anthophora balearica	1344374	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1344374
Anthophora laevigata	1344373	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1344373
Anthophora lanzarotensis	1344327	gbifid	found	FALSE	FALSE	https://www.gbif.org/species/1344327
Anthophora lieftincki	5040306	gbifid	found	TRUE	TRUE	https://www.gbif.org/species/5040306
